Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Eval/Return
641000,0.15658120810985565,-15.503536224365234,0.02733551152050495,0.0031955717131495476,12.445815086364746,15.152567863464355,15.163969039916992,25.798807,66.04024,1.299842e-05
642000,1.4302012920379639,-21.25703239440918,-0.001409259159117937,0.0022149605210870504,21.636245727539062,20.833280563354492,20.834243774414062,30.42215,80.35587,8.520497e-06
643000,2.3750314712524414,-23.282470703125,-0.0021736917551606894,0.001516176969744265,22.433666229248047,23.0151309967041,23.022933959960938,34.045807,92.39823,0.0026397964
644000,1.2495908737182617,-19.12036895751953,-0.00039941861177794635,0.0010093526216223836,21.39571762084961,18.960153579711914,18.962692260742188,36.10646,103.0517,2.939745e-06
645000,2.2562496662139893,-15.415230751037598,-0.0005438574007712305,0.001000161049887538,21.54376983642578,15.235249519348145,15.235502243041992,37.684162,113.41643,6.8697336e-06
646000,1.9477523565292358,-12.727042198181152,-0.000966295541729778,0.0008706348016858101,22.109874725341797,12.557300567626953,12.552358627319336,39.024788,123.0069,8.24383e-07
647000,2.2225234508514404,-9.932432174682617,0.0002463387500029057,0.0007869870751164854,20.68698501586914,9.758320808410645,9.769978523254395,40.843395,132.35406,4.451601e-07
648000,1.6183373928070068,-7.9079084396362305,0.00034063533530570567,0.0009578493773005903,20.64437484741211,7.781915664672852,7.786734580993652,42.2558,141.48534,1.1430561e-05
649000,3.124023914337158,-8.561814308166504,-0.0007837768062017858,0.001075803767889738,21.72854995727539,8.243647575378418,8.233621597290039,43.81722,150.95464,1.1307594e-05
650000,1.2334027290344238,-6.592199325561523,0.00016967781994026154,0.0010222707642242312,20.83401870727539,6.46068000793457,6.455411911010742,45.7117,159.4001,0.00024134762
651000,3.4603118896484375,-7.558119773864746,-0.0013012790586799383,0.0009179385961033404,22.41761016845703,7.25335168838501,7.280177116394043,47.026833,168.02173,4.806825e-06
652000,5.009949207305908,-6.956546783447266,-0.0009213687153533101,0.0007349764928221703,22.253602981567383,6.7447052001953125,6.752007007598877,48.577503,176.68906,2.2806993e-05
653000,0.7782901525497437,-4.350014686584473,0.0006735797505825758,0.0007028052350506186,20.041584014892578,4.234842300415039,4.245244026184082,49.9453,184.80293,7.4957898e-06
654000,2.3890154361724854,-3.8507251739501953,-0.0003197818296030164,0.0005566548788920045,21.57447052001953,3.683039903640747,3.6769890785217285,51.506474,192.64078,2.0897065e-05
655000,0.41294342279434204,-3.3921642303466797,-0.0006536609726026654,0.0005188467912375927,22.25983428955078,3.274407148361206,3.2555861473083496,52.908447,200.27007,4.6767477e-06
656000,0.7349328994750977,-3.0972847938537598,-0.0005544928135350347,0.00048392958706244826,22.14581298828125,2.950655460357666,2.9515302181243896,54.29604,207.2742,7.1328045e-06
