Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Act_rep_loss,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Metric/self_state_distance,Metric/cross_state_distance,Metric/self_state_action_distance,Metric/cross_state_action_distance,Metric/avg_self_state_asymmetry,Metric/avg_cross_state_asymmetry,Metric/avg_self_sa_asymmetry,Metric/avg_cross_sa_asymmetry,Metric/self_state_action_to_state_distance,Metric/cross_state_action_to_state_distance,Metric/h_lambda_diff_self,Metric/h_lambda_diff_cross,Eval/Return
136192,1.1653809547424316,-32.519004821777344,-0.011411027982831001,9.945024490356445,2.1309754848480225,0.012321545742452145,0.027281872928142548,0.08490285277366638,1.1050305366516113,31.86610221862793,32.150726318359375,58.06963,93.51285,31.390177,32.67562,30.151827,0.019394660368561745,3.182114362716675,0.03397401049733162,4.169443130493164,0.0,0.06531819701194763,0.0,0.07628466188907623,0.013231197372078896,4.166135787963867,0.024245651438832283,0.10561683028936386,843.25
264192,2.0957651138305664,-67.47090911865234,0.006883129943162203,9.916691780090332,2.0185720920562744,0.016757074743509293,0.006797134876251221,0.06294913589954376,0.8451551795005798,67.11593627929688,67.12288665771484,71.70281,112.46524,35.817303,38.865944,34.58394,0.02002747356891632,2.953338861465454,0.011110527440905571,4.082207679748535,0.0,0.09448722004890442,0.0,0.057955704629421234,0.01683567278087139,4.04206657409668,0.017224783077836037,0.07264102250337601,956.1953125
392192,0.6560863852500916,-80.93688201904297,-0.00449912715703249,7.445596218109131,1.7144927978515625,0.015087960287928581,0.03144318610429764,0.040395937860012054,1.1930688619613647,80.615478515625,80.70330810546875,82.14735,122.04621,40.134987,46.052643,39.893524,0.008205283433198929,2.518171787261963,0.02240964211523533,3.4283852577209473,0.0,0.05369267612695694,0.0,0.058525171130895615,0.005389660596847534,3.4199817180633545,0.017507610842585564,0.06182156503200531,971.0546875
520192,0.4938492774963379,-88.56282043457031,0.0068913791328668594,6.3357038497924805,1.5085686445236206,0.009479377418756485,0.0014669911470264196,0.029694251716136932,0.8613383769989014,88.38056182861328,88.38327026367188,90.784454,129.48338,44.099525,52.60991,44.75369,0.01479937694966793,2.32796573638916,0.022442389279603958,2.980839252471924,0.0,0.045772451907396317,0.0,0.04658358544111252,0.004761501681059599,2.9391427040100098,0.018321353942155838,0.07234816998243332,928.8671875
648192,0.23057126998901367,-91.42489624023438,-0.0011388941202312708,5.352449417114258,1.149167776107788,0.009199835360050201,0.037001218646764755,0.022120406851172447,1.061898946762085,91.26728057861328,91.37165069580078,98.75189,136.56454,47.873604,59.147034,49.111275,0.008192604407668114,2.095864772796631,0.009400753304362297,2.718986749649048,0.0,0.04112929478287697,0.0,0.053331971168518066,0.007525797002017498,2.7216405868530273,0.006302293390035629,0.05006594955921173,958.5546875
776192,0.2683594822883606,-93.17666625976562,-5.0852628191933036e-05,4.789981842041016,1.1750764846801758,0.007254765834659338,0.01407327689230442,0.01960371993482113,1.065021276473999,93.13713073730469,93.04412078857422,106.14554,142.65105,51.280235,65.49363,53.04574,0.002644652733579278,2.091768503189087,0.015786875039339066,2.5789644718170166,0.0,0.05059519410133362,0.0,0.04385934770107269,0.005823838524520397,2.5636684894561768,0.011092730797827244,0.05787932127714157,967.78125
904192,0.2220362424850464,-93.27715301513672,-0.0028876906726509333,5.444124698638916,1.361764907836914,0.007045635022222996,0.011209148913621902,0.01588238961994648,1.1316404342651367,93.19349670410156,93.15912628173828,112.6885,148.17714,54.54736,71.10839,56.948963,0.010709919035434723,2.1613974571228027,0.011388246901333332,2.5530691146850586,0.0,0.04012373834848404,0.0,0.039027076214551926,0.00280630961060524,2.53147029876709,0.010785197839140892,0.05147644132375717,951.140625
1032192,0.23049071431159973,-94.71673583984375,-6.604485679417849e-05,4.83431339263916,1.0360934734344482,0.007283132057636976,0.007364847231656313,0.01396115217357874,0.9634889364242554,94.66302490234375,94.69827270507812,118.57485,153.5543,57.80065,76.12967,60.49916,0.00211722357198596,1.9246845245361328,0.013555841520428658,2.2782301902770996,0.0,0.03762160241603851,0.0,0.037801824510097504,0.0017012598691508174,2.250540256500244,0.012261902913451195,0.03825082629919052,954.375
1160192,0.2804606556892395,-93.62167358398438,-0.003839383367449045,4.71879768371582,1.12553071975708,0.006253431551158428,0.005850649438798428,0.013145742006599903,1.2679935693740845,93.50501251220703,93.56123352050781,124.2564,158.8256,60.7275,80.88804,64.17456,0.0018363456474617124,1.9627923965454102,0.0111004039645195,2.3837456703186035,0.0,0.03482035547494888,0.0,0.04621632397174835,0.00018510886002331972,2.3703863620758057,0.01091715507209301,0.042631205171346664,942.171875
1288192,0.2139398455619812,-96.05769348144531,0.0005075555527582765,3.1878724098205566,0.7735056281089783,0.005457763560116291,0.008216086775064468,0.010903166607022285,0.9889125823974609,95.98689270019531,95.992919921875,129.4896,163.64026,63.643272,85.81656,67.64166,0.001096755382604897,1.769972324371338,0.005623788572847843,2.091252565383911,0.0,0.04455877095460892,0.0,0.03948367387056351,0.00161401042714715,2.103219509124756,0.004513944964855909,0.037904974073171616,951.8984375
