Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Action_Matching_loss,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Metric/self_state_distance,Metric/cross_state_distance,Metric/self_state_action_distance,Metric/cross_state_action_distance,Metric/avg_self_state_asymmetry,Metric/avg_cross_state_asymmetry,Metric/avg_self_sa_asymmetry,Metric/avg_cross_sa_asymmetry,Eval/Return
641000,0.011377142742276192,-7.445511341094971,0.046602945774793625,0.00044923549285158515,0.00022121879737824202,0.00040610379073768854,0.0009077969589270651,0.0016823973273858428,-6.700320243835449,7.388535499572754,7.38759183883667,31.527327,62.69066,36.421062,34.309525,35.616325,0.9959250688552856,1.016371488571167,0.9903124570846558,1.0126421451568604,0.0,0.00367166381329298,0.0,0.03919191658496857,3.2202315e-08
642000,0.034712307155132294,-8.055134773254395,0.0014331215061247349,0.0010479545453563333,0.001137054176069796,0.0012567871017381549,0.0011185251642018557,0.0006119327736087143,18.65804100036621,7.937690258026123,7.926239013671875,40.74665,75.32803,42.93689,40.40002,41.62514,1.0071361064910889,1.0509744882583618,1.0046067237854004,1.054274559020996,0.0,0.008078241720795631,0.0,0.07924652099609375,0.00030396352
643000,0.1560351401567459,-7.477960586547852,-0.0003350319166202098,0.028686542063951492,0.000688841100782156,0.0007424773648381233,0.0013474937295541167,0.000588017632253468,21.569765090942383,7.3586859703063965,7.348139762878418,47.58192,84.93953,49.028812,47.02932,47.282593,1.021013617515564,1.0235657691955566,1.0067017078399658,1.0175209045410156,0.0,0.007101408205926418,0.0,0.03215916454792023,0.6093325
644000,0.10348006337881088,-7.393280982971191,-0.00033070953213609755,0.005493387579917908,0.0020244731567800045,0.002221052534878254,0.0013603686820715666,0.0004222793213557452,21.783153533935547,7.338484764099121,7.3212127685546875,54.13114,93.852844,54.193146,53.093258,51.96461,1.1057686805725098,1.1848009824752808,1.0984337329864502,1.1980457305908203,0.0,0.011456204578280449,0.0,0.17426425218582153,0.093670405
