Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Loss_representation,Loss/Loss_actor_transfer,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Norm/rep_model,Eval/Return,Eval/Return_e2
11000,0.005111141595989466,-2.1632401943206787,0.7575585842132568,0.0005685925716534257,0.004882678389549255,0.041353918612003326,6.162594318389893,4.861118213739246e-05,0.07536383718252182,-4.052017688751221,1.8369112014770508,1.8380680084228516,28.059053,39.497005,27.294846,27.596819,27.460135,37.036865,1.6233019,1.874338
12000,0.001565862912684679,-3.2647671699523926,0.5891989469528198,0.00044195589725859463,0.0075211310759186745,0.03497034311294556,5.561708450317383,0.00014448542788159102,0.05834478139877319,-4.09857177734375,3.0114035606384277,3.013096332550049,28.003174,39.52003,27.166496,27.629822,27.41525,37.469383,2.7911777,1.9894894
13000,0.008648681454360485,-4.003792762756348,0.46009764075279236,0.005124356132000685,0.009395204484462738,0.036667898297309875,5.780500888824463,0.00014094164362177253,0.04585091024637222,-4.034646034240723,3.8155627250671387,3.8071813583374023,27.986767,39.496838,27.08306,27.64147,27.391863,37.754658,3.1155043,2.1622174
14000,0.0023873355239629745,-4.538510322570801,0.36610251665115356,0.005156727507710457,0.01419059932231903,0.02520832046866417,5.470374584197998,0.00019677859381772578,0.036333344876766205,-4.0762128829956055,4.403143882751465,4.396305561065674,27.971598,39.44936,27.02222,27.676903,27.37038,37.971504,2.965929,2.2623765
15000,0.0013379972660914063,-4.922227382659912,0.2911399304866791,0.0004515429900493473,0.014445209875702858,0.033428944647312164,5.4128193855285645,0.00022315816022455692,0.028922170400619507,-4.066323280334473,4.799947738647461,4.80111026763916,27.953474,39.39858,26.98123,27.693521,27.36214,38.221222,3.221256,2.3624809
16000,0.10764619708061218,-5.091302871704102,0.23153582215309143,0.0005513292853720486,0.015271015465259552,0.03994449973106384,5.294185161590576,0.00014448314323090017,0.023081084713339806,-4.0314106941223145,5.016083717346191,5.012381553649902,27.9274,39.399727,26.946758,27.69512,27.332897,38.401207,3.5929673,0.5882913
17000,0.002705796854570508,-5.309025764465332,0.1831022948026657,0.0008393505704589188,0.030089786276221275,0.04634317010641098,4.131815433502197,0.00010551643208600581,0.018451232463121414,-3.92358136177063,5.1912736892700195,5.198008060455322,27.969618,39.410583,26.915415,27.707294,27.314503,38.58327,3.7127557,1.9633716
18000,0.21904124319553375,-5.321001052856445,0.14687389135360718,0.015779443085193634,0.029404059052467346,0.023156629875302315,2.528498649597168,0.0001834227005019784,0.014758548699319363,-3.9517836570739746,5.267218589782715,5.274822235107422,28.063856,39.379963,26.888935,27.720413,27.314302,38.713047,3.378011,2.9007063
19000,0.0015102144097909331,-5.284174919128418,0.11695078015327454,0.0004978845827281475,0.0278024859726429,0.03418434411287308,1.7103500366210938,0.00040383305167779326,0.011806979775428772,-3.905224323272705,5.242338180541992,5.244236946105957,28.212418,39.35085,26.871029,27.766855,27.348589,38.790546,4.179883,3.3210495
20000,0.0044851601123809814,-5.229177474975586,0.09226119518280029,0.0009204292437061667,0.04213975369930267,0.04932541027665138,0.9476332664489746,0.0006042866734787822,0.009457890875637531,-3.754944324493408,5.201445579528809,5.2083940505981445,28.276117,39.285786,26.860504,27.86196,27.395657,38.966675,3.5603287,3.5280914
21000,0.0011900472454726696,-5.116898059844971,0.0748094916343689,0.000720202166121453,0.055355917662382126,0.04531187564134598,0.7646352648735046,0.0007027528481557965,0.007574672810733318,-3.876267433166504,5.091872215270996,5.092325210571289,28.33582,39.266785,26.887142,28.001118,27.45202,39.12507,3.9912453,3.5272014
