Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Loss_representation,Loss/Loss_actor_transfer,Loss/State_matching_loss,Loss/Action_matching_loss,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Norm/rep_model,Eval/Return,Eval/Return_e2
11000,0.004357668571174145,-2.1729750633239746,0.7596362829208374,0.0006008578930050135,0.00610788818448782,0.042955368757247925,0.04867859184741974,0.5425742864608765,1.0181524753570557,1.0206130743026733,0.07533830404281616,-4.083002090454102,1.8477842807769775,1.846611499786377,28.025799,39.646385,27.232458,27.754921,27.446262,36.62589,1.8179266,0.5289499
12000,0.0016350361984223127,-3.2837040424346924,0.5883634686470032,0.00042437511729076505,0.010071825236082077,0.032792218029499054,0.052288345992565155,0.3729982078075409,1.0287867784500122,1.0327157974243164,0.05832558870315552,-4.0875701904296875,3.042513370513916,3.0436487197875977,28.011591,39.774178,27.063826,27.94412,27.371147,36.645657,3.0742466,1.1171072
13000,0.0034410906955599785,-4.054539203643799,0.4627982974052429,0.004686552565544844,0.015839966014027596,0.03175271674990654,0.042106688022613525,0.34934890270233154,1.0432298183441162,1.0462123155593872,0.04583596810698509,-4.096837043762207,3.88450288772583,3.8832902908325195,27.996372,39.830296,26.941103,28.094051,27.287527,36.73938,3.0872185,1.5614237
14000,0.0012089613592252135,-4.593968391418457,0.36484187841415405,0.0007129127625375986,0.025972962379455566,0.05391988530755043,0.032642923295497894,0.3193758726119995,1.0546894073486328,1.0588710308074951,0.03632082790136337,-4.044977188110352,4.450883388519287,4.45045804977417,27.990555,39.85301,26.850595,28.24126,27.238035,36.84748,2.8302915,2.2080715
15000,0.0036699986085295677,-4.985231399536133,0.29212191700935364,0.005104905925691128,0.056839048862457275,0.0363650768995285,0.03263094276189804,0.31131094694137573,1.0629750490188599,1.0740528106689453,0.028912324458360672,-4.103715419769287,4.808804988861084,4.807963848114014,27.993246,39.861324,26.856783,28.365442,27.304407,36.97715,2.6599326,4.3454475
16000,0.0014272358966991305,-5.152587890625,0.23198361694812775,0.0008290993282571435,0.08432882279157639,0.06541980803012848,0.030074957758188248,0.26800215244293213,1.0714659690856934,1.079552412033081,0.02306845784187317,-4.056312084197998,5.069735527038574,5.07211446762085,28.00298,39.878227,26.8589,28.492191,27.435474,37.16735,3.3647592,4.2976317
17000,0.0027695423923432827,-5.275599956512451,0.18545489013195038,0.0007243998115882277,0.09980810433626175,0.04843819886445999,0.03211413696408272,0.29614782333374023,1.0863125324249268,1.0890355110168457,0.018430327996611595,-4.062484264373779,5.180603981018066,5.180224895477295,28.025417,39.879726,26.84424,28.586552,27.549732,37.331947,3.9141693,4.959933
18000,0.005753980949521065,-5.314031600952148,0.1473035216331482,0.009637589566409588,0.11901237815618515,0.053145214915275574,0.04102190583944321,0.2582991421222687,1.0959877967834473,1.0952014923095703,0.014737345278263092,-3.9952540397644043,5.25141716003418,5.25028133392334,28.072918,39.881065,26.834797,28.679943,27.676958,37.520493,4.1302905,6.429994
19000,0.0022907480597496033,-5.312305450439453,0.11764208972454071,0.005477369297295809,0.05610574781894684,0.04607522487640381,0.04010635241866112,0.2242632359266281,1.1117544174194336,1.1108978986740112,0.0117909274995327,-3.977339744567871,5.249290466308594,5.248627662658691,28.148558,39.874893,26.831738,28.772108,27.772362,37.637222,4.577068,6.7479296
20000,0.0013292166404426098,-5.228214263916016,0.09267488121986389,0.00588279077783227,0.13275431096553802,0.03982085362076759,0.04029557853937149,0.2225584238767624,1.121368646621704,1.133026361465454,0.009446307085454464,-3.810699462890625,5.20166015625,5.202037811279297,28.295753,39.88527,26.843555,28.852718,27.85678,37.817146,3.7044084,7.599122
