Train/Steps,Loss/Loss_critic,Loss/Loss_abstract_critic,Loss/Loss_lax_bisimulation,Loss/Loss_transition,Loss/Loss_reward,Loss/Loss_actor,DHPG/Q_actual_mean,DHPG/Q_abstract_mean,DHPG/Value_equivalence,Norm/actor_model,Norm/critic_model,Norm/abstract_critic_model,Norm/state_encoder_model,Norm/action_encoder_model,Eval/Return
136192,5.811766072838509e-07,0.00020271140965633094,1.5615496635437012,0.7746505737304688,8.559480193071067e-06,0.2821390628814697,0.026995817199349403,-0.31023526191711426,0.3372538089752197,19.394026,16.486708,19.096178,43.180298,35.903263,0.0
264192,4.6596220215633366e-08,5.361237072065705e-07,0.5704604387283325,0.7468991279602051,5.488163257183487e-10,0.15701279044151306,0.014546854421496391,-0.17150861024856567,0.18586465716362,19.393414,16.389008,19.360191,50.954098,42.736618,0.0
392192,4.840476020007145e-09,8.961046127353711e-09,0.5614567995071411,0.6831835508346558,4.551051376033843e-12,0.08562548458576202,0.007855444215238094,-0.09344816952943802,0.10126793384552002,19.386496,16.335978,19.386711,64.8126,48.269188,0.0
520192,0.0008574824314564466,0.02494600974023342,0.8170315027236938,1.1852483749389648,0.018136920407414436,-0.5977087616920471,0.09396941214799881,0.380659282207489,0.38559582829475403,22.95024,21.918303,22.995953,79.88038,54.004635,0.0
648192,0.10781985521316528,0.10641539096832275,0.9081853628158569,1.4957633018493652,0.015272571705281734,-1.2889920473098755,0.595409095287323,1.1039880514144897,0.5450465083122253,22.94995,31.500538,27.377407,92.17727,59.194813,0.0
776192,0.18242090940475464,0.1333729475736618,1.805478572845459,1.7572021484375,0.012030291371047497,-1.9654381275177002,0.5053552985191345,1.735091209411621,1.2333528995513916,22.949886,38.388256,29.889946,102.48476,63.268852,0.0
904192,0.21466538310050964,0.14987248182296753,0.7372644543647766,1.749382734298706,0.00011952791101066396,-1.2886080741882324,0.7916801571846008,0.8598679900169373,0.2784285545349121,22.949884,43.781597,30.924463,108.742294,66.38273,0.0
1032192,0.001307280152104795,0.1386779397726059,0.699094295501709,0.4864998161792755,4.287348565412685e-05,-1.0243371725082397,0.6374021172523499,0.7772358655929565,0.8454100489616394,22.949884,47.6077,32.265503,114.48579,69.87794,0.0
1160192,0.6277621984481812,0.0892481803894043,1.8844718933105469,1.9302349090576172,0.00012739363592118025,-1.6255377531051636,0.9159477949142456,1.0460225343704224,0.7333673238754272,22.949884,50.850063,33.42473,119.45121,72.92951,0.0
1288192,0.023714009672403336,1.0502554178237915,2.0033135414123535,2.0531342029571533,0.000486350676510483,-2.923506259918213,1.1432747840881348,2.9708094596862793,1.8128091096878052,22.949884,53.65886,33.54524,122.885864,75.46322,0.0
1416192,0.002918649697676301,0.013058537617325783,0.7342374324798584,1.9448697566986084,1.2252625310793519e-05,-2.5166680812835693,0.35981225967407227,0.8311315774917603,0.5031918287277222,22.949884,56.035748,34.41522,126.99669,77.90683,0.0
