Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Loss_representation,Analysis/Val_diff,Analysis/SA_diff,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Norm/rep_model,Eval/Return
11000,0.0013048902619630098,-2.161661148071289,0.7573214769363403,0.00018542123143561184,0.0001425696536898613,0.026347853243350983,0.03264273,0.04288549721240997,1.0009983777999878,0.07533907145261765,-4.0521745681762695,1.8535172939300537,1.8545531034469604,27.702797,39.587498,27.551771,27.69809,27.403666,32.591312,1.0468801
12000,0.0006248154677450657,-3.2415969371795654,0.5897184014320374,0.00014648557407781482,0.00047550396993756294,0.021236034110188484,0.02751594,0.010786120779812336,1.00706946849823,0.058322932571172714,-4.111261367797852,3.0088729858398438,3.008378028869629,27.676754,39.598454,27.516176,27.73617,27.337147,32.617657,2.5284982
13000,0.0008118563564494252,-4.015899658203125,0.4623934030532837,0.00010989527800120413,0.000755280489102006,0.019040975719690323,0.02489131,0.012358943931758404,0.9950906038284302,0.045831870287656784,-4.088904857635498,3.825147867202759,3.8244171142578125,27.664007,39.571968,27.46828,27.741154,27.256891,32.660328,3.0973213
14000,0.03133854269981384,-4.586852073669434,0.36597445607185364,0.00206662411801517,0.001556691713631153,0.007740840315818787,0.037252445,0.023344704881310463,1.023128867149353,0.036314480006694794,-4.077920913696289,4.43599271774292,4.437461853027344,27.660852,39.544075,27.39666,27.706127,27.243944,32.7353,3.7041848
15000,0.0005202910397201777,-4.977593421936035,0.29119715094566345,0.00011037447256967425,0.0030803352128714323,0.020687788724899292,0.02336952,0.024582337588071823,0.9955067038536072,0.028902310878038406,-4.075220584869385,4.859138011932373,4.861547946929932,27.668095,39.523846,27.33163,27.707226,27.227108,32.845932,3.8458946
16000,0.037089742720127106,-5.207098007202148,0.2324804663658142,0.0020226461347192526,0.0033368957228958607,0.007603916339576244,0.025949981,0.021523544564843178,0.9946579933166504,0.02305721491575241,-4.082764625549316,5.14152193069458,5.140486717224121,27.684502,39.53697,27.281599,27.724337,27.206982,32.97486,3.6038876
17000,0.00057559076230973,-5.373298168182373,0.18569478392601013,6.720151577610523e-05,0.004154573194682598,0.01546354591846466,0.027163906,0.028058219701051712,0.9985132813453674,0.018418194726109505,-4.0821380615234375,5.279514312744141,5.279453277587891,27.711721,39.59716,27.235931,27.738792,27.18941,33.122566,3.494969
18000,0.000545463350135833,-5.4101786613464355,0.1482878178358078,5.77792088733986e-05,0.0037516795564442873,0.011476871557533741,0.01816092,0.03622293099761009,0.99613356590271,0.014723789878189564,-4.07130765914917,5.347529411315918,5.348543167114258,27.74968,39.666096,27.213837,27.743872,27.192764,33.277485,3.4091244
19000,0.0007210180629044771,-5.382240295410156,0.11804593354463577,4.950841685058549e-05,0.004187014419585466,0.012103314511477947,0.0193396,0.06607432663440704,0.9861230850219727,0.011777885258197784,-4.022676467895508,5.345047950744629,5.3423638343811035,27.80093,39.756256,27.206554,27.743332,27.199556,33.44394,3.9366086
20000,0.0009622980724088848,-5.352827548980713,0.09336719661951065,4.015839658677578e-05,0.00456017954275012,0.027025442570447922,0.016115692,0.05925251543521881,0.9900919198989868,0.009432309307157993,-3.8986568450927734,5.310728549957275,5.312592029571533,27.870298,39.88707,27.21253,27.74014,27.205854,33.615376,3.3327286
