Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Loss_representation,Analysis/Val_diff,Analysis/SA_diff,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Norm/rep_model,Eval/Return
641000,0.0015140522737056017,-2.4252395629882812,0.008519237861037254,0.00020219867292325944,0.0008098365506157279,0.006474434398114681,0.010220905,0.11982493847608566,0.6733960509300232,0.0020133911166340113,1.7687121629714966,2.418823003768921,2.417071580886841,25.738241,48.25831,34.533085,33.233444,37.442223,32.496326,14.184221
642000,0.002749964827671647,-3.070650577545166,8.031923061935231e-05,0.0008946057059802115,0.004635145887732506,0.016629111021757126,0.011569386,0.1762748658657074,0.6799180507659912,0.0010631055338308215,5.924448490142822,3.03001070022583,3.030538558959961,35.56958,56.53082,39.319534,41.78594,49.001602,44.162262,34.42253
643000,0.024301603436470032,-4.7631378173828125,-0.00011100810661446303,0.006023519206792116,0.01818368211388588,0.008975871838629246,0.018190864,0.5021831393241882,0.7427881956100464,0.002507117111235857,6.044277191162109,4.652716636657715,4.651460647583008,49.628105,65.31982,47.406937,53.773365,61.07879,57.019176,15.02762
644000,0.019084807485342026,-7.044765949249268,-0.0022062009666115046,0.002214033855125308,0.008361998945474625,0.008748224936425686,0.023692627,2.180811643600464,0.7949885129928589,0.0033981159795075655,6.649242401123047,6.938920974731445,6.936870574951172,60.540897,73.46775,54.504353,64.24384,71.85748,67.22145,36.118053
645000,0.06562374532222748,-9.560047149658203,0.00038241123547777534,0.0038543008267879486,0.014865007251501083,0.02175205759704113,0.030051474,1.8869816064834595,0.9310901165008545,0.003312233369797468,5.884545803070068,9.442278861999512,9.438499450683594,68.69508,81.19477,60.285336,73.39739,80.45988,74.99097,187.44872
646000,0.0767391100525856,-12.300960540771484,-0.0008177859126590192,0.007228897884488106,0.012858301401138306,0.020188964903354645,0.035134617,8.361332893371582,1.3738174438476562,0.003171642543748021,6.257843017578125,12.15750503540039,12.159871101379395,75.483604,87.64028,66.44613,82.62337,89.328094,82.440605,47.532864
647000,0.030073238536715508,-14.806313514709473,0.001968232449144125,0.011189823970198631,0.011259973049163818,0.025721687823534012,0.027050778,9.58769702911377,2.1269280910491943,0.0033916588872671127,5.419684410095215,14.667302131652832,14.67218017578125,82.75168,93.920494,72.326195,91.802956,97.824394,88.77193,278.49527
648000,0.2679867446422577,-18.59856605529785,7.313771493500099e-05,0.02266034297645092,0.011994969099760056,0.033314600586891174,0.038259797,5.368006229400635,1.125046968460083,0.0037344396114349365,5.980415344238281,18.441173553466797,18.442020416259766,89.87968,99.421364,77.17305,99.35371,106.56739,94.46804,369.181
649000,0.11164181679487228,-21.844642639160156,-0.0006565026124008,0.02306041121482849,0.015315662138164043,0.03272658586502075,0.04544867,14.338587760925293,2.1269280910491943,0.0037199868820607662,6.176479816436768,21.664207458496094,21.668169021606445,95.94667,104.59765,81.97927,105.54825,114.85494,99.579025,414.77805
650000,0.21621441841125488,-25.196983337402344,-9.615298949938733e-06,0.03476764261722565,0.01534387655556202,0.03829065337777138,0.04056581,21.269794464111328,1.2322041988372803,0.004264060873538256,6.002254962921143,25.029115676879883,25.02383804321289,101.12839,109.50248,86.56908,111.041985,123.18509,104.31677,477.91122
