Train/Steps,Loss/Loss_critic,Loss/Loss_abstract_critic,Loss/Loss_lax_bisimulation,Loss/Loss_transition,Loss/Loss_reward,Loss/Loss_actor,DHPG/Q_actual_mean,DHPG/Q_abstract_mean,DHPG/Value_equivalence,Norm/actor_model,Norm/critic_model,Norm/abstract_critic_model,Norm/state_encoder_model,Norm/action_encoder_model,Eval/Return
136192,0.0007422087946906686,0.0008425101405009627,0.2077605426311493,0.821264386177063,7.46703808545135e-05,0.35093599557876587,0.10168386995792389,-0.44205760955810547,0.5482162833213806,28.378538,22.16677,18.982843,53.20262,40.037815,0.09489713609218597
264192,0.0013023533392697573,0.0060035246424376965,0.1284298598766327,0.5431068539619446,0.0024935156106948853,0.0799720510840416,0.05699130892753601,-0.1679769605398178,0.225222647190094,36.52468,29.599787,21.540895,79.9425,51.459114,0.17491695284843445
392192,0.0008771388093009591,0.00010618797386996448,1.2948393821716309,1.510553002357483,4.958912541042082e-05,-0.03808114305138588,0.03841050714254379,-0.003995748236775398,0.090229332447052,42.12042,35.13535,24.172724,99.51913,59.62953,0.8761781454086304
520192,0.00017777609173208475,0.00042143528116866946,0.423530638217926,1.0015435218811035,3.261036908952519e-05,-0.1767384558916092,0.027836786583065987,0.13622283935546875,0.11166460812091827,47.11244,39.27043,26.500574,110.02633,67.53591,0.42513352632522583
648192,0.0031669470481574535,0.002908993512392044,0.27560633420944214,0.4531465768814087,0.0002664785133674741,-0.18978601694107056,0.023227456957101822,0.13346830010414124,0.11099347472190857,51.30159,42.80664,28.682568,121.77069,74.98186,0.8640197515487671
776192,0.002527257427573204,0.004774193745106459,0.23908287286758423,0.650155782699585,0.00013651092012878507,-0.1157638281583786,0.04136646166443825,0.10573883354663849,0.07467791438102722,54.550476,46.055027,30.947363,133.47356,82.06661,0.7120641469955444
904192,0.0018155789002776146,0.00046883884351700544,0.2830545902252197,0.8414082527160645,3.7343022995628417e-05,-0.17787177860736847,0.09470567107200623,0.0691392570734024,0.07118673622608185,57.544346,48.855946,32.84999,144.80382,88.73145,4.102510452270508
1032192,0.005271571688354015,0.001431580982170999,0.26457494497299194,0.7671430706977844,0.0002188517537433654,-0.6467546224594116,0.4295777976512909,0.17670267820358276,0.2523757219314575,62.188133,51.668907,35.347343,154.61984,95.14276,6.412903308868408
1160192,0.0069889286532998085,0.006277523003518581,0.45719629526138306,1.268945336341858,0.004062311258167028,-0.9264270067214966,0.6636244654655457,0.25704020261764526,0.42893704771995544,66.12239,54.21381,36.722725,164.94412,101.404686,19.27692985534668
1288192,0.012746825814247131,0.016823135316371918,0.45971888303756714,1.3456251621246338,0.005521714221686125,-1.4713261127471924,1.0325634479522705,0.4019787609577179,0.7002074718475342,69.19861,56.581455,38.329376,172.25586,106.81857,31.13123893737793
1416192,0.016875315457582474,0.045684076845645905,0.41174840927124023,1.0885919332504272,0.00704821664839983,-2.071181297302246,1.4260562658309937,0.6366703510284424,0.8668216466903687,72.11526,59.054726,41.3251,179.13414,112.68744,30.214664459228516
1544192,0.01098770834505558,0.018326854333281517,0.42954516410827637,1.2494968175888062,0.004003098234534264,-2.357574462890625,1.6839655637741089,0.6225560307502747,1.1683948040008545,75.262985,61.324978,43.588924,186.15709,118.63915,41.81280517578125
1672192,0.04539383575320244,0.023659083992242813,0.25414079427719116,1.1035523414611816,0.010143090039491653,-2.846360206604004,2.1280434131622314,0.80922931432724,1.4933077096939087,77.985176,63.744198,45.61092,191.79735,124.89005,39.613685607910156
1800192,0.020675888285040855,0.059884488582611084,0.39062127470970154,1.0691053867340088,0.014309938997030258,-3.5168275833129883,2.7197318077087402,0.9297808408737183,1.9622769355773926,80.86472,65.90424,48.389927,197.93039,130.49521,63.01164627075195
1928192,0.077166348695755,0.044564299285411835,0.35736384987831116,1.075684905052185,0.005257746670395136,-5.580509185791016,4.204294204711914,1.0331556797027588,3.3085131645202637,83.54251,67.95245,51.889385,203.7431,136.0154,77.30458068847656
2056192,0.049957022070884705,0.027470292523503304,0.5110139846801758,1.3411624431610107,0.004601651802659035,-6.963326454162598,5.6785888671875,1.129631519317627,4.775120735168457,85.879486,69.879,54.600224,207.92981,141.63448,108.89080810546875
2184192,0.06804337352514267,0.05925660580396652,0.7048320174217224,1.6093802452087402,0.049244225025177,-8.512187957763672,7.128868579864502,1.2047765254974365,6.121537685394287,88.28188,71.705414,57.17742,212.6634,147.13934,121.83096313476562
2312192,0.06170930340886116,0.046217210590839386,0.3491336703300476,1.4508275985717773,0.017197519540786743,-9.895992279052734,8.111918449401855,1.471031904220581,6.928248405456543,90.882835,73.410515,60.17228,216.10674,152.15408,128.8252410888672
2440192,0.04789698123931885,0.057963669300079346,0.41548821330070496,1.1333916187286377,0.015639128163456917,-11.068202018737793,8.678794860839844,1.6837011575698853,7.4268903732299805,93.21059,75.21572,62.66705,219.64406,157.22855,133.73130798339844
2568192,0.10825182497501373,0.19916611909866333,0.8371511697769165,1.3656728267669678,0.016946205869317055,-12.880999565124512,9.439186096191406,3.277851104736328,6.75874137878418,95.5039,76.99159,65.99072,222.84363,162.2186,130.48109436035156
2696192,0.04801800474524498,0.09706728905439377,0.5676270723342896,1.3537200689315796,0.013459009118378162,-13.286336898803711,10.25285816192627,2.8888416290283203,7.813165187835693,97.80043,78.68431,68.09538,226.32123,166.90562,135.24859619140625
2824192,0.052102915942668915,0.1557902991771698,0.5281414985656738,1.4064277410507202,0.01908132992684841,-13.939943313598633,10.430778503417969,3.333944797515869,7.927292823791504,99.9349,80.312004,70.36228,229.20908,171.64972,147.400390625
2952192,0.04692334681749344,0.15914833545684814,0.8742420673370361,1.6119853258132935,0.03229027986526489,-14.294093132019043,11.135608673095703,2.78530216217041,8.697722434997559,102.09573,82.106865,72.67213,231.83626,176.47975,158.17723083496094
3080192,0.0784587562084198,0.09802202135324478,1.031567096710205,1.549984097480774,0.054712727665901184,-14.718605041503906,11.472389221191406,3.0336828231811523,8.87855052947998,104.3928,83.81431,74.24696,234.1303,181.0154,165.64505004882812
3208192,0.05983123183250427,0.06805624067783356,0.6760199666023254,1.3181034326553345,0.018560681492090225,-15.859488487243652,12.061775207519531,3.2707343101501465,9.175156593322754,106.70416,85.465034,76.13208,236.69489,185.61972,143.6977996826172
3336192,0.0765659436583519,0.11555681377649307,0.8565337061882019,1.7014013528823853,0.044169679284095764,-16.50941276550293,12.401077270507812,3.6789937019348145,9.230100631713867,108.914246,87.0683,78.18495,238.95836,190.1172,174.2836456298828
3464192,0.09515918046236038,0.15671703219413757,1.0102497339248657,1.3254082202911377,0.026492435485124588,-17.281463623046875,13.343076705932617,4.1343183517456055,9.63145637512207,111.125404,88.81503,80.168564,240.63667,194.61441,182.67861938476562
3592192,0.060831379145383835,0.45279791951179504,1.0555987358093262,1.606941819190979,0.034063294529914856,-17.79684066772461,13.705808639526367,4.418460369110107,9.93487548828125,113.26488,90.54708,81.86962,242.33037,198.29115,188.0218048095703
3720192,0.04520757123827934,0.13146916031837463,0.958754301071167,1.5900604724884033,0.030061893165111542,-18.684999465942383,14.170047760009766,4.487344741821289,10.171059608459473,115.31922,92.229485,84.90763,244.2291,202.67001,188.17080688476562
3848192,0.07162529975175858,0.9491422176361084,1.2337493896484375,1.6632424592971802,0.05061936378479004,-19.166852951049805,14.885639190673828,4.36016321182251,10.93909740447998,117.38489,93.85492,87.32509,246.58798,207.09248,183.50445556640625
3976192,0.06162794679403305,0.23898756504058838,0.6641671061515808,1.6377791166305542,0.04861587658524513,-19.97113609313965,14.716767311096191,4.706711769104004,10.776613235473633,119.278534,95.43306,89.25528,248.42812,211.04802,189.3560333251953
4104192,0.06273305416107178,0.3106088638305664,1.1984641551971436,1.3423371315002441,0.02647171914577484,-21.620712280273438,15.258329391479492,5.581127166748047,10.146553993225098,121.23487,96.89502,91.469055,250.20871,215.32933,194.99136352539062
4232192,0.10906536877155304,0.2841029167175293,1.1893162727355957,1.5494320392608643,0.040686726570129395,-22.463333129882812,15.519795417785645,6.370731353759766,9.853281021118164,123.00973,98.320946,93.645615,251.71031,219.02576,198.2825927734375
