Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Act_rep_loss,Loss/Critic_rep_loss,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Metric/self_state_distance,Metric/cross_state_distance,Metric/self_state_action_distance,Metric/cross_state_action_distance,Metric/avg_self_state_asymmetry,Metric/avg_cross_state_asymmetry,Metric/avg_self_sa_asymmetry,Metric/avg_cross_sa_asymmetry,Metric/self_state_action_to_state_distance,Metric/cross_state_action_to_state_distance,Metric/h_lambda_diff_self,Metric/h_lambda_diff_cross,Eval/Return
136192,1.2725448608398438,-16.411998748779297,-0.007044934667646885,2.2664787769317627,0.9325708746910095,0.0052885375916957855,0.028101855888962746,21.717357635498047,0.01497770007699728,1.515368103981018,16.195253372192383,16.256711959838867,52.35275,94.501595,29.230011,30.728685,29.058672,0.012781724333763123,2.011937379837036,0.03340907022356987,2.876258373260498,0.0,0.04938430339097977,0.0,0.04869706928730011,0.018537236377596855,2.881052017211914,0.021965406835079193,0.07755617797374725,262.8984375
264192,1.2586266994476318,-26.525283813476562,0.0020158132538199425,2.5530662536621094,0.7630426287651062,0.004262864589691162,0.03128441050648689,32.923194885253906,0.01959986984729767,0.7431844472885132,26.515380859375,26.552303314208984,67.16474,121.424286,31.56736,40.881603,30.615128,0.010038684122264385,2.053196430206299,0.0267912857234478,2.974973440170288,0.0,0.023099781945347786,0.0,0.04181939363479614,0.011183645576238632,2.8828487396240234,0.02176736295223236,0.11312764883041382,374.734375
392192,1.3605622053146362,-31.269977569580078,-0.0004022133070975542,2.5165414810180664,0.9084060788154602,0.002964771818369627,0.038016822189092636,37.12185287475586,0.017455974593758583,0.8786402940750122,31.202760696411133,31.209823608398438,77.938705,145.17198,34.53112,48.83118,32.95483,0.006874006241559982,2.1552319526672363,0.015716178342700005,3.0777065753936768,0.0,0.023051191121339798,0.0,0.04983663186430931,0.006586158648133278,3.0303096771240234,0.01010977290570736,0.06016478314995766,418.3828125
520192,0.9618972539901733,-36.82927703857422,-0.002211569808423519,2.7411608695983887,1.2528576850891113,0.00453525735065341,0.02008773945271969,40.808746337890625,0.019871510565280914,1.1275885105133057,36.799781799316406,36.87397766113281,86.37543,160.23602,37.40684,53.656532,35.891327,0.007636108435690403,2.365015983581543,0.07584481686353683,3.385378360748291,0.0,0.01954154297709465,0.0,0.04265991970896721,0.012581706047058105,3.229759693145752,0.06570335477590561,0.16618259251117706,471.515625
648192,1.9618595838546753,-39.55096435546875,0.005116797052323818,3.111795425415039,1.3547066450119019,0.0024301628582179546,0.020115971565246582,43.624847412109375,0.026991670951247215,0.6025960445404053,39.42890167236328,39.59440612792969,93.27689,173.68208,40.63517,59.30598,39.183727,0.0015660333447158337,2.5009756088256836,0.015961749479174614,3.498070240020752,0.0,0.0186070017516613,0.0,0.07797527313232422,0.005077000707387924,3.4829776287078857,0.015478786081075668,0.0507403165102005,470.453125
776192,0.3385070264339447,-46.85334014892578,-0.0021515998523682356,2.9926388263702393,1.3724128007888794,0.004023565910756588,0.01953764259815216,39.94770431518555,0.0262567400932312,1.0102866888046265,46.690364837646484,46.93657684326172,99.963196,187.1573,44.143963,63.636154,42.863457,0.0018848442705348134,2.419834613800049,0.010850952938199043,3.385317087173462,0.0,0.019091615453362465,0.0,0.06861308217048645,0.004160556010901928,3.276309013366699,0.007242798805236816,0.12255828827619553,480.421875
904192,0.5558140277862549,-47.1954345703125,0.0024396900553256273,3.2857367992401123,1.3689223527908325,0.002739738905802369,0.01518663577735424,41.534507751464844,0.024524036794900894,0.9405824542045593,47.233890533447266,47.1373291015625,106.13477,197.59271,47.40748,67.40675,46.21332,0.0017162773292511702,2.4677395820617676,0.010801445692777634,3.568387985229492,0.0,0.05932575464248657,0.0,0.033654842525720596,0.010027743875980377,3.5933773517608643,0.007026231847703457,0.057706069201231,599.734375
1032192,1.3969950675964355,-50.59853744506836,0.0017369916895404458,3.2933449745178223,1.2838746309280396,0.003535306779667735,0.01462884247303009,41.741050720214844,0.022034546360373497,1.0250508785247803,50.599449157714844,50.582298278808594,111.96502,207.60295,50.766644,71.039154,49.40006,0.001735510304570198,2.496748447418213,0.018401645123958588,3.6088767051696777,0.0,0.04345531016588211,0.0,0.053293466567993164,0.005045430734753609,3.6217942237854004,0.015423600561916828,0.06565778702497482,654.6328125
1160192,0.654807448387146,-52.87410354614258,0.003303209785372019,3.014935255050659,1.2308979034423828,0.0034538826439529657,0.015264010056853294,40.19831466674805,0.021483100950717926,0.9143222570419312,52.774169921875,52.8531379699707,117.30662,216.63237,54.110302,73.99858,52.7694,0.006380249746143818,2.351104974746704,0.00899496115744114,3.52683162689209,0.0,0.024184122681617737,0.0,0.04007941856980324,0.011648166924715042,3.526233196258545,0.00796455703675747,0.059597354382276535,545.921875
1288192,0.8041709661483765,-54.552467346191406,-0.006064831279218197,3.3230245113372803,1.2306058406829834,0.005118673201650381,0.0217002984136343,42.58953094482422,0.021293440833687782,1.2694423198699951,54.5501708984375,54.5595817565918,121.98944,227.74095,57.49744,77.52663,55.918537,0.005027055740356445,2.6297664642333984,0.018520142883062363,3.716667652130127,0.0,0.016498496755957603,0.0,0.057747289538383484,0.006080539431422949,3.6484687328338623,0.01287288311868906,0.10160909593105316,609.0546875
1416192,0.5282131433486938,-56.245880126953125,-0.0035855488386005163,3.2369184494018555,1.3535722494125366,0.002338691148906946,0.012733718380331993,42.75017166137695,0.022965209558606148,1.125614881515503,56.18217468261719,56.133995056152344,126.92921,241.10432,60.72254,81.85266,58.956665,0.005045813508331776,2.501856565475464,0.028944285586476326,3.608915328979492,0.0,0.0133055429905653,0.0,0.04153476655483246,0.008161664940416813,3.639695167541504,0.023931898176670074,0.05928562209010124,689.7421875
1544192,0.41219890117645264,-58.132896423339844,0.0004533364553935826,3.095381736755371,1.3835402727127075,0.0023826598189771175,0.012589266523718834,41.99350357055664,0.021594015881419182,0.8633655309677124,58.14219284057617,58.1014404296875,131.79121,253.8914,64.17195,85.55691,61.40001,0.003330166917294264,2.473607301712036,0.011258313432335854,3.610767126083374,0.0,0.03404519334435463,0.0,0.03813701495528221,0.005187430419027805,3.626798629760742,0.008308770135045052,0.06083889305591583,712.8125
1672192,0.8651265501976013,-57.5892333984375,0.0008703842759132385,3.3110835552215576,1.4197978973388672,0.0025129143614321947,0.009911973029375076,41.357173919677734,0.019540369510650635,1.0106759071350098,57.389366149902344,57.41383361816406,136.59303,265.2421,67.42452,88.66879,64.85941,0.005773741751909256,2.527996301651001,0.01581939309835434,3.7806429862976074,0.0,0.016170747578144073,0.0,0.044490694999694824,0.0035238871350884438,3.74660587310791,0.015586860477924347,0.06473077833652496,650.2421875
1800192,0.8115261793136597,-61.028533935546875,0.004836351610720158,3.284247398376465,1.4675345420837402,0.0036311664152890444,0.017635658383369446,43.30379104614258,0.01799515075981617,0.7209771871566772,60.91717529296875,61.058074951171875,141.2094,275.23608,70.5324,92.35946,67.90079,0.010340072214603424,2.5644407272338867,0.004513993393629789,3.790102481842041,0.0,0.018416522070765495,0.0,0.03727992996573448,0.006026523187756538,3.744959831237793,0.004870998673141003,0.0787782147526741,654.46875
