Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_mico,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,MICo/Online_dist,MICo/Target_dist,MICo/Norm_term,MICo/Angle_term,MICo/Rep_sq_norm,MICo/Grad_ratio,Norm/actor_model,Norm/critic_model,Norm/state_encoder_model,Norm/actor_head_model,Eval/Return
136192,0.0013066049432381988,-0.1404794454574585,0.01746802031993866,0.01461201161146164,0.014729766175150871,-0.6581137776374817,0.1384987235069275,0.14342176914215088,5.927388668060303,5.949077129364014,5.851283073425293,0.07610554993152618,5.851283073425293,0.09086427837610245,26.33463,49.42105,12.531929,12.051036,0.359375
264192,0.006468438543379307,-0.14882293343544006,0.002528561046347022,0.01128560770303011,0.0024981314782053232,-0.5175309777259827,0.14825168251991272,0.15300233662128448,1.9155265092849731,1.8860101699829102,1.8557775020599365,0.05974908918142319,1.855777382850647,0.030987372621893883,33.38459,53.253006,18.791681,17.429102,0.5078125
392192,9.588237844582181e-06,-0.004374917596578598,0.00042000721441581845,0.0006631858414039016,0.00044997184886597097,-0.4509603679180145,0.005200707353651524,0.005012668669223785,0.8627299666404724,0.8814871311187744,0.8096522688865662,0.05307764559984207,0.8096522688865662,0.32367971539497375,42.477158,56.345722,25.290073,24.980223,0.546875
520192,7.431290578097105e-05,-0.019134823232889175,0.00012564161443151534,0.010221609845757484,0.0001366077922284603,-0.4139891266822815,0.020203862339258194,0.0221047755330801,0.6386607885360718,0.6253477334976196,0.584551215171814,0.05410953611135483,0.584551215171814,0.028701554983854294,50.007954,59.944977,31.599478,32.4568,0.5859375
648192,1.8876891772379167e-05,-0.005297115538269281,6.219468923518434e-05,0.0004026524256914854,0.00015954780974425375,0.13452951610088348,0.009147975593805313,0.005016244016587734,0.5076578855514526,0.5104573965072632,0.45676279067993164,0.0508950799703598,0.45676279067993164,0.03159931302070618,54.967293,63.12237,38.29181,37.491337,1.265625
776192,0.0001219998812302947,0.019646581262350082,-0.0002651191898621619,0.0004224021395202726,0.00018222270591650158,1.9792311191558838,-0.015168461948633194,-0.012743405997753143,0.5426142811775208,0.5366820096969604,0.49489468336105347,0.047719553112983704,0.49489468336105347,0.03155365586280823,58.87484,66.67222,44.080757,42.386887,1.234375
904192,0.0025705022271722555,-0.00241443095728755,0.00010443623614264652,0.00047378838644362986,0.0001800073659978807,-0.05516860634088516,0.002503429539501667,0.0037196329794824123,0.5207734704017639,0.5201454162597656,0.47246217727661133,0.048311300575733185,0.47246217727661133,0.00030442848219536245,61.489105,69.014755,50.25456,45.860813,0.2109375
1032192,0.01285973284393549,-0.05417579784989357,-4.958169301971793e-05,0.008127019740641117,0.00017687908257357776,0.7730980515480042,0.03812504559755325,0.03386338800191879,0.6111341714859009,0.6263594031333923,0.555748462677002,0.05538569390773773,0.555748462677002,0.0007223963621072471,64.70983,73.12042,57.735767,49.100094,0.0
1160192,0.01260045450180769,-0.0325612872838974,-0.0001516508054919541,0.016599692404270172,0.0001910825230879709,1.4297785758972168,0.02474942058324814,0.02785707265138626,0.6867873668670654,0.657802402973175,0.6282820701599121,0.058505311608314514,0.6282820701599121,0.0008625377668067813,67.86453,77.16498,63.76811,51.332336,3.2265625
1288192,0.031038517132401466,-0.0033215535804629326,4.668234760174528e-05,0.0019511198624968529,0.00015907030319795012,0.20196709036827087,0.005911908578127623,0.0033595776185393333,0.7385531663894653,0.7369605302810669,0.6741430759429932,0.06441007554531097,0.6741430759429932,0.00015833847282920033,70.83092,81.527885,68.282936,54.95258,2.53125
1416192,0.011380734853446484,-0.08326564729213715,3.243279206799343e-05,0.019701069220900536,0.00020660039444919676,0.4161355793476105,0.08303678035736084,0.08897892385721207,0.8354973196983337,0.8193557262420654,0.772120475769043,0.06337683647871017,0.772120475769043,0.001007242244668305,74.13768,86.78549,72.414276,56.511833,2.3984375
1544192,0.00018767407163977623,0.006160260643810034,7.150360943342093e-07,0.00232206704095006,0.0002252217527711764,0.4379562735557556,-0.0012088785879313946,-0.007575042080134153,0.8207106590270996,0.7858323454856873,0.7481255531311035,0.07258519530296326,0.748125433921814,0.03973175212740898,76.98531,90.93464,75.79047,58.781063,1.3984375
1672192,0.003136381506919861,-0.02277781069278717,4.971481757820584e-05,0.010061071254312992,0.00015392719069495797,0.26157617568969727,0.028301263228058815,0.02295081876218319,0.777935266494751,0.7741982936859131,0.7092337012290955,0.06870155781507492,0.7092336416244507,0.0013166727731004357,79.89182,94.606346,78.727776,61.189693,0.2890625
1800192,0.0005815839977003634,-0.0389842689037323,-8.614745456725359e-05,0.010698853060603142,0.0002318037732038647,0.8525058031082153,0.03836655244231224,0.04272868484258652,0.7981525659561157,0.7814710140228271,0.7305182218551636,0.06763434410095215,0.7305181622505188,0.005129449535161257,82.879654,98.56413,81.369835,63.286415,0.0
1928192,0.042587798088788986,-0.06175567954778671,-7.304012979147956e-05,0.012751978822052479,0.00024763713008724153,0.8617429733276367,0.06575188040733337,0.06390009820461273,0.894361138343811,0.8315931558609009,0.8264005184173584,0.06796059757471085,0.8264005184173584,0.00147842220030725,85.69909,103.25899,84.36929,65.5946,0.109375
2056192,6.523325282614678e-05,0.01569337397813797,-0.00016628537559881806,0.0016525411047041416,0.00028367299819365144,1.0512652397155762,-0.014821660704910755,-0.013269391842186451,0.7772969007492065,0.766681969165802,0.7060254216194153,0.07127151638269424,0.7060254812240601,0.13954024016857147,88.40357,107.14798,87.12553,67.99585,4.828125
