Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Loss_representation,Loss/Loss_actor_transfer,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Norm/rep_model,Eval/Return,Eval/Return_e2
11000,0.002505917102098465,-2.16334867477417,0.7581823468208313,0.0008681026520207524,0.0018753253389149904,0.06390911340713501,5.10007381439209,1.027795433998108,0.07533877342939377,-4.063640594482422,1.8556057214736938,1.8600013256072998,36.460724,39.472294,27.289951,27.620548,27.464619,51.107506,1.4096841,0.6201441
12000,0.0016454386059194803,-3.28474760055542,0.5888527631759644,0.0005465259309858084,0.0036845551803708076,0.043568629771471024,5.03692102432251,1.04631507396698,0.05832269787788391,-4.09645938873291,3.0260133743286133,3.0269393920898438,36.506393,39.562508,27.116432,27.576685,27.351753,51.17969,2.897986,0.6348064
13000,0.0026175358798354864,-4.007977485656738,0.4610840976238251,0.004497254267334938,0.005744108930230141,0.029701732099056244,5.306379795074463,1.0682525634765625,0.04583219811320305,-4.06026554107666,3.843449115753174,3.843550205230713,36.50918,39.561863,27.003092,27.541893,27.256306,51.37257,3.0088902,0.6473211
14000,0.001344451680779457,-4.596706390380859,0.36593160033226013,0.004521198105067015,0.010869491845369339,0.02854703925549984,5.025358200073242,1.0825916528701782,0.03631802275776863,-4.0757575035095215,4.458167552947998,4.4579057693481445,36.49379,39.53432,26.934805,27.513416,27.185867,51.53047,2.8382266,0.659832
15000,0.001747829606756568,-4.959233283996582,0.2912517786026001,0.0005254413699731231,0.01189691387116909,0.03767281398177147,5.000422477722168,1.0969085693359375,0.02891358733177185,-4.073180198669434,4.8232245445251465,4.822567939758301,36.37767,39.478394,26.873634,27.47054,27.127851,51.762722,2.8125267,0.67234373
16000,0.03515138104557991,-5.129433631896973,0.23240911960601807,0.000635059317573905,0.014575423672795296,0.04261887073516846,5.020198822021484,1.1076581478118896,0.023070357739925385,-4.073927879333496,5.052247047424316,5.052996635437012,36.7507,39.469948,26.838154,27.437319,27.077322,51.993793,3.4037044,0.21866357
17000,0.0026325611397624016,-5.316793918609619,0.18453349173069,0.0006418452248908579,0.011786852031946182,0.039949771016836166,4.7203874588012695,1.1386866569519043,0.018437372520565987,-4.008664608001709,5.207345008850098,5.2069549560546875,36.781967,39.42467,26.808006,27.434944,27.04282,52.228474,3.799614,0.29301408
18000,0.00278673367574811,-5.337593078613281,0.14671295881271362,0.013953763991594315,0.01721947267651558,0.02257706969976425,4.744401454925537,1.1519323587417603,0.014749656431376934,-3.946873188018799,5.278183460235596,5.279392242431641,36.847496,39.361877,26.77693,27.465475,27.044352,52.395348,3.982824,0.3695143
19000,0.004616217687726021,-5.309311866760254,0.11465457081794739,0.000680263270623982,0.0126796280965209,0.05177655071020126,3.948223114013672,1.1742254495620728,0.011809635907411575,-3.7085607051849365,5.247397422790527,5.245904922485352,36.908596,39.273457,26.74811,27.47203,27.045118,52.66154,5.0670424,0.44600496
20000,0.005025497172027826,-5.263669490814209,0.09271398186683655,0.000561357184778899,0.016879305243492126,0.036311861127614975,3.8296334743499756,1.1997958421707153,0.009466707706451416,-3.793687343597412,5.225998878479004,5.226474761962891,37.013363,39.233967,26.743229,27.46946,27.03861,52.92458,5.058618,0.5268344
21000,0.001832272158935666,-5.161301612854004,0.07441471517086029,0.0006982279010117054,0.03130210563540459,0.04769941791892052,3.8345441818237305,1.2313157320022583,0.007585274055600166,-3.8104193210601807,5.128087997436523,5.12766170501709,37.856827,39.211975,26.742304,27.486246,27.033234,53.156933,4.768996,0.98947316
22000,0.0025005782954394817,-5.047307968139648,0.05758244916796684,0.00056030711857602,0.03367120772600174,0.044319141656160355,3.5546114444732666,1.2259362936019897,0.006081196013838053,-3.468935012817383,5.0144877433776855,5.0159993171691895,38.209496,39.210083,26.753378,27.511875,27.03548,53.410175,5.3909497,1.1459981
23000,0.19187209010124207,-4.892745018005371,0.043715156614780426,0.013004610314965248,0.031501226127147675,0.026429342105984688,3.643376111984253,1.2436327934265137,0.004883890505880117,-2.950887680053711,4.857067584991455,4.858020305633545,38.282578,39.221172,26.793137,27.52184,27.068884,53.601196,5.74473,1.0880677
24000,0.17462241649627686,-4.759355545043945,0.03571109473705292,0.012937965802848339,0.03574273735284805,0.03321104496717453,3.579925775527954,1.268533706665039,0.003936040680855513,-3.0728468894958496,4.7364068031311035,4.736606597900391,38.378815,39.256332,26.817919,27.54249,27.092007,53.82594,7.1444,1.0301508
