Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_mico,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,MICo/Online_dist,MICo/Target_dist,MICo/Norm_term,MICo/Angle_term,MICo/Rep_sq_norm,MICo/Grad_ratio,Norm/actor_model,Norm/critic_model,Norm/state_encoder_model,Norm/actor_head_model,Eval/Return
136192,2.682145118713379,-28.280677795410156,-0.0028839148581027985,0.9750867486000061,0.0349331796169281,1.047272801399231,28.018436431884766,28.015880584716797,27.19830894470215,27.619550704956055,27.065242767333984,0.1330668181180954,27.065242767333984,0.00031122067593969405,44.134575,65.74881,19.640556,21.269484,302.5078125
264192,2.003326416015625,-46.58081817626953,0.00025435752468183637,0.9897898435592651,0.02567150816321373,0.9481762051582336,46.281227111816406,46.381080627441406,31.140411376953125,31.657852172851562,31.010787963867188,0.12962284684181213,31.010787963867188,0.00019206949218641967,57.132862,84.18754,24.00211,24.825764,406.9765625
392192,4.625668525695801,-54.127960205078125,-0.002473326399922371,1.017284870147705,0.019075829535722733,1.0434907674789429,53.90365219116211,54.00138854980469,33.204124450683594,33.77546310424805,33.079490661621094,0.1246308833360672,33.079490661621094,3.344385913806036e-05,66.25776,95.77391,27.580853,27.700872,515.25
520192,1.2196780443191528,-61.84019470214844,0.002524584997445345,0.9863755702972412,0.01962117664515972,0.8161669969558716,61.69511032104492,61.71052932739258,34.90925598144531,35.24480438232422,34.79085159301758,0.11840631067752838,34.79085159301758,0.00014479555829893798,73.42964,104.27006,30.817896,30.116755,525.0546875
648192,6.5838847160339355,-61.720970153808594,0.0025954043958336115,1.0035309791564941,0.016291525214910507,0.8588371872901917,61.49602508544922,61.560184478759766,35.44487762451172,35.90907669067383,35.32515335083008,0.11972719430923462,35.32515335083008,3.621847281465307e-05,79.44296,111.05222,33.586807,32.316833,641.984375
776192,0.856650710105896,-66.76058197021484,0.00525246374309063,0.9828072786331177,0.015194360166788101,0.7953798770904541,66.66717529296875,66.68285369873047,36.32655334472656,36.757789611816406,36.21280288696289,0.11375337094068527,36.21280288696289,0.00048714812146499753,84.9623,116.62448,36.13225,34.362247,566.0859375
904192,0.4472576379776001,-69.80348205566406,0.001242784084752202,0.9533246755599976,0.014572047628462315,0.9033573865890503,69.72320556640625,69.72528076171875,37.00657653808594,37.276363372802734,36.897727966308594,0.10885351896286011,36.897727966308594,0.0007976811612024903,89.83411,121.714325,38.699734,36.401115,653.9921875
1032192,1.6000478267669678,-73.75209045410156,0.0023355595767498016,0.9269886612892151,0.014734246768057346,0.8938652276992798,73.64028930664062,73.63363647460938,36.80481719970703,37.0024528503418,36.698486328125,0.10632846504449844,36.698486328125,0.0001142769178841263,94.6069,126.34325,40.986156,38.278748,664.8828125
1160192,0.6138991117477417,-73.37100219726562,-0.0020988979376852512,0.9572487473487854,0.012918771244585514,1.1320176124572754,73.16251373291016,73.11793518066406,36.89402770996094,37.13139724731445,36.78526306152344,0.10877032577991486,36.78526306152344,0.0003773579082917422,98.92417,130.99055,43.43882,40.30325,691.140625
1288192,0.34262001514434814,-76.59130859375,-0.0012137346202507615,0.9422944784164429,0.012265062890946865,1.146019458770752,76.32445526123047,76.39840698242188,36.36040115356445,36.61481475830078,36.256404876708984,0.10399579256772995,36.256404876708984,0.0004883210058324039,102.93979,135.59915,45.946518,42.151672,740.9765625
1416192,0.23538418114185333,-77.62931823730469,0.0028875027783215046,0.8865561485290527,0.01103221531957388,0.8218026757240295,77.48286437988281,77.4856948852539,35.962303161621094,36.11617660522461,35.862220764160156,0.10008680820465088,35.862220764160156,0.001586784957908094,106.985695,139.48563,48.134727,43.911747,788.421875
1544192,0.27025172114372253,-80.62031555175781,0.002068254863843322,0.870852530002594,0.009523783810436726,0.7935455441474915,80.45057678222656,80.56192779541016,35.155189514160156,35.227264404296875,35.06026077270508,0.09492591768503189,35.060264587402344,0.0011081089032813907,110.91351,143.3157,50.498665,45.560993,752.2890625
1672192,0.4615715742111206,-81.33797454833984,-0.0004271401558071375,0.8771635293960571,0.00986296497285366,1.208606243133545,81.14334869384766,81.10441589355469,34.533203125,34.75967788696289,34.43536376953125,0.0978369265794754,34.43536376953125,0.0007008976535871625,114.336914,147.25117,52.59784,47.028156,735.0
1800192,0.3054226338863373,-85.7899169921875,0.002114978153258562,0.8048171997070312,0.01173373032361269,0.7763190269470215,85.56367492675781,85.56231689453125,33.461830139160156,33.59402847290039,33.36901092529297,0.09281842410564423,33.36901092529297,0.0008397273486480117,117.67781,150.72461,54.657352,48.718227,770.828125
1928192,0.33307376503944397,-84.60002899169922,0.00039291969733312726,0.8117561936378479,0.009156478568911552,1.0175259113311768,84.37310791015625,84.34165954589844,32.74934005737305,32.91136932373047,32.653846740722656,0.09549225866794586,32.653846740722656,0.000980175333097577,120.99439,154.3765,56.736313,50.178986,732.015625
2056192,0.5267407298088074,-85.04190063476562,-0.0014061671681702137,0.8333191275596619,0.00877191312611103,1.2647291421890259,84.80805969238281,84.77513122558594,32.1494140625,32.40899658203125,32.050559997558594,0.09885343909263611,32.050559997558594,0.00020110420882701874,124.16989,157.80527,59.006115,51.61576,833.984375
2184192,0.8315421938896179,-87.34735870361328,-8.52912780828774e-05,0.750647246837616,0.007520537357777357,1.070888876914978,87.14981079101562,87.13607788085938,30.80722427368164,31.050107955932617,30.71474838256836,0.09247548878192902,30.71474838256836,0.0006410815403796732,127.15301,160.94115,61.44095,52.93446,780.203125
2312192,0.4899293780326843,-87.83180236816406,-0.00021465224563144147,0.7271236181259155,0.0059500690549612045,1.1101198196411133,87.6302490234375,87.64991760253906,29.662452697753906,29.907949447631836,29.570730209350586,0.09172110259532928,29.570730209350586,0.0012522212928161025,130.01562,163.93547,64.27602,54.20773,854.21875
2440192,0.15791307389736176,-92.19804382324219,0.0036583382170647383,0.6321121454238892,0.006655234843492508,0.42788559198379517,92.09886932373047,92.06919860839844,27.626197814941406,27.552654266357422,27.548343658447266,0.0778568685054779,27.548341751098633,0.002558401320129633,133.03218,166.87799,66.86314,55.36052,894.6640625
2568192,0.21091051399707794,-90.34383392333984,-0.0005202675820328295,0.6736405491828918,0.005968203768134117,1.0490728616714478,90.19698333740234,90.12873840332031,26.831504821777344,26.965103149414062,26.74770164489746,0.08380509912967682,26.747699737548828,0.002179458737373352,135.79427,170.04494,69.453285,56.406647,891.359375
2696192,0.17780110239982605,-89.92636108398438,-0.0011253582779318094,0.6634518504142761,0.005962998140603304,1.1526004076004028,89.76968383789062,89.7227783203125,26.10177230834961,26.30069351196289,26.01715660095215,0.08461412787437439,26.01715850830078,0.0025458340533077717,138.54945,172.79778,72.0644,57.618637,850.9375
2824192,0.351057231426239,-93.0330581665039,-0.00043689089943654835,0.592894434928894,0.004708566702902317,0.9932301640510559,92.8346939086914,92.87267303466797,24.452720642089844,24.500152587890625,24.377574920654297,0.07514597475528717,24.377574920654297,0.0005452069453895092,141.30371,175.69942,74.55665,58.726624,906.53125
2952192,0.22519825398921967,-91.38589477539062,-0.0016555441543459892,0.6537377834320068,0.004986195359379053,1.2687110900878906,91.11894226074219,91.17372131347656,24.720489501953125,24.978424072265625,24.638025283813477,0.0824630931019783,24.638025283813477,0.0010477477917447686,143.99399,178.51201,77.00422,59.8553,912.890625
3080192,0.16856946051120758,-91.83980560302734,0.00010242790449410677,0.6095218658447266,0.004263394046574831,1.096179485321045,91.67778015136719,91.64451599121094,23.899547576904297,24.090198516845703,23.823566436767578,0.07598105072975159,23.823564529418945,0.0019114534370601177,146.4793,181.08781,79.20431,60.915512,879.6328125
3208192,0.14043201506137848,-90.94573974609375,-0.00035673537058755755,0.6304360628128052,0.00376741006039083,1.002485752105713,90.79669189453125,90.70982360839844,23.861879348754883,23.97850799560547,23.784408569335938,0.0774681493639946,23.784412384033203,0.0025121192447841167,149.01228,183.731,81.38141,62.01692,851.3359375
3336192,0.13926126062870026,-93.39949798583984,0.0012077316641807556,0.5330972075462341,0.0033453695941716433,0.6629228591918945,93.22756958007812,93.23849487304688,22.974573135375977,22.99884796142578,22.90420150756836,0.07037365436553955,22.90420150756836,0.002399095566943288,151.55862,186.67082,83.385284,63.265354,884.8125
3464192,0.07809683680534363,-93.30908203125,0.0010082368971779943,0.5610611438751221,0.002961681457236409,0.7929437160491943,93.16991424560547,93.13985443115234,22.459482192993164,22.39365577697754,22.38968276977539,0.069802425801754,22.389680862426758,0.005118283908814192,153.90677,189.33157,85.25282,64.33953,901.0390625
3592192,0.16843801736831665,-92.3402099609375,-0.0004915605532005429,0.6423539519309998,0.0029292404651641846,1.1186299324035645,92.1497802734375,92.18855285644531,22.527172088623047,22.582080841064453,22.45244789123535,0.0747239962220192,22.45244598388672,0.0026881021913141012,156.22676,192.02051,87.10954,65.33462,874.4609375
3720192,0.14703543484210968,-94.85973358154297,0.000998146366328001,0.46000441908836365,0.00304456171579659,0.6512537598609924,94.7163314819336,94.76798248291016,21.175926208496094,21.234683990478516,21.11382293701172,0.06210467964410782,21.11382293701172,0.002667964668944478,158.47272,194.68706,88.906815,66.424446,920.0625
3848192,0.13017193973064423,-94.3529281616211,0.0008661574684083462,0.45888906717300415,0.0030771088786423206,0.610053300857544,94.21939086914062,94.21522521972656,20.92137336730957,20.943756103515625,20.859668731689453,0.061703041195869446,20.859670639038086,0.002744545927271247,160.8479,197.25232,90.698746,67.40723,907.265625
3976192,0.14356674253940582,-94.66569519042969,-0.000307348498608917,0.6079548001289368,0.0023765075020492077,1.0711395740509033,94.59388732910156,94.55538177490234,20.906017303466797,20.956069946289062,20.841651916503906,0.064364954829216,20.841651916503906,0.002190341940149665,163.11264,199.6385,92.437065,68.443924,911.8359375
4104192,0.19065365195274353,-94.87924194335938,0.0001585425779921934,0.39499929547309875,0.0016959361964836717,0.9264339208602905,94.75187683105469,94.77757263183594,20.424501419067383,20.411651611328125,20.36221694946289,0.06228427588939667,20.36221694946289,0.0015290009323507547,165.27277,201.66551,94.26728,69.42143,889.0390625
4232192,0.07046987861394882,-94.9739990234375,-0.001220863196067512,0.4127616882324219,0.001356899505481124,1.9226880073547363,94.86575317382812,94.91873168945312,19.88754653930664,19.873687744140625,19.828296661376953,0.0592484176158905,19.828296661376953,0.002665082924067974,167.33131,203.74867,95.957214,70.36068,865.4140625
4360192,0.05421927571296692,-96.90135192871094,0.0005072953645139933,0.3301018476486206,0.0017180346185341477,0.6758717894554138,96.80241394042969,96.85026550292969,19.05755615234375,18.96074104309082,19.005470275878906,0.05208516865968704,19.005470275878906,0.0030382450204342604,169.184,205.79929,97.735985,71.363,880.8359375
4488192,0.03510542958974838,-97.18761444091797,0.0005237975856289268,0.33796849846839905,0.0010462728096172214,0.5940529108047485,97.1181640625,97.10549926757812,18.426021575927734,18.247257232666016,18.378101348876953,0.0479208268225193,18.378101348876953,0.005661170929670334,170.87665,207.9301,99.482025,72.21597,912.203125
4616192,0.09368513524532318,-97.2753677368164,-0.00016773334937170148,0.3618986904621124,0.0010745060862973332,1.2342497110366821,97.22064208984375,97.2426528930664,18.006216049194336,17.754648208618164,17.954835891723633,0.051380716264247894,17.954837799072266,0.0025803393218666315,172.5884,209.87248,101.39364,73.25646,900.78125
4744192,0.038186777383089066,-97.34010314941406,-0.0008512901258654892,0.3629441261291504,0.0019294556695967913,1.3027622699737549,97.28486633300781,97.30690002441406,17.528974533081055,17.324920654296875,17.482131958007812,0.04684430733323097,17.482131958007812,0.004159748088568449,174.32016,211.59506,103.22573,74.14192,894.453125
4872192,0.05632403492927551,-98.06146240234375,0.0006269232253544033,0.34382981061935425,0.0012190558481961489,0.5273915529251099,98.04285430908203,98.02520751953125,16.966941833496094,16.724544525146484,16.925548553466797,0.041392982006073,16.925548553466797,0.003406564937904477,175.64922,213.35822,105.04401,75.15218,888.7578125
5000192,0.07573536783456802,-97.70915985107422,-0.0015851844800636172,0.32912856340408325,0.0008635262493044138,3.033285140991211,97.68094635009766,97.67630004882812,17.091936111450195,16.946144104003906,17.049610137939453,0.04232703894376755,17.049610137939453,0.0019386555068194866,177.05768,215.2123,106.958405,75.77099,900.875
