Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Act_rep_loss,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Metric/self_state_distance,Metric/cross_state_distance,Metric/self_state_action_distance,Metric/cross_state_action_distance,Metric/avg_self_state_asymmetry,Metric/avg_cross_state_asymmetry,Metric/avg_self_sa_asymmetry,Metric/avg_cross_sa_asymmetry,Eval/Return
641000,0.011115696281194687,-7.47255802154541,0.04567263275384903,0.00039959599962458014,0.00016192358452826738,0.00021954101976007223,0.0006533020059578121,0.0016816057031974196,-6.160131454467773,7.3991618156433105,7.3988494873046875,31.56675,62.354584,36.877728,34.053104,35.34325,0.9961822628974915,1.0155912637710571,0.9897869825363159,1.0125404596328735,0.0,0.003314334899187088,0.0,0.038139425218105316,1.9881102e-07
642000,0.045601196587085724,-7.284755229949951,0.0005891972687095404,0.002123481361195445,0.0008898259839043021,0.0007105603581294417,0.0020605113822966814,0.0006466726190410554,20.088878631591797,7.1405181884765625,7.135732173919678,40.830647,73.98108,43.13566,39.09162,40.896408,1.010040521621704,1.048940658569336,1.0019406080245972,1.047614574432373,0.0,0.008835704065859318,0.0,0.07626413553953171,6.5887834e-05
643000,0.20812033116817474,-7.200442314147949,-0.0004122153331991285,0.029033882543444633,0.00133857864420861,0.0013081517536193132,0.0014758408069610596,0.0007435731822624803,21.554370880126953,7.104372978210449,7.102089881896973,47.4474,84.18213,50.331345,45.95468,47.167973,1.0306559801101685,1.0493204593658447,1.01827073097229,1.0437535047531128,0.0,0.008553222753107548,0.0,0.05843627452850342,0.04650871
644000,0.06270992010831833,-6.533529281616211,-0.00016322969167958945,0.004257838241755962,0.0025975429452955723,0.0016645537689328194,0.002171842847019434,0.00032610856578685343,21.500537872314453,6.471437454223633,6.485020637512207,54.238235,93.1477,55.297314,51.929962,51.864815,1.1398156881332397,1.2346620559692383,1.123997688293457,1.2309136390686035,0.0,0.011025004088878632,0.0,0.21729055047035217,0.38256118
645000,0.06580650806427002,-5.611145973205566,0.0003434999380260706,0.0077236793003976345,0.0013021919876337051,0.0014797898475080729,0.006644661538302898,0.00038813959690742195,20.115009307861328,5.550370216369629,5.548676490783691,59.625214,101.69223,60.01452,57.038807,56.257645,1.2086079120635986,1.272475004196167,1.1842389106750488,1.2753891944885254,0.0,0.011231468990445137,0.0,0.22433096170425415,1.5946974
646000,0.09767092764377594,-4.839707374572754,-0.000193115440197289,0.008088704198598862,0.0022684503346681595,0.001925040502101183,0.00446424912661314,0.0002946325112134218,21.655445098876953,4.775708198547363,4.780236721038818,65.27581,109.773445,64.47544,61.947155,60.539978,1.2452497482299805,1.2737791538238525,1.2370045185089111,1.2911186218261719,0.0,0.01608850806951523,0.0,0.17880719900131226,1.6593382
647000,0.13943082094192505,-4.334296226501465,-9.436051186639816e-05,0.022997569292783737,0.002883786801248789,0.005073831882327795,0.008359039202332497,0.00038147883606143296,21.24735450744629,4.253186225891113,4.288023948669434,69.82155,117.583664,68.559364,66.46573,64.16921,1.384056806564331,1.4716076850891113,1.3526875972747803,1.464956283569336,0.0,0.0226019024848938,0.0,0.2822558879852295,6.7580643
648000,0.1664292812347412,-4.810973167419434,-0.00020218637655489147,0.1205689013004303,0.005917858332395554,0.007638318929821253,0.008598089218139648,0.0007182370754890144,21.281503677368164,4.709705829620361,4.707108974456787,73.57896,124.78106,72.637535,70.80463,68.08961,1.6145217418670654,1.694335699081421,1.575160026550293,1.6993352174758911,0.0,0.03997472673654556,0.0,0.38201165199279785,19.281065
649000,0.12242382764816284,-5.386107444763184,-0.0004278376291040331,0.08689992129802704,0.0054621463641524315,0.00786374881863594,0.012376481667160988,0.0006526259239763021,21.655563354492188,5.311812877655029,5.312403678894043,77.40217,132.3344,76.278625,75.36807,71.94376,1.9889026880264282,2.151309013366699,1.9465961456298828,2.1606545448303223,0.0,0.0475580208003521,0.0,0.60133957862854,20.310553
650000,0.15073662996292114,-5.343076705932617,-0.000729051127564162,0.11668001860380173,0.005888034589588642,0.008889439515769482,0.008949918672442436,0.0006014734390191734,22.212108612060547,5.316470146179199,5.3097639083862305,80.95257,138.84564,79.737915,79.49944,75.66983,2.3471322059631348,2.5458621978759766,2.2891788482666016,2.5481765270233154,0.0,0.04876537621021271,0.0,0.719835638999939,27.165869
