Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/source_action_matching_loss,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/actor_e2_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Eval/Return,Eval/Return_e2
321000,0.5041184425354004,-9.18400764465332,-0.021916614845395088,0.19220003485679626,0.019312284886837006,0.0885256752371788,0.325194776058197,0.0024795241188257933,29.839040756225586,8.511674880981445,8.478177070617676,40.74632,59.804783,56.922367,28.447424,60.832184,60.179836,1.4747838e-05,9.644168e-09
