Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Loss_representation,Analysis/Val_diff,Analysis/SA_diff,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Norm/rep_model,Eval/Return
11000,0.004321950953453779,-2.2169666290283203,0.756369411945343,0.0004517306515481323,0.0013906611129641533,0.03221999853849411,0.019172486,0.029214179143309593,1.0029369592666626,0.07534243911504745,-4.039088249206543,1.9205090999603271,1.921942949295044,27.695698,39.714855,27.530249,27.591932,27.351952,32.489925,1.2734209
12000,0.002321995794773102,-3.3329291343688965,0.589053750038147,0.00023647872149012983,0.004203156102448702,0.02253720536828041,0.013998026,0.0479208342730999,1.0084229707717896,0.05832558870315552,-4.099405288696289,3.107390880584717,3.1056764125823975,27.662329,39.81868,27.483337,27.54464,27.289707,32.533825,2.6841037
13000,0.00465107848867774,-4.1641130447387695,0.4614565670490265,0.00024105593911372125,0.004941381514072418,0.01734078675508499,0.013756771,0.0890578180551529,1.000664472579956,0.04583778232336044,-4.067166328430176,3.9705076217651367,3.971938133239746,27.643803,39.861534,27.404453,27.474678,27.237059,32.634068,3.3489301
14000,0.1412564218044281,-4.712742805480957,0.3661057651042938,0.004006554838269949,0.006553702522069216,0.00751388119533658,0.019954193,0.060215797275304794,1.0081936120986938,0.036330077797174454,-4.077208518981934,4.560476779937744,4.5625762939453125,27.634272,39.89477,27.342283,27.485418,27.192421,32.89441,4.193663
15000,0.005278718192130327,-5.092278957366943,0.29038259387016296,0.0001317931746598333,0.007029394619166851,0.018185053020715714,0.011792519,0.20931842923164368,1.040989875793457,0.02892955020070076,-4.0375776290893555,4.991757392883301,4.988020896911621,27.638258,39.963192,27.301985,27.520735,27.163406,33.112183,5.044388
16000,0.2128879427909851,-5.301576614379883,0.227801114320755,0.004054590594023466,0.007436251267790794,0.007613250985741615,0.011807141,0.10447315871715546,1.0036365985870361,0.02310289815068245,-3.860283374786377,5.2525763511657715,5.253510475158691,27.65856,40.017666,27.273767,27.594238,27.165728,33.389984,6.690236
17000,0.0086430124938488,-5.441946029663086,0.18106712400913239,0.00022560381330549717,0.006225191056728363,0.015851091593503952,0.014341783,0.16032811999320984,1.0039007663726807,0.01848377101123333,-3.7960052490234375,5.39594841003418,5.3969407081604,27.70901,40.073223,27.262018,27.713621,27.194574,33.736534,8.232946
18000,0.01686932146549225,-5.512920379638672,0.14333784580230713,0.00031549425330013037,0.008093183860182762,0.021174699068069458,0.010791596,0.1837153285741806,1.0251178741455078,0.014804764650762081,-3.6818721294403076,5.454832077026367,5.450684547424316,27.77762,40.142338,27.263277,27.81441,27.237751,34.055595,10.969177
19000,0.008576994761824608,-5.525393009185791,0.11465738713741302,0.000441976502770558,0.011675631627440453,0.0206719022244215,0.010983454,0.16352979838848114,1.0091286897659302,0.011876658536493778,-3.6540112495422363,5.459871768951416,5.463864803314209,27.90085,40.239285,27.278301,27.885944,27.28693,34.345318,12.422686
20000,0.009491552598774433,-5.496232509613037,0.08827757090330124,0.0008211773820221424,0.010779660195112228,0.041572507470846176,0.011744546,0.14797377586364746,1.0264561176300049,0.009525450877845287,-3.267547130584717,5.45256233215332,5.448983192443848,28.035997,40.362247,27.296223,27.915121,27.315231,34.639324,11.406032
