Train/Steps,Loss/Loss_critic,Loss/Loss_abstract_critic,Loss/Loss_lax_bisimulation,Loss/Loss_transition,Loss/Loss_reward,Loss/Loss_actor,DHPG/Q_actual_mean,DHPG/Q_abstract_mean,DHPG/Value_equivalence,Norm/actor_model,Norm/critic_model,Norm/abstract_critic_model,Norm/state_encoder_model,Norm/action_encoder_model,Eval/Return,Eval/Return_deterministic
2816000,0.3020116984844208,3.575014114379883,0.40897905826568604,1.3493951559066772,0.018269367516040802,0.0,7.680655479431152,9.760727882385254,6.210030555725098,30.409174,79.452675,23.050144,63.030968,25.716827,908.3,401.03125
2944000,0.19679060578346252,3.3946051597595215,0.5825613141059875,1.5772624015808105,0.07275421172380447,0.0,9.477749824523926,6.821393966674805,6.2359514236450195,30.940666,83.02056,23.701061,65.516945,26.211792,756.9,28.6484375
3072000,10.963229179382324,13.272713661193848,0.6515125632286072,1.7545632123947144,0.07993479073047638,0.0,11.737638473510742,10.982458114624023,5.650694370269775,31.530317,85.99277,24.863367,68.32972,26.735441,542.10004,667.28125
3200000,12.076041221618652,25.686473846435547,0.9792712926864624,1.921970009803772,0.07016965746879578,0.0,13.846746444702148,15.907470703125,7.37852668762207,31.947792,88.76435,25.730425,70.37464,27.2448,221.0,68.9609375
3328000,12.25179672241211,39.76872253417969,0.43013542890548706,1.5647491216659546,0.03707133233547211,0.0,15.538518905639648,15.609950065612793,7.752923488616943,32.367264,91.67813,26.328882,72.40609,27.774424,653.4,457.859375
3456000,0.4293161630630493,7.147507667541504,0.5817425847053528,1.3156579732894897,0.07918095588684082,0.0,15.217745780944824,21.574153900146484,11.357311248779297,32.521713,95.42816,27.061018,75.20739,28.287369,468.6,549.484375
3584000,5.773921012878418,8.239920616149902,0.5353668928146362,1.277597427368164,0.04983341693878174,0.0,16.144968032836914,14.788077354431152,6.4691162109375,32.72741,97.84586,27.53669,77.65454,28.868155,609.9,551.6171875
3712000,12.793627738952637,18.258960723876953,0.4198330342769623,1.3412190675735474,0.08451217412948608,0.0,20.38500213623047,13.870818138122559,7.994913101196289,33.36666,99.66384,28.087025,79.95699,29.459505,668.2,458.0078125
3840000,0.6651153564453125,4.155220031738281,0.4401392340660095,1.232930064201355,0.05868437886238098,0.0,22.21808624267578,19.09818458557129,8.216416358947754,34.044956,101.88221,28.643261,82.574776,30.055096,777.10004,698.875
3968000,0.41312748193740845,2.581174373626709,0.5886942148208618,1.2179007530212402,0.059973280876874924,0.0,25.742549896240234,19.372602462768555,8.732664108276367,34.777992,103.95377,29.185186,85.120926,30.56851,976.5,586.5859375
4096000,24.87425422668457,17.17445945739746,0.785387396812439,1.6504215002059937,0.10343386232852936,0.0,26.285720825195312,18.609962463378906,9.689123153686523,35.323124,106.03249,29.717476,88.08688,31.161444,1000.0,752.484375
4224000,0.9590216279029846,2.656433582305908,0.8822393417358398,1.357198715209961,0.060264360159635544,0.0,29.392127990722656,21.505748748779297,9.574142456054688,35.673176,108.2849,29.89264,91.62685,31.662275,1000.0,716.7421875
4352000,0.632699191570282,2.8705215454101562,0.6429114937782288,1.4757026433944702,0.040847331285476685,0.0,32.22190475463867,29.015668869018555,8.668389320373535,36.312244,110.02182,30.24351,94.97004,32.227535,1000.0,626.5625
4480000,14.344155311584473,11.455338478088379,0.8329077959060669,1.7045389413833618,0.07597570866346359,0.0,33.960968017578125,23.296730041503906,11.46263313293457,36.863377,111.353836,30.547863,98.5138,32.809223,1000.0,744.0234375
4608000,0.4428364038467407,3.91343355178833,0.6904186010360718,1.364129662513733,0.12916231155395508,0.0,36.852134704589844,31.76970863342285,10.931638717651367,37.305717,112.646416,31.237953,100.97076,33.380062,1000.0,594.28125
4736000,28.940046310424805,28.85433006286621,0.6505789756774902,1.7139939069747925,0.10578970611095428,0.0,38.09565734863281,32.64923095703125,10.008687019348145,37.73352,114.114296,31.446173,102.969315,33.873287,1000.0,671.171875
4864000,0.5046747326850891,3.954133987426758,0.5105144381523132,1.36627995967865,0.04730267450213432,0.0,43.79385757446289,41.01982116699219,11.990121841430664,38.25919,115.700096,31.762857,105.00427,34.45193,1000.0,645.59375
4992000,2.9112517833709717,5.880312442779541,0.806780993938446,1.5650395154953003,0.07968680560588837,0.0,46.32572555541992,44.5504264831543,15.722055435180664,38.756706,117.17622,32.533676,107.91798,34.964626,1000.0,748.953125
5120000,14.165902137756348,33.530452728271484,0.6250849962234497,1.701121211051941,0.08950519561767578,0.0,46.590904235839844,40.93683624267578,14.402551651000977,39.007717,118.62352,32.957485,109.8823,35.446426,894.8,689.671875
