Train/Steps,Loss/Loss_critic,Loss/Loss_abstract_critic,Loss/Loss_lax_bisimulation,Loss/Loss_transition,Loss/Loss_reward,Loss/Loss_actor,DHPG/Q_actual_mean,DHPG/Q_abstract_mean,DHPG/Value_equivalence,Norm/actor_model,Norm/critic_model,Norm/abstract_critic_model,Norm/state_encoder_model,Norm/action_encoder_model,Eval/Return,Eval/Return_deterministic
768000,5.516563760465942e-06,0.03684258460998535,0.14705795049667358,0.3510695695877075,0.00010790846135932952,0.0,0.012379692867398262,0.3227909207344055,0.8532745838165283,17.475956,16.220472,16.672155,27.170588,17.097782,0.0,0.0
896000,1.5887703739281278e-06,0.0020804433152079582,0.13703322410583496,0.4425280690193176,0.00010069214476970956,0.0,0.005470464937388897,0.19613762199878693,0.3199140429496765,17.939287,16.177849,16.816216,32.090466,17.879827,0.0,0.0
1024000,7.782547868373513e-07,0.0004941340303048491,0.13370099663734436,0.5045560002326965,5.745620364905335e-05,0.0,0.0020738388411700726,-0.05231136083602905,0.09854306280612946,18.671188,16.145868,16.817091,34.45795,18.262625,0.0,0.0
1152000,2.64018979123648e-07,0.00015346005966421217,0.16024285554885864,0.5847985148429871,7.626576552866027e-05,0.0,0.0008189615327864885,-0.02877063676714897,0.040169768035411835,19.69745,16.125864,16.84568,36.720688,18.728346,0.0,0.0
1280000,1.1529692045542106e-07,0.000212214479688555,0.12323600053787231,0.8040234446525574,3.250198278692551e-05,0.0,0.0003401548892725259,-0.023025989532470703,0.03181186690926552,20.963104,16.117586,16.890602,38.06514,19.115986,0.0,0.0
1408000,6.572152244643803e-08,6.632831355091184e-05,0.16958296298980713,0.5754753947257996,1.6006237274268642e-05,0.0,7.427537639159709e-05,-0.012810813263058662,0.019015401601791382,21.417545,16.107838,16.942652,39.919243,19.644182,0.0,0.0
1536000,6.815927378056585e-08,0.0003046632627956569,0.260043740272522,0.9510454535484314,4.9110138206742704e-05,0.0,1.4695558093080763e-05,-0.010876795276999474,0.020991217344999313,21.564762,16.096426,17.009836,41.728634,20.24385,0.0,0.0
1664000,3.980307639039893e-08,0.0001401890767738223,0.2698405086994171,1.2612847089767456,2.5495426598354243e-05,0.0,-0.00016583417891524732,-0.033948395401239395,0.04029533267021179,21.49942,16.08504,17.05247,44.059635,20.965027,0.0,2.125
1792000,3.8361835322575644e-05,0.0001355365093331784,0.31861424446105957,1.256544828414917,3.764469511224888e-05,0.0,0.0041801282204687595,0.009133769199252129,0.033214449882507324,22.506649,17.791252,17.07824,45.910286,21.567505,0.0,0.0
1920000,0.0012831796193495393,0.0002588522038422525,0.26789605617523193,1.1467958688735962,5.573465386987664e-05,0.0,0.09869048744440079,0.1446623057126999,0.16907836496829987,23.391651,25.971628,17.145636,47.57244,22.060825,21.2,6.8046875
2048000,0.005353563465178013,0.0005318184848874807,0.24490858614444733,1.4323787689208984,0.00019006707589142025,0.0,0.42095446586608887,0.06899046897888184,0.3750450611114502,25.255768,32.49293,17.242931,49.38354,22.628603,48.9,31.75
2176000,0.08435273915529251,0.14627456665039062,0.38612931966781616,1.424640417098999,0.030137863010168076,0.0,1.1100190877914429,1.4922142028808594,1.4740173816680908,27.025309,41.199047,18.055817,51.1208,23.137877,151.90001,68.1171875
2304000,0.08964766561985016,0.23314771056175232,0.40175938606262207,1.2810842990875244,0.0475391186773777,0.0,2.042186737060547,0.8439159393310547,1.5225341320037842,27.60265,51.213463,18.99327,53.031384,23.734,13.6,3.4375
2432000,0.15096184611320496,0.2686721086502075,0.2992120683193207,1.1817500591278076,0.020288938656449318,0.0,2.5237834453582764,1.1395468711853027,2.0044312477111816,28.532267,59.28908,19.97561,54.69686,24.23913,0.0,37.6796875
2560000,0.16504740715026855,0.19208566844463348,0.4378141164779663,1.5056453943252563,0.020672094076871872,0.0,4.758980751037598,0.6543278694152832,4.121440887451172,29.164576,66.69246,20.836102,56.86677,24.716179,109.3,30.78125
2688000,0.20281752943992615,0.481973260641098,0.22549183666706085,1.0845149755477905,0.05579507350921631,0.0,5.185637950897217,4.863436698913574,2.946254253387451,29.761,73.72243,22.06273,59.79117,25.232462,15.7,198.953125
