algorithm,step,iqm,ci_low,ci_high
dhpg_fix2,3750144.0,0.8884564354858401,0.8592408702664462,0.9090943205286198
dhpg_fix2,3800145.92,0.8858666353551136,0.8542394951135254,0.9073538841882544
dhpg_fix2,3850147.84,0.8838405931425339,0.8526424587561924,0.9049789934975809
dhpg_fix2,3900149.76,0.8820532445583275,0.849070465134932,0.9055808706120494
dhpg_fix2,3950151.6799999997,0.882359549116211,0.8491480528872404,0.9070300368214221
dhpg_fix2,4000153.5999999996,0.8830372409224077,0.8508995850032182,0.904904169687278
dhpg_fix2,4050155.52,0.8851389972576349,0.8537252350668058,0.9062329934213093
dhpg_fix2,4100157.44,0.8892823597452058,0.8583667501628752,0.9107266629379217
dhpg_fix2,4150159.36,0.8912117922436522,0.8603667157341641,0.9112558670455376
dhpg_fix2,4200161.28,0.8927387018785512,0.866242911040827,0.910867380718417
dhpg_fix2,4250163.2,0.8907611115767043,0.8632502555423804,0.9083258019126752
dhpg_fix2,4300165.12,0.8810660662961648,0.8471030033343838,0.9009692493035334
dhpg_fix2,4350167.04,0.8768370911052912,0.8307677880464311,0.8971954959553388
dhpg_fix2,4400168.96,0.8743522505513138,0.8337358968470346,0.8947041467006615
dhpg_fix2,4450170.88,0.8713742202652255,0.8396670898668767,0.8919287641132922
dhpg_fix2,4500172.8,0.8719978776433771,0.844021454452903,0.8909284358092152
dhpg_fix2,4550174.72,0.8761782489486418,0.8500234968963067,0.8924996065088667
dhpg_fix2,4600176.64,0.8785449262517756,0.8535405903876067,0.8949498735709783
dhpg_fix2,4650178.56,0.8758029020552202,0.8482432444085916,0.8946620956130983
dhpg_fix2,4700180.4799999995,0.8719014351180754,0.8365490352990501,0.8939310838289017
dhpg_fix2,4750182.399999999,0.8674572435938057,0.8250473885790248,0.8928664177461246
dhpg_fix2,4800184.32,0.8615312628551135,0.8188454400518022,0.889732697083829
dhpg_fix2,4850186.24,0.8642735880626332,0.8188551323901478,0.8912139482695256
dhpg_fix2,4900188.16,0.8602456916816852,0.819424360307989,0.8871539070793403
dhpg_fix2,4950190.08,0.8609579777603426,0.8166492516511952,0.8882849570837624
dhpg_fix2,5000192.0,0.8635203524502841,0.8217821814103559,0.8906107043179597
algo3,0.0,0.27171931943026456,0.24024301790757618,0.30113655607050116
algo3,50001.92,0.27171931943026456,0.24029566014896742,0.3010584229035811
algo3,100003.84,0.27171931943026456,0.242428478345004,0.30157247640436335
algo3,150005.76,0.30187372047934796,0.2736377981301444,0.3272135051657839
algo3,200007.68,0.4064590288336737,0.38911025543585487,0.424100917325692
algo3,250009.59999999998,0.5040060497872093,0.4890860136263968,0.5207452324509222
algo3,300011.52,0.5498833104443359,0.5330276816732623,0.5663014006804116
algo3,350013.44,0.5709806351200727,0.5532380133122295,0.5894678694683616
algo3,400015.36,0.5889139672540838,0.5691063750273215,0.6096213652713067
algo3,450017.27999999997,0.612343931960893,0.5873733329799636,0.636309457734436
algo3,500019.19999999995,0.6457024703713157,0.5988071470046026,0.684308724696017
algo3,550021.12,0.6692763059869941,0.6168347759571922,0.7176200991843483
algo3,600023.04,0.7007065069375887,0.6725010071175315,0.731251152033081
algo3,650024.96,0.7455578203128329,0.7285672510317661,0.7588616702443127
algo3,700026.88,0.7522632474345259,0.7338914244397636,0.767502929248291
algo3,750028.7999999999,0.7584544062866212,0.7355030685172896,0.7791320200948264
algo3,800030.72,0.764197285735973,0.7403058926321022,0.7873110914505727
algo3,850032.64,0.7734518457543945,0.7444859696107177,0.7963369305786494
algo3,900034.5599999999,0.7824409192280718,0.7517966935046718,0.8060084454495184
algo3,950036.48,0.7841475535078569,0.7571715233214084,0.8058585751604448
algo3,1000038.3999999999,0.7853171292080966,0.7594166519957387,0.8056651004103782
algo3,1050040.32,0.7914628839553001,0.7648489042323275,0.8125616237918811
algo3,1100042.24,0.7962579933216443,0.7699611362855556,0.8174995207305241
algo3,1150044.16,0.8022297907140004,0.7761186402774604,0.8223618376605336
algo3,1200046.08,0.8035432940118963,0.776841249980957,0.8253715526470615
algo3,1250048.0,0.8068835604192561,0.7781693568194303,0.829909695711448
algo3,1300049.92,0.8108059382128906,0.7797722421332731,0.8353498293008256
algo3,1350051.8399999999,0.8126068956019178,0.7814864274603938,0.8384885781992575
algo3,1400053.76,0.8153358985555755,0.7828086683797941,0.8442252936168547
algo3,1450055.68,0.8201036574773617,0.7861601234138182,0.8484059576452527
algo3,1500057.5999999999,0.8280933400168681,0.7920596895133555,0.8587073270699798
algo3,1550059.52,0.835701852540616,0.797841301180037,0.8663822219182238
algo3,1600061.44,0.8307777144433595,0.7931887080520241,0.8628902613753109
algo3,1650063.3599999999,0.8270831016493918,0.7921945069394809,0.8594968091584695
algo3,1700065.28,0.826752421315696,0.7934815560313275,0.8574136834218418
algo3,1750067.2,0.829163590456321,0.7978973268722257,0.8599663108814587
algo3,1800069.1199999999,0.8326399745046165,0.803347184018222,0.8597629185848499
algo3,1850071.04,0.8347614703932883,0.8025354712078024,0.8647491447792359
algo3,1900072.96,0.8392916252028588,0.8071139719790705,0.868567174054277
algo3,1950074.88,0.8422479214617365,0.8091606630723599,0.8694504107515705
algo3,2000076.7999999998,0.8419704090243253,0.8063414778196022,0.872635440608354
algo3,2050078.72,0.8426880487739702,0.8044324961453969,0.8714696050797729
algo3,2100080.64,0.8437164278067293,0.8093686741578814,0.8733653697746471
algo3,2150082.56,0.8440297092749023,0.8097174424626686,0.8745930884922543
algo3,2200084.48,0.8446359811186078,0.8104046502281161,0.8740873553343839
algo3,2250086.4,0.8437192752019711,0.8091473088084552,0.8764420157057603
algo3,2300088.32,0.8445689555637429,0.8106029975072686,0.8761254133906251
algo3,2350090.2399999998,0.844775345259677,0.8091190929375334,0.8785571861633356
algo3,2400092.16,0.8467138495703125,0.8127092275229048,0.8761885361763581
algo3,2450094.08,0.8490169566719193,0.8151940422505992,0.8790363056305155
algo3,2500096.0,0.8538142282159981,0.8185592708346282,0.8814529418409868
algo3,2550097.92,0.8586817318925338,0.8240180764571422,0.8819635993391279
algo3,2600099.84,0.8581338910094106,0.8237307185502042,0.8831622888165837
algo3,2650101.76,0.8544174479640894,0.8193474490472913,0.885039787202864
algo3,2700103.6799999997,0.8520903588840553,0.8130789208984486,0.8873358194277232
algo3,2750105.6,0.8535385483731357,0.8186214022031472,0.8815106739472268
algo3,2800107.52,0.8549187956898083,0.8210903881560726,0.8820125456290838
algo3,2850109.44,0.8559377446664151,0.8240935205292859,0.8835982474149336
algo3,2900111.36,0.8566482371582033,0.8225368335835517,0.8877121315569069
algo3,2950113.28,0.8574436797256748,0.8210572805009823,0.8877975738991478
algo3,3000115.1999999997,0.8593196969904118,0.8260938704880593,0.8878474318364923
algo3,3050117.12,0.8614293589739436,0.8312028150780753,0.8881911582839133
algo3,3100119.04,0.8636198650275212,0.832082567152832,0.8873158402710849
algo3,3150120.96,0.862899268852095,0.8308037103132879,0.887091596040272
algo3,3200122.88,0.8629497288307882,0.8303396975187768,0.8872846847805176
algo3,3250124.8,0.864974491229803,0.8330875515907149,0.8903351226161611
algo3,3300126.7199999997,0.8672375108473901,0.8360331322029696,0.8929635150582387
algo3,3350128.6399999997,0.8697378997891512,0.838897114791332,0.8946313788579768
algo3,3400130.56,0.8723344753551139,0.8420765487396795,0.8963979476478826
algo3,3450132.48,0.8748983198699396,0.8446256641471448,0.8976175321558784
algo3,3500134.4,0.8742704578169391,0.8444996640628883,0.8975266185331033
algo3,3550136.32,0.8726673152667792,0.8436054060103093,0.8960165274172308
algo3,3600138.2399999998,0.8718114645454546,0.8420466300475409,0.8936411117874422
algo3,3650140.1599999997,0.8723215167411666,0.8418161313187645,0.8947023455828137
algo3,3700142.08,0.872147223425515,0.8406438190982999,0.8964488849172141
algo3,3750144.0,0.8728409049738104,0.8424584865549261,0.8967802781800703
algo3,3800145.92,0.8742621228453481,0.8456946287285156,0.895803230731401
algo3,3850147.84,0.875614161053356,0.8465864068139262,0.8968113882919092
algo3,3900149.76,0.8777594873615058,0.8514665760105424,0.8986051700857375
algo3,3950151.6799999997,0.8795802852037464,0.8535323347275557,0.8998775838088324
algo3,4000153.5999999996,0.8804832391202061,0.8531792399982244,0.9013927037222568
algo3,4050155.52,0.8810631235458097,0.8534635710597092,0.9009735344329279
algo3,4100157.44,0.881272264732777,0.8502635305240257,0.900741426757768
algo3,4150159.36,0.8811492748572888,0.8519933801435269,0.90095769887854
algo3,4200161.28,0.880302860830966,0.8526384989313078,0.9028086104899236
algo3,4250163.2,0.8806199718761097,0.8521673465008268,0.9041336270546931
algo3,4300165.12,0.880972648219105,0.8516072134779608,0.902667819643277
algo3,4350167.04,0.8809588405894885,0.8520991209428156,0.9031470104747535
algo3,4400168.96,0.8803563680735085,0.8526275505159577,0.9030724840640759
algo3,4450170.88,0.8797965294007458,0.849161467965665,0.9021196564124035
algo3,4500172.8,0.8784842447798298,0.849984765803278,0.9013868022937568
algo3,4550174.72,0.8777229221027166,0.8477873672701083,0.9000372420876575
algo3,4600176.64,0.877297355107422,0.8454965404676402,0.8980309952177069
algo3,4650178.56,0.8744939019564542,0.8433011482968029,0.8955444842066096
algo3,4700180.4799999995,0.870145101016513,0.8403183170947379,0.8930334301913508
algo3,4750182.399999999,0.8666597005970348,0.8359671079648381,0.8928131296696056
algo3,4800184.32,0.8716516252237216,0.8423538162057884,0.8953122566144796
algo3,4850186.24,0.8764337285573507,0.8494383146559116,0.8992659643963345
algo3,4900188.16,0.8796989464550783,0.8531467103968172,0.9018135821018508
algo3,4950190.08,0.8829814951993076,0.8565468099508112,0.9038057041293168
algo3,5000192.0,0.8854060336026278,0.8582121351762251,0.9061539328141648
