Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Loss_representation,Analysis/Val_diff,Analysis/SA_diff,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Norm/rep_model,Eval/Return
11000,0.0009685180266387761,-2.0866079330444336,0.7596777677536011,7.141126843634993e-05,0.00016737938858568668,0.011903775855898857,0.5116325,0.005954468157142401,0.9861917495727539,0.07532799243927002,-4.084933280944824,1.7731475830078125,1.7742379903793335,27.684376,39.413845,27.633774,27.58417,27.54356,32.069004,0.78641456
12000,0.0007348039071075618,-3.1448185443878174,0.5881686806678772,7.31535255908966e-05,0.00026878202334046364,0.01097799651324749,0.049557917,0.013662946410477161,0.9900447130203247,0.058315448462963104,-4.085984230041504,2.9200973510742188,2.92081356048584,27.602137,39.455338,27.573734,27.724598,27.474054,32.18052,1.4417899
13000,0.0009216114995069802,-3.931997299194336,0.4629591405391693,6.250857404666021e-05,0.0004598270170390606,0.010757356882095337,0.028985955,0.02087593451142311,0.9780633449554443,0.04582640901207924,-4.102452754974365,3.7657947540283203,3.7663497924804688,27.54486,39.46153,27.526983,27.826775,27.454887,32.179142,2.8665092
14000,0.00045069740735925734,-4.507481575012207,0.3643782138824463,0.0001214112708112225,0.000696458388119936,0.019262347370386124,0.029571163,0.012901963666081429,0.9790021777153015,0.0363103449344635,-4.035107612609863,4.353253364562988,4.3546905517578125,27.50053,39.451794,27.485668,27.858654,27.402603,32.21715,3.6150873
15000,0.066914401948452,-4.8597412109375,0.29126423597335815,0.0036876630038022995,0.000808739336207509,0.01479823887348175,0.02996815,0.007853740826249123,0.955371618270874,0.028898652642965317,-4.078817367553711,4.747170925140381,4.740870475769043,27.462856,39.42881,27.43996,27.896223,27.384295,32.285233,3.6096134
16000,0.00022366014309227467,-5.133898735046387,0.23170308768749237,5.330364729161374e-05,0.0009514761622995138,0.007790238596498966,0.024591008,0.010451436042785645,0.9524055123329163,0.023054758086800575,-4.0501203536987305,5.032641410827637,5.030900001525879,27.42978,39.404484,27.401348,27.923103,27.38936,32.387646,4.2233944
17000,0.07331006228923798,-5.254090309143066,0.18527722358703613,0.0035752393305301666,0.0010215681977570057,0.0153485257178545,0.021861292,0.012926392257213593,0.9525304436683655,0.018414130434393883,-4.061686992645264,5.189606189727783,5.178877830505371,27.404177,39.365715,27.370838,27.956982,27.384657,32.516453,2.7675884
18000,0.00023528066230937839,-5.31036901473999,0.1480182558298111,5.7546225434634835e-05,0.001186093082651496,0.008779042400419712,0.0225809,0.01578386314213276,0.9366579651832581,0.01471691019833088,-4.057698726654053,5.259551525115967,5.255620956420898,27.38248,39.326065,27.35107,27.987246,27.393757,32.663605,2.4364922
19000,0.03748234361410141,-5.294164657592773,0.118513323366642,0.001811531255953014,0.0011532315984368324,0.007728447671979666,0.02429194,0.008969688788056374,0.9405900835990906,0.011764761991798878,-4.07358455657959,5.267780303955078,5.259715557098389,27.368313,39.28129,27.339901,28.031492,27.409819,32.820827,2.997053
20000,0.00031089785625226796,-5.242038726806641,0.09490279853343964,8.419432560913265e-05,0.0016155852936208248,0.014727538451552391,0.021525886,0.00942898727953434,0.9330931901931763,0.00940657313913107,-4.088987350463867,5.226611137390137,5.223870277404785,27.360538,39.25414,27.330967,28.074078,27.411919,32.991043,3.0564237
