Train/Steps,Loss/Loss_critic,Loss/Loss_abstract_critic,Loss/Loss_lax_bisimulation,Loss/Loss_transition,Loss/Loss_reward,Loss/Loss_actor,DHPG/Q_actual_mean,DHPG/Q_abstract_mean,DHPG/Value_equivalence,Norm/actor_model,Norm/critic_model,Norm/abstract_critic_model,Norm/state_encoder_model,Norm/action_encoder_model,Eval/Return
768000,2.9222271678008838e-06,0.0010266739409416914,0.19162705540657043,2.3152291774749756,3.0160643291310407e-05,0.0,0.0054157329723238945,0.8772315382957458,0.8723101615905762,23.750565,17.055777,18.355978,51.143715,17.643858,0.0
896000,2.2220196115085855e-05,0.0005961906281299889,0.6406254768371582,2.3124070167541504,1.934592546604108e-06,0.0,0.035817887634038925,0.5902127027511597,0.5910844802856445,32.055534,21.712818,19.67356,68.210495,28.931196,0.0
1024000,0.00010985656990669668,0.0007236757082864642,2.5481526851654053,2.343231678009033,1.0263161129842047e-06,0.0,0.06797420978546143,-0.08769193291664124,0.3350571393966675,32.055534,26.025774,20.889736,79.90612,36.35638,0.0
1152000,0.00017547322204336524,0.0001177685335278511,0.7881377935409546,2.3148486614227295,8.813021281639521e-07,0.0,0.05547688528895378,-0.02770702913403511,0.16193640232086182,32.055534,29.33624,22.09107,88.929276,40.105503,0.0
1280000,1.9859337044181302e-05,8.186562627088279e-05,3.618821859359741,2.3267769813537598,1.1649773341559921e-06,0.0,0.026731135323643684,-0.07818367332220078,0.11455503106117249,32.055534,32.062653,22.520445,97.72207,41.862103,0.0
1408000,3.637796680777683e-06,0.0002528271288610995,1.1505290269851685,2.317106246948242,3.085380484435518e-08,0.0,0.020505305379629135,0.11995840072631836,0.12110012769699097,32.055534,34.508106,23.396944,106.556595,44.54926,0.0
1536000,3.584391379263252e-05,7.223064312711358e-05,0.43074366450309753,2.311051845550537,1.2918167158204596e-07,0.0,0.018457992002367973,0.17623651027679443,0.17605635523796082,32.055534,36.338985,23.96406,116.26976,47.455265,0.0
1664000,4.4294474719208665e-06,5.9519679780351e-06,4.856538772583008,2.33221697807312,1.8697998882544198e-07,0.0,0.012666141614317894,0.031258199363946915,0.026773806661367416,32.055534,37.869095,25.599972,125.26852,50.63483,0.0
1792000,2.2707642983732512e-06,6.157803909445647e-06,8.75868034362793,2.3225038051605225,4.0324599215324497e-10,0.0,0.008512008003890514,0.028414595872163773,0.025062907487154007,32.055534,39.07334,27.251348,132.75172,53.57135,0.0
1920000,0.001954067265614867,0.0019560239743441343,3.584766149520874,2.3368961811065674,0.0019529216224327683,0.0,0.0084457416087389,0.021563638001680374,0.014643531292676926,32.055534,39.916134,28.401863,139.53047,55.824265,0.0
2048000,7.727517186140176e-07,2.493642023182474e-05,2.0722174644470215,2.3753483295440674,1.334244785766714e-07,0.0,0.00949372909963131,0.0657537430524826,0.05725766718387604,32.055534,40.70076,28.844976,145.67796,57.02132,0.0
2176000,2.983109084198077e-07,1.628969357625465e-06,1.0673503875732422,2.3087825775146484,4.562348010495043e-07,0.0,0.00981353409588337,0.026200424879789352,0.01704994961619377,32.055534,41.1507,29.633183,153.27196,59.044,0.0
2304000,3.380814450792968e-05,0.001905553974211216,5.766424179077148,2.3391106128692627,0.0019526311662048101,0.0,0.017326129600405693,0.026803817600011826,0.025699354708194733,32.055534,41.691875,30.391853,160.29503,60.830124,0.0
2432000,0.0025870820973068476,6.040201697032899e-06,0.99742192029953,2.310375928878784,1.721030962187342e-08,0.0,0.01490866206586361,0.05549406260251999,0.05593729764223099,32.055534,42.276226,31.271208,167.17761,63.02232,0.0
2560000,5.612972486801482e-08,2.749223995124339e-06,1.8719992637634277,2.317648410797119,2.4888032173348007e-12,0.0,0.004533654078841209,0.0506867840886116,0.046365685760974884,32.055534,42.790577,31.965538,174.94565,64.61305,0.0
2688000,5.601044676950551e-07,1.9618352098405012e-07,1.6536142826080322,2.326738119125366,5.444986239666605e-09,0.0,0.0035580897238105536,0.021605893969535828,0.01947624236345291,32.055534,43.223167,32.454826,182.37323,66.34491,0.0
