Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/source_action_matching_loss,Loss/cross_action_matching_loss,Loss/target_action_matching_loss,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/actor_e2_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Eval/Return,Eval/Return_e2
11000,14.3427152633667,-62.93782424926758,5.800074577331543,0.13642168045043945,0.0686100572347641,0.010828334838151932,0.0010738769778981805,0.0006803704309277236,0.0009754723869264126,0.16430488228797913,-14.300683975219727,60.612274169921875,60.6517333984375,29.569567,61.068333,57.92366,26.42542,57.444847,54.51827,2.503205,0.1279087
12000,0.08420485258102417,-152.83935546875,8.833345413208008,0.11405809223651886,0.12368139624595642,0.08526229858398438,0.0010697039542719722,0.0009598922915756702,0.0005800988874398172,0.2498941272497177,-14.348348617553711,149.00839233398438,149.00506591796875,34.450703,78.221695,69.568146,31.129173,69.226654,65.36367,5.509078,0.5027166
13000,0.48125797510147095,-216.43272399902344,8.217673301696777,0.08529530465602875,0.07658237963914871,0.05211469531059265,0.001113109989091754,0.0005509861512109637,0.00017381156794726849,0.23338162899017334,-14.211309432983398,212.66073608398438,212.6685791015625,41.621944,89.26903,78.312775,39.77058,77.3306,73.35739,8.093669,0.7273138
