Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Loss_representation,Loss/Loss_actor_transfer,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Norm/rep_model,Eval/Return,Eval/Return_e2
21000,0.001044618897140026,-5.122307777404785,0.07488153129816055,0.0006888171192258596,0.04133576527237892,0.04003799706697464,4.899336338043213,0.0003205136745236814,0.007574037648737431,-3.8866074085235596,5.087383270263672,5.088006019592285,28.068624,39.257217,26.912697,27.695911,27.080065,39.572166,3.5329463,4.0862117
22000,0.0014527285238727927,-4.989177227020264,0.05896655470132828,0.000633722695056349,0.030689548701047897,0.03891501575708389,4.684622764587402,0.0011802255176007748,0.006068251561373472,-3.7172231674194336,4.987236499786377,4.985007286071777,28.119423,39.240265,26.9593,27.653027,27.078028,39.80972,3.5067737,4.736339
23000,0.1832251250743866,-4.856807231903076,0.04604794830083847,0.011625007726252079,0.031631022691726685,0.03051060438156128,4.3409576416015625,0.0007775394478812814,0.004867212381213903,-3.460845947265625,4.824434280395508,4.82197380065918,28.130442,39.18258,27.00723,27.625265,27.064754,40.098213,4.12397,5.055846
24000,0.1683451533317566,-4.707294464111328,0.0350465290248394,0.011840242892503738,0.034746911376714706,0.029728563502430916,4.325446605682373,0.004424562677741051,0.0039053428918123245,-2.9739956855773926,4.691056251525879,4.693455696105957,28.168457,39.15962,27.053059,27.639502,27.075006,40.325516,4.375854,5.673113
25000,0.00165131117682904,-4.565010070800781,0.03012222796678543,0.0006491979002021253,0.036304622888565063,0.04017462208867073,4.468752384185791,0.0006460767472162843,0.00314039783552289,-3.591851234436035,4.5524983406066895,4.5558929443359375,28.20098,39.159924,27.090906,27.632656,27.072779,40.551376,4.420457,3.1077688
26000,0.14983880519866943,-4.3666791915893555,0.02318340726196766,0.013307489454746246,0.026197083294391632,0.03917127847671509,4.301024913787842,0.00257222936488688,0.0025231135077774525,-3.188412666320801,4.3747148513793945,4.370098114013672,28.290312,39.18642,27.141253,27.6082,27.068657,40.71731,4.855433,3.4420927
27000,0.0014735260047018528,-4.230925559997559,0.01796887256205082,0.0006820037961006165,0.02497038245201111,0.03596826270222664,4.067654132843018,0.003463165834546089,0.00204073335044086,-2.805105209350586,4.210756778717041,4.211000442504883,28.345583,39.17918,27.161352,27.565008,27.057432,40.904495,5.5103593,3.6771882
28000,0.0019165941048413515,-4.086817264556885,0.012355313636362553,0.0008968993788585067,0.0266153234988451,0.05272615700960159,3.8217217922210693,0.002329764422029257,0.0016585435951128602,-1.449495792388916,4.064583778381348,4.0696845054626465,28.43355,39.262726,27.193926,27.514317,27.045523,41.132027,9.018111,4.537811
29000,0.0013110123109072447,-3.9584832191467285,0.009863972663879395,0.0008259600144810975,0.02718392200767994,0.047737013548612595,3.723466157913208,0.005879003554582596,0.0013444013893604279,-1.337073802947998,3.9395930767059326,3.9451253414154053,28.568317,39.249058,27.233784,27.490572,27.038153,41.270584,12.258127,5.6064134
30000,0.11827637255191803,-3.812725305557251,0.006973409093916416,0.01507593598216772,0.036478571593761444,0.03176727145910263,3.4193801879882812,0.0011817706981673837,0.0011189891956746578,-0.23188278079032898,3.808958053588867,3.8070731163024902,28.745249,39.27571,27.24919,27.465416,27.030033,41.502594,17.327652,6.3773894
31000,0.00759697612375021,-3.726545810699463,0.0031549681443721056,0.0022716387175023556,0.03941795974969864,0.07676100730895996,3.3280768394470215,0.007037254981696606,0.0009385403827764094,2.6384310722351074,3.6932339668273926,3.6926567554473877,28.848675,39.35832,27.275658,27.443035,27.02831,41.746002,23.532036,6.4924774
32000,0.10920768231153488,-3.652858257293701,0.0014506424777209759,0.017453869804739952,0.04985113441944122,0.027966050431132317,2.8313980102539062,0.02512306347489357,0.0008121750433929265,4.213879585266113,3.640367269515991,3.6432480812072754,28.953419,39.410378,27.308058,27.439453,27.023426,42.00567,24.271276,6.4726825
33000,0.006912599317729473,-3.583296298980713,0.0004412847338244319,0.00270643038675189,0.046342574059963226,0.11524379253387451,2.5267832279205322,0.009753644466400146,0.0007289675995707512,5.394644260406494,3.5663654804229736,3.5684585571289062,29.052134,39.504723,27.35927,27.432953,27.021816,42.269836,20.253172,7.050251
34000,0.09161412715911865,-3.4738216400146484,-0.00012896560656372458,0.018948135897517204,0.05063122138381004,0.03036157600581646,2.6459128856658936,0.0136079341173172,0.0006403280422091484,6.2014055252075195,3.4499855041503906,3.450110912322998,29.215582,39.709164,27.405941,27.427078,27.033848,42.58653,20.44375,5.7893677
35000,0.010979866608977318,-3.459155559539795,-0.0006955861463211477,0.0034477715380489826,0.06475924700498581,0.065678671002388,2.449922561645508,0.01626337319612503,0.0006127036176621914,7.135273456573486,3.423121690750122,3.422614574432373,29.437092,39.923466,27.458609,27.439453,27.045061,42.89415,25.691532,5.815289
36000,0.010145667940378189,-3.468101739883423,-0.0005888412706553936,0.011956837959587574,0.054528214037418365,0.07869597524404526,2.270522356033325,0.03149193152785301,0.0006026050541549921,6.97715950012207,3.4385318756103516,3.4402077198028564,29.690756,40.12317,27.48938,27.447622,27.053364,43.198463,33.117634,6.9554033
37000,0.010770157910883427,-3.3671271800994873,0.0007047931430861354,0.0030871378257870674,0.07860645651817322,0.10056093335151672,2.453892230987549,0.0419665202498436,0.0005947748431935906,4.815025329589844,3.330798864364624,3.332806348800659,30.172512,40.39081,27.573465,27.476473,27.098677,43.544563,37.80075,8.031737
38000,0.013975335285067558,-3.373706340789795,0.000468263664515689,0.016130447387695312,0.06593379378318787,0.10079017281532288,2.4611995220184326,0.05290427803993225,0.0006081222090870142,5.229984283447266,3.340144634246826,3.340273857116699,30.585304,40.61658,27.65165,27.510769,27.17008,43.887444,41.241177,8.847276
39000,0.0212026908993721,-3.4339957237243652,-1.1978590009675827e-05,0.011057164520025253,0.08459634333848953,0.16671131551265717,2.227623462677002,0.04579903930425644,0.0006625764654017985,6.018078804016113,3.397829532623291,3.397209644317627,30.94246,40.871952,27.727772,27.543934,27.215595,44.27253,40.09207,10.237174
40000,0.052723899483680725,-3.446561813354492,-0.0002248059754492715,0.020866766571998596,0.05142548680305481,0.07707909494638443,2.10548734664917,0.06477954983711243,0.000698377494700253,6.321897506713867,3.3918962478637695,3.393420696258545,31.280003,41.053253,27.80484,27.592474,27.267027,44.639755,40.915005,10.57464
41000,0.017650222405791283,-3.4202523231506348,-0.0006149261607788503,0.011183283291757107,0.08648587763309479,0.1908472776412964,2.0272696018218994,0.08885148167610168,0.0007267453474923968,6.846137046813965,3.3752100467681885,3.3746235370635986,31.618418,41.25698,27.890015,27.62546,27.304014,44.985065,45.855427,10.057742
42000,0.01434688363224268,-3.483708620071411,0.0002082264982163906,0.010159404948353767,0.11562345176935196,0.1907634288072586,2.208317995071411,0.09952770173549652,0.0006539769237861037,5.6815996170043945,3.452974319458008,3.4518728256225586,31.89911,41.434696,27.962694,27.65499,27.324923,45.30641,55.24706,10.150057
43000,0.11993148177862167,-3.5542354583740234,0.0001803369668778032,0.06187649071216583,0.059367384761571884,0.024227086454629898,2.342273235321045,0.19939389824867249,0.0006369648035615683,5.716880798339844,3.520925521850586,3.5210108757019043,32.156277,41.575905,28.065897,27.687662,27.361553,45.664955,58.983376,7.6288605
44000,0.12715588510036469,-3.6625664234161377,-0.0002580438449513167,0.04598686099052429,0.07060065865516663,0.11140075325965881,2.2562055587768555,0.20216584205627441,0.0007726192125119269,6.333985805511475,3.6125588417053223,3.612046241760254,32.448887,41.819286,28.14859,27.739073,27.400036,46.0278,57.34192,5.4597545
45000,0.025599084794521332,-3.71822190284729,0.00015581457410007715,0.04339161515235901,0.09975869208574295,0.11269539594650269,2.066046953201294,0.22879914939403534,0.0007480377680622041,5.7917022705078125,3.686570405960083,3.6851348876953125,32.69694,42.01809,28.219757,27.78896,27.434647,46.40932,55.40135,3.7572029
46000,0.03260205313563347,-3.7232186794281006,-8.365913527086377e-05,0.02266469970345497,0.10977789759635925,0.20677702128887177,1.9124853610992432,0.22388756275177002,0.0007971698651090264,6.104945182800293,3.668088436126709,3.666914224624634,32.96576,42.191914,28.282265,27.817858,27.449978,46.78506,47.122707,2.4368813
47000,0.04391685500741005,-3.875220775604248,-0.00010368504445068538,0.02188665047287941,0.16253551840782166,0.2378387153148651,1.9270968437194824,0.29511362314224243,0.0008760668570175767,6.118352890014648,3.8190839290618896,3.821716070175171,33.293392,42.38991,28.355288,27.845943,27.47348,47.140007,53.222267,0.37193537
48000,0.1779995560646057,-4.131745338439941,-0.00038477597991004586,0.07690709829330444,0.06329138576984406,0.0867965966463089,2.0098860263824463,0.3347029685974121,0.0009702337556518614,6.396580696105957,4.094306945800781,4.094517707824707,33.634487,42.579426,28.436274,27.88643,27.506315,47.516453,61.161896,0.72777694
49000,0.035672590136528015,-4.157059669494629,-0.0024891160428524017,0.029953867197036743,0.13045236468315125,0.17815111577510834,1.683558464050293,0.23653216660022736,0.0011383501114323735,8.186599731445312,4.115655422210693,4.109149932861328,34.00465,42.866173,28.497898,27.926228,27.535769,47.896225,58.945435,1.0223893
50000,0.029814202338457108,-4.309859275817871,0.0006874329410493374,0.026129454374313354,0.1425607055425644,0.33802881836891174,1.9432320594787598,0.35073715448379517,0.0013307296903803945,5.483416557312012,4.26270866394043,4.261118412017822,34.19409,43.059505,28.567188,27.958664,27.56187,48.250214,72.37234,1.3066927
51000,0.042862024158239365,-4.487980365753174,0.00014229871158022434,0.024617815390229225,0.10394345223903656,0.2343057096004486,1.645037293434143,0.34843122959136963,0.001524101011455059,5.906634330749512,4.417608261108398,4.418674468994141,34.50969,43.400475,28.64056,28.024656,27.599655,48.570236,73.12689,2.7194004
52000,0.04201630875468254,-4.681140899658203,-0.000976384209934622,0.04374432563781738,0.1282672882080078,0.2460167407989502,1.5878827571868896,0.382296621799469,0.0014826911501586437,6.65852165222168,4.619430065155029,4.620204448699951,34.84646,43.61543,28.718801,28.090635,27.637611,48.875698,82.37423,3.0891168
53000,0.03322210535407066,-4.839670658111572,0.0009846593020483851,0.08343237638473511,0.07341652363538742,0.14474739134311676,1.5329447984695435,0.4826086759567261,0.0013854928547516465,5.289307594299316,4.785935878753662,4.782135963439941,35.131897,43.870464,28.78827,28.169598,27.693373,49.163017,86.062256,2.8865006
54000,0.02792472392320633,-4.851612091064453,0.00040306037408299744,0.05923844873905182,0.10990538448095322,0.26891040802001953,1.5149708986282349,0.49314963817596436,0.0012466136831790209,5.676675796508789,4.803134441375732,4.797857284545898,35.497395,44.045895,28.853085,28.259455,27.734127,49.490696,78.64152,2.8434494
55000,0.04175705462694168,-5.108672142028809,0.00021747798018623143,0.08049024641513824,0.13626040518283844,0.07583460956811905,1.3192827701568604,0.5385693907737732,0.001392955775372684,5.843873023986816,5.063397407531738,5.066502571105957,35.7871,44.152405,28.903631,28.33297,27.771542,49.792114,90.61284,2.5717905
56000,0.07554484903812408,-5.046432018280029,-0.0006907007191330194,0.06611991673707962,0.077306367456913,0.0922882929444313,1.671680212020874,0.6713311076164246,0.0014333623694255948,6.481874465942383,5.017479419708252,5.007084846496582,36.09941,44.339718,28.971636,28.427301,27.815619,50.173954,86.461,1.4398626
57000,0.05348508805036545,-5.124556541442871,-0.00023630210489500314,0.06351262331008911,0.09364176541566849,0.2053307592868805,1.3836708068847656,0.6589436531066895,0.001439342857338488,6.164173603057861,5.0801591873168945,5.077223777770996,36.42085,44.49038,29.018091,28.500755,27.842096,50.48961,105.04321,2.2171333
58000,0.054979439824819565,-5.3821001052856445,-0.0008154507377184927,0.07547228038311005,0.11133729666471481,0.2059411108493805,1.438908576965332,0.7237807512283325,0.0014705103822052479,6.554535865783691,5.3628668785095215,5.353814125061035,36.742992,44.738922,29.06906,28.592709,27.884975,50.84802,103.48211,2.1122491
59000,0.08051194250583649,-5.591768264770508,0.0007461492787115276,0.12357760220766068,0.11854228377342224,0.06491465866565704,1.264157772064209,0.5762372612953186,0.0015363777056336403,5.514345169067383,5.5441203117370605,5.533441066741943,37.100002,44.980972,29.138327,28.670801,27.90828,51.206505,119.15059,1.9677896
60000,0.05316390097141266,-5.8138933181762695,-0.0006405984750017524,0.07470957189798355,0.1919737458229065,0.1264650821685791,1.3251588344573975,0.6401005983352661,0.001722009270451963,6.372006416320801,5.7618608474731445,5.754386901855469,37.445236,45.211674,29.19775,28.734785,27.927433,51.548607,130.79198,1.9595274
61000,0.10428440570831299,-5.845808029174805,0.00029768029344268143,0.10089074075222015,0.0888652428984642,0.3201948404312134,1.1358091831207275,0.6543442010879517,0.0017086451407521963,5.825779914855957,5.791915416717529,5.79001522064209,37.736042,45.342625,29.266287,28.80484,27.944393,51.91332,137.61865,1.6930462
62000,0.09374308586120605,-6.431906700134277,0.0009424190502613783,0.07891687005758286,0.19534721970558167,0.3407379388809204,1.0949625968933105,0.7824238538742065,0.0019440202740952373,5.51522159576416,6.356954574584961,6.361877918243408,38.082256,45.61833,29.327902,28.883762,27.962479,52.20428,145.80656,0.524172
63000,0.07137635350227356,-6.499820232391357,-0.0005621195887215436,0.09881013631820679,0.2022729068994522,0.33803772926330566,1.1752792596817017,0.7735337018966675,0.0018290869193151593,6.3073225021362305,6.439525604248047,6.436136245727539,38.436954,45.8791,29.419765,28.96004,27.983881,52.49958,158.27628,0.50089735
64000,0.7802759408950806,-6.4647746086120605,0.00021719641517847776,0.27807796001434326,0.12917082011699677,0.18595294654369354,1.1525652408599854,0.8231417536735535,0.0019063586369156837,5.8860673904418945,6.430424690246582,6.418270111083984,38.72075,46.06699,29.484438,29.02318,28.010702,52.85728,164.1917,1.2576087
65000,0.09181945025920868,-7.082240104675293,1.2946222796017537e-06,0.11161699891090393,0.10542992502450943,0.5799481868743896,1.14981210231781,0.7442396283149719,0.002094922587275505,5.999382019042969,7.023411750793457,7.014379501342773,39.071968,46.316097,29.542852,29.089201,28.01934,53.12821,171.22362,2.1974287
66000,0.11453120410442352,-7.220755100250244,0.0009034516988322139,0.1930517554283142,0.2474832981824875,0.04848580062389374,1.021782398223877,0.9217699766159058,0.002050896408036351,5.559484481811523,7.15178918838501,7.149956703186035,39.3763,46.453766,29.62672,29.15228,28.027267,53.41672,173.60619,2.8492923
67000,0.10920151323080063,-7.715746879577637,-0.0008634764817543328,0.2722543179988861,0.20847682654857635,0.3134903311729431,0.9890506863594055,0.8079406023025513,0.0021998656447976828,6.392513275146484,7.612407684326172,7.617613315582275,39.671864,46.634293,29.706526,29.211292,28.053024,53.715343,157.99748,4.183075
68000,0.10345689952373505,-8.10745620727539,0.0008597521809861064,0.29401353001594543,0.15876200795173645,0.0845712423324585,1.092323899269104,0.8728756904602051,0.0021211355924606323,5.5946736335754395,7.984584331512451,7.98436975479126,39.933205,46.806488,29.779583,29.243351,28.052774,53.94183,168.18129,5.1671715
69000,0.09234786033630371,-8.214717864990234,-0.0003505620697978884,0.17174702882766724,0.08523351699113846,0.1957693099975586,1.2358064651489258,0.8766274452209473,0.002105645602568984,6.166486740112305,8.125333786010742,8.121145248413086,40.219856,47.008007,29.830435,29.248804,28.05555,54.226864,174.41135,5.065841
