Train/Steps,Loss/Loss_critic,Loss/Loss_abstract_critic,Loss/Loss_lax_bisimulation,Loss/Loss_transition,Loss/Loss_reward,Loss/Loss_actor,DHPG/Q_actual_mean,DHPG/Q_abstract_mean,DHPG/Value_equivalence,Norm/actor_model,Norm/critic_model,Norm/abstract_critic_model,Norm/state_encoder_model,Norm/action_encoder_model,Eval/Return
136192,0.19357562065124512,0.3138277530670166,0.21519353985786438,1.3509087562561035,0.0771007239818573,-3.8260748386383057,1.4659827947616577,2.179014205932617,1.1141479015350342,39.661327,46.945755,22.687918,52.046555,22.42867,283.6171875
264192,0.913589596748352,0.9816646575927734,3.4036917686462402,1.9611091613769531,0.15865260362625122,-16.09967613220215,10.202901840209961,5.070569038391113,5.096747875213623,52.380226,61.519638,30.29991,78.0123,46.86653,626.6953125
392192,1.7834193706512451,2.0135300159454346,6.192538738250732,2.152650833129883,0.15119829773902893,-38.25733184814453,22.214082717895508,15.34918212890625,6.776358127593994,60.866035,73.00765,36.938828,99.981384,56.49144,958.53125
520192,3.9904584884643555,6.077276706695557,17.9033203125,2.3545548915863037,0.16895167529582977,-74.26180267333984,39.37310791015625,33.31719207763672,6.102541923522949,67.78978,83.67502,41.658825,116.59002,64.66299,973.53125
648192,4.622488021850586,6.769806861877441,13.285014152526855,2.1286211013793945,0.09014025330543518,-115.46143341064453,57.30647277832031,53.967498779296875,3.4946775436401367,73.61136,92.609406,45.511612,132.28183,71.62094,976.40625
776192,3.832772731781006,4.601349830627441,9.919356346130371,2.019740581512451,0.08395637571811676,-142.74790954589844,70.74605560302734,69.1248779296875,1.9038670063018799,78.22084,99.27612,48.335266,143.56708,78.100975,973.765625
904192,3.386983871459961,4.750477313995361,10.792360305786133,2.0245513916015625,0.07747558504343033,-161.55502319335938,80.28486633300781,79.98977661132812,1.1395561695098877,82.25934,104.48222,50.491238,152.55116,83.87835,976.078125
1032192,2.3145499229431152,3.6232433319091797,10.148258209228516,2.0800251960754395,0.040969494730234146,-172.4864044189453,85.64921569824219,85.58027648925781,0.938630223274231,85.77792,109.03047,52.46237,160.49712,89.19448,975.7578125
1160192,1.9828349351882935,2.9303178787231445,7.8558573722839355,1.905521035194397,0.06716518104076385,-178.31546020507812,89.56903076171875,89.66561889648438,0.8319896459579468,89.00009,113.17137,54.169323,168.0189,94.00123,961.046875
1288192,2.6518819332122803,2.7026526927948,10.305680274963379,1.853824257850647,0.07485760748386383,-182.6735382080078,90.21874237060547,90.25460052490234,0.8874739408493042,92.18006,117.07616,55.796387,174.72606,98.57749,977.421875
1416192,2.1063003540039062,2.256549835205078,7.910989761352539,1.7648675441741943,0.07668095082044601,-184.82968139648438,91.09574890136719,91.16641235351562,0.7921179533004761,95.00906,120.85692,57.34035,180.6952,102.98361,978.828125
1544192,1.908418893814087,3.130040407180786,6.308783054351807,1.725479245185852,0.059187889099121094,-189.4573211669922,92.68685913085938,92.6583480834961,0.6615294814109802,97.78218,124.459656,58.862133,185.99112,107.14161,976.609375
1672192,1.583962082862854,2.3757896423339844,6.249477386474609,1.7235777378082275,0.052699580788612366,-188.21009826660156,93.07296752929688,92.98133087158203,0.6480980515480042,100.457954,127.74616,60.309135,190.67743,111.014946,962.5703125
1800192,1.6863656044006348,2.3803863525390625,7.676019668579102,1.602254033088684,0.045909713953733444,-188.05088806152344,94.72171783447266,94.73311614990234,0.5704202651977539,103.0218,131.10721,61.69029,195.232,114.82443,977.34375
1928192,1.7112756967544556,2.495229721069336,3.950286388397217,1.7307535409927368,0.07106394320726395,-191.14532470703125,94.20148468017578,93.79676818847656,0.6291847825050354,105.54254,134.3724,63.096264,199.41708,118.45262,960.453125
