Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Eval/Return
641000,0.5535959005355835,-8.111827850341797,0.0059027764946222305,0.001934365718625486,17.948469161987305,7.790704250335693,7.782251358032227,33.03387,61.190186,0.0009341488
642000,0.37332582473754883,-16.283092498779297,0.00356142851524055,0.0025870902463793755,19.623384475708008,15.835612297058105,15.81936264038086,41.81246,75.43074,0.41624928
643000,1.3202743530273438,-19.490633010864258,-0.0009408955229446292,0.0013503901427611709,21.696758270263672,19.259857177734375,19.229984283447266,49.2568,85.1383,1.9189554
644000,0.6762461066246033,-20.830787658691406,0.0009743768023326993,0.002036378486081958,20.521514892578125,20.53661346435547,20.499256134033203,54.99971,93.65015,5.098086
645000,0.7405338287353516,-22.815349578857422,0.00035156082594767213,0.0019661125261336565,20.821189880371094,22.509187698364258,22.5035400390625,59.859577,101.575455,37.49347
646000,1.8681186437606812,-23.393461227416992,0.0003589450498111546,0.0027145743370056152,20.86777114868164,22.95427131652832,22.98921775817871,64.48622,109.272095,6.906119
647000,2.5374560356140137,-27.41515350341797,0.0013174049090594053,0.004059905651956797,20.675508499145508,26.955747604370117,26.887096405029297,68.664345,116.44531,142.9185
648000,17.45431900024414,-29.072418212890625,0.0004639853141270578,0.003668445162475109,20.873519897460938,28.70233726501465,28.754165649414062,72.78794,123.51029,165.04991
649000,4.295757293701172,-32.264366149902344,0.0018176550511270761,0.0039304085075855255,20.537540435791016,32.020225524902344,31.95660400390625,76.51939,130.09134,209.15193
650000,33.065555572509766,-34.54808044433594,0.0024935018736869097,0.0037140315398573875,20.32862663269043,34.16884994506836,34.35774230957031,80.13879,136.60687,268.71103
651000,16.230478286743164,-35.71540069580078,-0.0006403952138498425,0.003911455627530813,21.16372299194336,35.42387771606445,35.4364013671875,83.51674,142.64711,341.07013
652000,5.742514610290527,-35.93262481689453,0.0026795805897563696,0.004013472702354193,20.332353591918945,35.59575653076172,35.579978942871094,86.61413,148.39354,391.8115
653000,7.729582786560059,-36.00897979736328,0.003249053843319416,0.0039652506820857525,20.180618286132812,35.702430725097656,35.74684143066406,89.71498,153.69855,394.80142
654000,2.484164237976074,-34.972747802734375,-0.0005028508603572845,0.00348899164237082,21.14412498474121,34.73749542236328,34.694007873535156,92.594406,158.65083,405.27698
655000,2.0297353267669678,-34.15403747558594,0.003123736009001732,0.0035939724184572697,20.130840301513672,33.924400329589844,33.918556213378906,95.297615,163.32074,441.06427
656000,1.9070810079574585,-33.18068313598633,0.00065045797964558,0.003303535981103778,20.803102493286133,32.96574020385742,33.03704071044922,97.95621,167.81151,462.3846
657000,2.463925838470459,-34.279380798339844,-0.002987852320075035,0.003627094905823469,21.823759078979492,33.983619689941406,34.04828643798828,100.67129,172.11559,505.00626
658000,2.3399319648742676,-35.37135314941406,-0.00022118384367786348,0.0036799961235374212,21.060104370117188,35.20563507080078,35.2164421081543,103.2692,176.42851,581.0137
