Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/source_action_matching_loss,Loss/target_action_matching_loss,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/actor_e2_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Eval/Return,Eval/Return_e2
641000,0.29120808839797974,-7.670437812805176,0.00841006264090538,0.10487028956413269,0.09228959679603577,0.07588401436805725,0.3242625594139099,37.460121154785156,0.002154421526938677,17.096370697021484,7.372804641723633,7.362818717956543,40.177914,59.313877,57.869247,28.464455,60.21863,59.142624,117.20385,116.365456
642000,0.7914442420005798,-17.37244987487793,0.0022228241432458162,0.11767075210809708,0.021419309079647064,0.10866150259971619,0.30888113379478455,13.5821533203125,0.0017805034294724464,19.751575469970703,17.02499008178711,17.00499725341797,74.34363,73.99715,70.501015,28.473635,72.2857,70.74661,158.41348,126.01035
643000,0.566451907157898,-23.091341018676758,0.00016475928714498878,0.04236964136362076,0.03203625977039337,0.0419158861041069,0.3079390823841095,7.036649703979492,0.0017883219989016652,20.907869338989258,22.820404052734375,22.790626525878906,105.89619,83.97385,82.009056,28.44659,83.63803,81.06063,328.19614,149.08307
644000,0.7736606597900391,-22.59066390991211,0.00028022375772707164,0.06899241358041763,0.011934462003409863,0.021789425984025,0.2804478704929352,4.002321720123291,0.001515743206255138,20.81512451171875,22.387832641601562,22.366741180419922,130.37357,92.86428,92.60495,28.393806,94.31718,90.42318,305.82755,283.40146
645000,1.3426215648651123,-20.664527893066406,-0.00029705194174312055,0.16062894463539124,0.018649529665708542,0.037361882627010345,0.28283974528312683,2.7147459983825684,0.0015757334185764194,21.18851661682129,20.41150665283203,20.422109603881836,150.01901,101.19646,103.03672,28.33343,104.462555,99.80772,480.7795,290.62552
646000,2.2800512313842773,-20.767898559570312,-0.0013997548958286643,0.13664139807224274,0.12425024062395096,0.024248763918876648,0.28128984570503235,2.2640910148620605,0.001828943844884634,21.765335083007812,20.55559539794922,20.588247299194336,169.54424,109.13822,113.12302,28.267223,114.25619,108.92334,467.41525,282.2063
647000,2.765152931213379,-20.625179290771484,0.000593479024246335,0.14980798959732056,0.03460463881492615,0.030529750511050224,0.2098686695098877,2.083312511444092,0.002467263024300337,20.759458541870117,20.338642120361328,20.277713775634766,187.16501,116.71507,122.38424,28.199778,122.768074,117.6269,487.1341,201.9246
648000,8.109091758728027,-23.847074508666992,-0.0026917874347418547,0.33660244941711426,0.027504319325089455,0.036148183047771454,0.15847869217395782,1.8375864028930664,0.0031769946217536926,21.847274780273438,23.477025985717773,23.411331176757812,205.42366,123.941895,130.7912,28.136543,131.17967,126.88915,391.46844,211.0651
649000,2.885561943054199,-26.702762603759766,-0.00026162099675275385,0.23836897313594818,0.06209809333086014,0.12017307430505753,0.1424870640039444,1.5536094903945923,0.003226646687835455,21.08108139038086,26.28071403503418,26.31212615966797,225.9978,131.23987,138.18625,28.084206,140.4595,135.63046,348.9487,180.09256
650000,1.9398653507232666,-27.774616241455078,0.0003879512951243669,0.23317748308181763,0.18043726682662964,0.039348211139440536,0.16365717351436615,1.0341984033584595,0.0028856948483735323,20.86556053161621,27.433673858642578,27.484437942504883,242.17236,137.5826,145.32169,28.040043,149.48576,144.34914,336.88724,0.6156675
651000,1.3698806762695312,-27.961841583251953,0.0011280637700110674,0.2793707251548767,0.08291897177696228,0.06168147549033165,0.156694233417511,0.9164685606956482,0.002696519484743476,20.5816593170166,27.65741729736328,27.73617935180664,252.92921,143.41275,151.89474,28.005007,158.0269,152.48892,320.7133,7.646994e-06
652000,1.6441023349761963,-28.152406692504883,0.0018725183326750994,0.6625657081604004,0.1224249005317688,0.079137422144413,0.14186978340148926,0.8376227617263794,0.0028249365277588367,20.337146759033203,27.952499389648438,27.951025009155273,260.99246,148.66815,158.19691,27.976515,165.68578,159.92415,393.8492,0.00020027657
