Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Act_rep_loss,Loss/Critic_rep_loss,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Metric/self_state_distance,Metric/cross_state_distance,Metric/self_state_action_distance,Metric/cross_state_action_distance,Metric/avg_self_state_asymmetry,Metric/avg_cross_state_asymmetry,Metric/avg_self_sa_asymmetry,Metric/avg_cross_sa_asymmetry,Metric/self_state_action_to_state_distance,Metric/cross_state_action_to_state_distance,Metric/h_lambda_diff_self,Metric/h_lambda_diff_cross,Eval/Return
136192,2.1158570007173694e-07,-0.3576299250125885,0.0036504212766885757,0.003288040403276682,0.0027452846989035606,5.106757726025535e-06,0.15930218994617462,0.0,0.0015412154607474804,-1.3644689321517944,0.35581982135772705,0.35561296343803406,17.73829,22.803045,30.179049,30.287054,30.706644,0.0017318198224529624,0.9144864678382874,0.0004244498850312084,0.897145688533783,0.0,0.0011172500671818852,0.0,0.0016671367920935154,0.0006221351213753223,0.8978299498558044,0.0007147016003727913,0.0017226490890607238,0.0
264192,2.5284450089202437e-08,-0.11448743939399719,0.00012232160952407867,0.002599158091470599,0.0020588133484125137,4.775828983838437e-06,0.16641023755073547,0.0,6.605128146475181e-05,-0.8354193568229675,0.11479996144771576,0.11442286521196365,24.524876,22.740265,31.281069,30.283218,32.285896,0.0014807551633566618,0.9154568910598755,0.0011077506933361292,0.8985826373100281,0.0,0.0012690461007878184,0.0,0.001234344788827002,0.0003060463350266218,0.8999428749084473,0.0008999009151011705,0.0017205607146024704,0.0
392192,7.744619168192912e-09,-0.03429266810417175,-3.11746680381475e-06,0.0022036400623619556,0.00164907262660563,9.284424322686391e-07,0.1667923778295517,0.0,6.784303423046367e-06,1.5922517776489258,0.034300025552511215,0.03452439606189728,29.78176,22.755518,32.609653,31.370632,34.649597,0.0018518057186156511,0.9168668985366821,0.0015040781581774354,0.9000635743141174,0.0,0.0008990673813968897,0.0,0.0006524610798805952,0.0002778620400931686,0.8999053835868835,0.0013711594510823488,0.0007547005079686642,0.0
520192,0.18119938671588898,-2.8830840587615967,6.369873881340027e-05,0.47589483857154846,0.15336595475673676,0.004024292808026075,0.03504839539527893,3.9944655895233154,0.016012126579880714,1.0379879474639893,2.809791088104248,2.8035829067230225,41.169186,54.4397,44.19184,42.147163,44.504555,0.004140392877161503,1.1567914485931396,0.02956472896039486,1.3363631963729858,0.0,0.022716645151376724,0.0,0.03693672642111778,0.00993737205862999,1.3227572441101074,0.02296159788966179,0.03297378122806549,888.0
648192,0.8768548369407654,-17.717205047607422,-0.01680804416537285,2.2593042850494385,1.0124571323394775,0.002725425874814391,0.03292614594101906,17.669658660888672,0.14402320981025696,1.1791155338287354,17.74948501586914,17.797149658203125,50.405045,77.305084,47.699574,46.674458,55.167213,0.03414709120988846,2.0542125701904297,0.06444691121578217,2.737736225128174,0.0,0.04314015805721283,0.0,0.045388393104076385,0.011111972853541374,2.6682045459747314,0.05700211226940155,0.07849325239658356,953.0
776192,0.5414825677871704,-30.027557373046875,-0.0017662076279520988,2.7619168758392334,1.1817504167556763,0.0028138950001448393,0.037026695907115936,21.131433486938477,0.18844757974147797,1.090503215789795,30.002132415771484,30.008743286132812,56.457363,87.81409,50.10897,56.91403,58.447636,0.010162722319364548,2.319493532180786,0.035032063722610474,3.259291172027588,0.0,0.043621912598609924,0.0,0.04163641482591629,0.01428438164293766,3.2198145389556885,0.022913401946425438,0.06453646719455719,954.0
904192,0.5976921319961548,-40.54499053955078,0.007008682005107403,3.5293819904327393,1.5682294368743896,0.003046239959076047,0.02473626844584942,24.784883499145508,0.21201768517494202,0.8827940225601196,40.357460021972656,40.33513641357422,61.90687,95.47598,52.66124,68.15393,60.907284,0.014702491462230682,2.6536784172058105,0.05712608993053436,3.6817047595977783,0.0,0.02999693527817726,0.0,0.05239417403936386,0.008939145132899284,3.6472647190093994,0.048504479229450226,0.0546271838247776,953.0
1032192,1.16227388381958,-53.72203826904297,-0.036323606967926025,3.939464569091797,1.7668102979660034,0.0029951694887131453,0.01750255934894085,27.35268211364746,0.1888895332813263,1.1393742561340332,53.59581756591797,53.54176330566406,68.66768,101.96776,55.21384,74.67855,63.353775,0.011041036807000637,2.782135486602783,0.03778773546218872,3.8728537559509277,0.0,0.035024940967559814,0.0,0.03717682510614395,0.00866776518523693,3.8532888889312744,0.029347050935029984,0.04772145301103592,955.0
1160192,0.7110556364059448,-58.864620208740234,0.02921816147863865,3.4163687229156494,1.4359239339828491,0.0018895609537139535,0.028969330713152885,27.20708465576172,0.19029600918293,0.8116636872291565,58.62699508666992,58.59547424316406,76.40455,107.626045,57.61958,80.856346,65.63435,0.0024651272688061,2.6028833389282227,0.019197164103388786,3.7727444171905518,0.0,0.038064226508140564,0.0,0.03743794932961464,0.010401525534689426,3.7885324954986572,0.011021841317415237,0.04899284988641739,954.0
1288192,0.9032626748085022,-65.25520324707031,0.021374598145484924,3.5076510906219482,1.6269164085388184,0.003735286882147193,0.028018828481435776,27.220762252807617,0.17214947938919067,0.9131492376327515,64.94261932373047,64.9364242553711,83.05937,112.81346,59.971092,85.81856,67.871,0.006807548459619284,2.6678075790405273,0.02865786850452423,3.763306140899658,0.0,0.030253291130065918,0.0,0.04067324474453926,0.005080687813460827,3.7673630714416504,0.023697519674897194,0.045743800699710846,955.0
