Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_mico,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,MICo/Online_dist,MICo/Target_dist,MICo/Norm_term,MICo/Angle_term,MICo/Rep_sq_norm,MICo/Grad_ratio,Norm/actor_model,Norm/critic_model,Norm/state_encoder_model,Norm/actor_head_model,Eval/Return
136192,0.006667179521173239,-0.8575374484062195,0.03218590468168259,0.007130224257707596,0.014792287722229958,-1.1014885902404785,0.8357155323028564,0.8358184099197388,5.552593231201172,5.5105180740356445,5.491609573364258,0.060984253883361816,5.4916090965271,0.022215580567717552,27.50047,48.278114,12.448656,13.250428,0.9921875
264192,0.43892088532447815,-15.786978721618652,-0.10786221921443939,0.7491113543510437,0.05600758641958237,2.8660635948181152,15.092134475708008,15.108633041381836,6.767428398132324,7.379757881164551,6.646015644073486,0.12141267210245132,6.646015644073486,0.0041822390630841255,43.922558,66.43045,20.267197,22.621288,832.578125
392192,0.6436641216278076,-41.976661682128906,-0.016969598829746246,0.9318438768386841,0.23098096251487732,0.9792790412902832,41.56507873535156,41.57482147216797,14.48055362701416,15.234871864318848,14.350117683410645,0.13043586909770966,14.350117683410645,0.0027396187651902437,50.715263,77.40385,23.009089,26.911114,819.40625
520192,0.44529014825820923,-51.797706604003906,-0.02410346269607544,0.9764614105224609,0.21928399801254272,1.1783841848373413,51.53117370605469,51.53425598144531,21.22720718383789,21.915393829345703,21.098087310791016,0.12911881506443024,21.098087310791016,0.0029000078793615103,55.850536,85.50573,25.539995,30.150423,872.9609375
648192,0.4521421194076538,-56.19084930419922,0.003397307125851512,0.9776090979576111,0.2202318012714386,0.9156978726387024,55.9710807800293,55.98868942260742,26.298526763916016,26.89789581298828,26.171016693115234,0.12751206755638123,26.171016693115234,0.0036643475759774446,60.56245,93.253334,28.116146,33.102165,867.5625
776192,0.4765792787075043,-59.946022033691406,0.0027968059293925762,1.0007658004760742,0.21694687008857727,0.8880859613418579,59.751312255859375,59.758888244628906,29.389259338378906,29.954326629638672,29.264938354492188,0.12432214617729187,29.264938354492188,0.0033375315833836794,64.90109,100.64357,30.527966,35.810337,976.0625
904192,0.4407835006713867,-62.03815841674805,0.015063262544572353,0.9504728317260742,0.21973299980163574,1.0068814754486084,61.986228942871094,61.9788818359375,31.380523681640625,31.869667053222656,31.257667541503906,0.12285565584897995,31.257667541503906,0.0028458465822041035,68.82431,107.83489,32.790443,38.276684,976.671875
1032192,0.4306398928165436,-63.74181365966797,0.003909872844815254,0.8741847276687622,0.22688190639019012,1.0239953994750977,63.70963668823242,63.709808349609375,32.60728454589844,32.904014587402344,32.48606491088867,0.12121632695198059,32.48606872558594,0.0021909892093390226,72.38942,114.72109,34.93532,40.654896,976.734375
1160192,0.38506367802619934,-66.15220642089844,0.01710839569568634,0.8305768966674805,0.23051322996616364,0.9920337200164795,66.16191101074219,66.16265869140625,33.24530029296875,33.702266693115234,33.12863540649414,0.11666794121265411,33.128631591796875,0.003117691958323121,75.790634,121.26393,36.9466,42.954605,978.203125
1288192,0.39988213777542114,-66.56803894042969,-0.021879995241761208,0.8048478364944458,0.22872008383274078,1.054706335067749,66.53361511230469,66.52505493164062,33.556087493896484,33.843994140625,33.43653106689453,0.11955387890338898,33.43653106689453,0.002927978290244937,78.92309,127.75872,38.80395,45.048637,972.8828125
1416192,0.38540151715278625,-67.35435485839844,-0.02456817775964737,0.8124469518661499,0.23692597448825836,1.1776235103607178,67.28289794921875,67.27610778808594,33.672523498535156,34.05354309082031,33.55360794067383,0.1189156025648117,33.55360794067383,0.003428011666983366,81.97229,133.83202,40.600677,47.073254,967.4453125
1544192,0.34714335203170776,-68.37528991699219,-0.011753243394196033,0.8158972263336182,0.23969686031341553,1.0644001960754395,68.39717102050781,68.40837860107422,33.70839309692383,34.12017059326172,33.590728759765625,0.11766365170478821,33.590728759765625,0.0034970392007380724,84.81059,139.83589,42.29189,48.9702,961.6015625
1672192,0.35594356060028076,-68.77967834472656,0.006025823764503002,0.7192414999008179,0.2464575618505478,0.9951928853988647,68.84190368652344,68.8358383178711,33.629539489746094,33.86225128173828,33.511817932128906,0.11771748214960098,33.51182174682617,0.0013876870507374406,87.57633,145.64127,43.949768,50.764305,976.2734375
1800192,0.33618593215942383,-70.29326629638672,-0.018862036988139153,0.6880622506141663,0.2458423227071762,1.0349501371383667,70.32923889160156,70.35043334960938,33.486053466796875,33.688453674316406,33.37125015258789,0.11480524390935898,33.37125015258789,0.0024608178064227104,90.253716,151.21956,45.51422,52.605515,941.21875
1928192,0.41939663887023926,-70.40196228027344,-0.003951521590352058,0.7581605911254883,0.25010839104652405,1.0465866327285767,70.40226745605469,70.40237426757812,33.42206573486328,33.59555435180664,33.30663299560547,0.11542949080467224,33.30663299560547,0.0021949689835309982,92.8989,156.86061,47.047104,54.273987,957.046875
