Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/source_action_matching_loss,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/actor_e2_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Eval/Return,Eval/Return_e2
321000,0.24799945950508118,-8.98895263671875,-0.015195218846201897,0.22158600389957428,0.048263583332300186,0.02640954963862896,0.31010758876800537,0.002451273612678051,27.19890785217285,8.416266441345215,8.405017852783203,40.59491,60.09095,56.723774,28.46589,59.26975,58.53887,59.12466,57.92494
