Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Loss_representation,Loss/Loss_actor_transfer,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Norm/rep_model,Eval/Return,Eval/Return_e2
21000,0.0013100120704621077,-5.165760040283203,0.07464714348316193,0.0004934158641844988,0.01728307642042637,0.033976852893829346,2.133209228515625,0.0002178560389438644,0.0075737847946584225,-3.8559889793395996,5.135669708251953,5.137179851531982,28.724398,39.625755,26.59409,27.565117,26.898169,53.07756,4.4589934,4.0104194
22000,0.0015879706479609013,-5.038156986236572,0.058334268629550934,0.0003784733125939965,0.0254707932472229,0.02989872172474861,1.5489524602890015,0.00015769174206070602,0.006074394565075636,-3.6033055782318115,5.014874458312988,5.0027008056640625,28.817162,39.65021,26.592802,27.597181,26.860384,53.253838,4.263281,3.7746723
23000,0.24070850014686584,-4.895874500274658,0.04233630746603012,0.012296685017645359,0.026080047711730003,0.02685602381825447,1.3565524816513062,0.00012889434583485126,0.004879612475633621,-2.676161766052246,4.861053466796875,4.856865406036377,28.896614,39.6447,26.594742,27.634579,26.824255,53.444855,4.583537,2.861445
24000,0.16416189074516296,-4.759469985961914,0.0354955829679966,0.012332186102867126,0.024362705647945404,0.03362993150949478,0.9968547821044922,0.0003301452088635415,0.00394038949161768,-3.0081405639648438,4.743419647216797,4.736609935760498,28.945461,39.636616,26.616873,27.642506,26.811953,53.66592,4.893902,2.2358649
25000,0.0032566783484071493,-4.613451957702637,0.02712056040763855,0.0005938156391493976,0.026526600122451782,0.038036976009607315,1.1300777196884155,0.00033566600177437067,0.0031722234562039375,-2.549384593963623,4.606295585632324,4.6075615882873535,28.992834,39.623062,26.638449,27.681997,26.812841,53.850006,6.805548,2.2233808
26000,0.15204133093357086,-4.414523124694824,0.022559884935617447,0.014183387160301208,0.03600076958537102,0.03649023175239563,1.102213978767395,0.0006911196978762746,0.00254385219886899,-2.868394613265991,4.419242858886719,4.421666622161865,29.114521,39.62293,26.676172,27.750374,26.82166,54.097084,7.5026064,3.8356838
27000,0.003864168655127287,-4.265844345092773,0.017062021419405937,0.001344132237136364,0.05239962786436081,0.0716266930103302,0.906432569026947,0.0013623170088976622,0.002066906774416566,-2.2548584938049316,4.239048004150391,4.2426581382751465,29.254974,39.66336,26.699936,27.85948,26.868967,54.335323,10.367531,5.080227
28000,0.0028695687651634216,-4.158608436584473,0.01139689888805151,0.0019187945872545242,0.05383141711354256,0.07763121277093887,0.9597338438034058,0.0033075627870857716,0.0016867558006197214,-0.7566977739334106,4.14431095123291,4.137972831726074,29.450699,39.632435,26.75108,27.943098,26.908495,54.529938,14.002207,5.807626
29000,0.003526709508150816,-4.015785217285156,0.008455242961645126,0.0020324778743088245,0.05987025052309036,0.08422323316335678,0.8263750076293945,0.004136529751121998,0.0013844091445207596,-0.10747406631708145,4.004025936126709,3.997497797012329,29.66534,39.65622,26.782524,28.017624,26.937593,54.78808,17.04733,7.185144
30000,0.11567828059196472,-3.877553701400757,0.0057699368335306644,0.018304843455553055,0.08860282599925995,0.05466528981924057,0.9652199149131775,0.007750356569886208,0.0011571021750569344,1.01345956325531,3.869699239730835,3.8699355125427246,29.883026,39.713608,26.824131,28.104633,27.000479,55.01672,22.352217,7.907979
31000,0.004209438338875771,-3.75919508934021,0.0030188339296728373,0.0036543074529618025,0.11017441749572754,0.12869608402252197,0.8115442991256714,0.018778124824166298,0.000982344034127891,2.926907539367676,3.748884439468384,3.7481870651245117,30.091578,39.729496,26.876091,28.192446,27.068787,55.30045,25.414541,6.5987244
32000,0.10641053318977356,-3.697568416595459,0.0018957952270284295,0.022153561934828758,0.10684710741043091,0.07453910261392593,1.39617919921875,0.013778536580502987,0.0008297404856421053,3.7151949405670166,3.675858497619629,3.6671223640441895,30.321611,39.781776,26.935505,28.243652,27.131483,55.605698,23.3037,6.285332
33000,0.009104190394282341,-3.603188991546631,0.002073562704026699,0.008274631574749947,0.1032579243183136,0.12519848346710205,1.3023759126663208,0.014820393174886703,0.0007192787015810609,3.117163896560669,3.5813684463500977,3.5839433670043945,30.542048,39.808598,27.001595,28.290306,27.195572,55.953148,18.920261,6.2998347
34000,0.0964665561914444,-3.509702205657959,0.0003485738125164062,0.028394009917974472,0.13165134191513062,0.1625860035419464,1.424798846244812,0.02598019503057003,0.0006327406736090779,5.4491047859191895,3.5176737308502197,3.517958641052246,30.802002,39.893368,27.058224,28.294725,27.247128,56.291603,22.022215,6.2003007
35000,0.018942542374134064,-3.492015838623047,7.203126006061211e-05,0.010002374649047852,0.09025444090366364,0.17488934099674225,1.3757225275039673,0.03207205981016159,0.0006082173204049468,5.881569862365723,3.472379207611084,3.4809391498565674,31.081287,39.98219,27.107944,28.301458,27.282995,56.6281,26.750525,5.97022
36000,0.017964854836463928,-3.480185031890869,0.0028681436087936163,0.023256905376911163,0.11862771213054657,0.1443779468536377,0.8557623028755188,0.023181479424238205,0.0007715434767305851,2.282589912414551,3.467505931854248,3.4742002487182617,31.369553,40.172825,27.178251,28.305372,27.324617,56.9821,34.576015,6.9286714
37000,0.024481389671564102,-3.4699349403381348,0.0024898608680814505,0.016719309613108635,0.10911864042282104,0.30506861209869385,0.875097393989563,0.030508797615766525,0.00096571643371135,3.4217474460601807,3.4276351928710938,3.429927349090576,31.646544,40.34938,27.239222,28.332832,27.38076,57.293125,33.597786,7.5681458
38000,0.022619381546974182,-3.5716629028320312,5.152797166374512e-05,0.03247842192649841,0.169190913438797,0.12017437815666199,1.1062464714050293,0.05273855850100517,0.0009282719111070037,5.944490432739258,3.542412757873535,3.5450620651245117,31.836546,40.555637,27.297585,28.375925,27.393631,57.650043,48.205708,9.102551
39000,0.03093418851494789,-3.631533145904541,-4.88882178615313e-05,0.0320865772664547,0.11029619723558426,0.2387232780456543,0.8719942569732666,0.06254832446575165,0.0011203928152099252,6.04363489151001,3.5851917266845703,3.5882554054260254,32.19348,40.81161,27.377905,28.420494,27.462969,57.992897,51.323483,8.512046
40000,0.04158690199255943,-3.653411388397217,0.0024516182020306587,0.045765288174152374,0.10349777340888977,0.13757923245429993,1.327141523361206,0.07821919023990631,0.0011129971826449037,3.7972826957702637,3.5898797512054443,3.589104652404785,32.438522,41.058342,27.434483,28.441042,27.515406,58.288795,54.050213,8.29943
41000,0.022940319031476974,-3.6833009719848633,7.62309500714764e-05,0.02279742993414402,0.09957194328308105,0.20976276695728302,0.9679744243621826,0.10311662405729294,0.0011369434650987387,5.932950973510742,3.6445486545562744,3.6456546783447266,32.756386,41.244415,27.4932,28.463198,27.560986,58.57992,63.96529,7.0533957
42000,0.034854643046855927,-3.749091863632202,0.0005893944180570543,0.04529283195734024,0.13001705706119537,0.258237361907959,1.4541128873825073,0.1210537850856781,0.0011483224807307124,5.486734390258789,3.7047293186187744,3.707111120223999,33.00199,41.419216,27.559366,28.497093,27.625822,58.951744,71.28613,5.728332
43000,0.11155413091182709,-3.817714214324951,-0.00038063537795096636,0.13143841922283173,0.09185510873794556,0.02471346966922283,1.5888620615005493,0.1835727095603943,0.0011810846626758575,6.3222761154174805,3.767078399658203,3.761897325515747,33.355373,41.626003,27.625072,28.545193,27.670147,59.2659,48.03925,3.748792
44000,0.0768013447523117,-4.027792930603027,-0.0006801681010983884,0.09072688966989517,0.12419869750738144,0.2125626653432846,1.4349396228790283,0.15149837732315063,0.0013501486973837018,6.503772735595703,3.947573184967041,3.9432156085968018,33.745647,41.779903,27.66272,28.588997,27.698973,59.621315,44.289806,4.201716
45000,0.042637430131435394,-4.036346912384033,0.0001869237603386864,0.08835773915052414,0.12151071429252625,0.07604299485683441,1.381178379058838,0.222793847322464,0.001453710370697081,5.871416091918945,3.994802236557007,3.9925835132598877,34.18458,42.042194,27.679686,28.62837,27.736517,59.94606,43.504627,6.0814333
46000,0.05957812815904617,-4.120174407958984,-0.0004819704918190837,0.047017455101013184,0.1190611720085144,0.10410500317811966,1.1631746292114258,0.27238327264785767,0.0020313789136707783,6.237262725830078,4.017333030700684,4.012358665466309,34.558533,42.423206,27.70277,28.677324,27.755125,60.22135,41.332447,9.031519
47000,0.05409783124923706,-4.605058670043945,-0.0009703487157821655,0.08914986252784729,0.1292800009250641,0.153520867228508,1.065987229347229,0.35797062516212463,0.002005013870075345,6.48396110534668,4.498631000518799,4.495698928833008,34.872154,42.608948,27.736864,28.696148,27.775068,60.596558,34.967922,10.713019
48000,0.21656140685081482,-4.7775421142578125,0.0006598082836717367,0.17659036815166473,0.11788532882928848,0.2585642337799072,0.9577504396438599,0.2515990436077118,0.002017346676439047,5.6729326248168945,4.739553451538086,4.756289005279541,35.036346,42.86023,27.742344,28.733068,27.782846,60.839207,49.9318,10.996791
49000,0.05905049294233322,-4.913417816162109,0.0022026977967470884,0.05237899348139763,0.0909254252910614,0.26750296354293823,0.9388917684555054,0.39162158966064453,0.0018314975313842297,4.797324180603027,4.8638458251953125,4.857470989227295,35.382446,43.057518,27.766142,28.724316,27.800762,61.17853,50.09544,9.814334
50000,0.050659094005823135,-4.769273281097412,0.0016950202407315373,0.07160380482673645,0.19844163954257965,0.31071937084198,1.01011323928833,0.22515243291854858,0.0016245871083810925,4.956645488739014,4.68978214263916,4.688321113586426,35.740643,43.200512,27.784225,28.751677,27.804262,61.502098,65.12664,8.495707
