Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Eval/Return
641000,0.30444616079330444,-15.573324203491211,0.014910000376403332,0.004054084420204163,17.322227478027344,14.946925163269043,14.961174011230469,33.81614,62.915672,0.0005218737
642000,0.6637458801269531,-22.018896102905273,-0.0016127544222399592,0.0021304390393197536,21.75700569152832,21.559478759765625,21.589733123779297,42.314323,74.48185,0.0010573298
643000,3.1675143241882324,-23.30605697631836,-0.0012893936363980174,0.0015119288582354784,21.852813720703125,22.97428321838379,22.964763641357422,49.831738,84.30444,2.6074414e-07
644000,0.9559434652328491,-22.89437484741211,-0.0006754125934094191,0.0016978352796286345,21.397808074951172,22.56900978088379,22.547298431396484,55.856373,92.74305,2.2163684
645000,3.6855053901672363,-21.18425941467285,0.004092653281986713,0.00235982658341527,19.265697479248047,20.90952491760254,20.899513244628906,60.769775,100.658035,21.60118
646000,3.956387996673584,-24.556568145751953,0.00023607588082086295,0.003093984443694353,20.92369842529297,24.1398983001709,24.001026153564453,65.24552,108.08871,78.36122
647000,2.6740880012512207,-26.284481048583984,-0.003290478838607669,0.0024383487179875374,22.349470138549805,26.034908294677734,26.017818450927734,69.81278,115.276375,74.959435
648000,10.338720321655273,-26.224462509155273,-0.0016413734992966056,0.0029794839210808277,21.550891876220703,25.9722900390625,25.975645065307617,73.27918,122.10493,147.50589
649000,2.603738307952881,-26.88665008544922,0.0016064258525148034,0.0025184641126543283,20.362140655517578,26.667762756347656,26.669010162353516,77.09146,128.57097,198.46672
650000,3.744697332382202,-26.90365219116211,0.0004991877358406782,0.003096523229032755,20.838790893554688,26.600807189941406,26.65195083618164,80.44978,134.8279,261.85782
651000,5.998415470123291,-27.138935089111328,-0.002151819411665201,0.002702573547139764,21.79621124267578,26.855209350585938,26.88300132751465,84.080505,140.4803,363.33963
652000,2.117201328277588,-28.887727737426758,-0.00017137730901595205,0.0034624687395989895,21.049495697021484,28.621734619140625,28.62992286682129,87.39548,146.00143,451.64523
653000,19.259387969970703,-29.915035247802734,-0.002507891273126006,0.0035878990311175585,21.698986053466797,29.588520050048828,29.609485626220703,90.742584,151.12584,446.68375
654000,2.3431646823883057,-32.63373947143555,-0.004410917870700359,0.003579153446480632,22.232391357421875,32.42173385620117,32.31380844116211,93.99603,156.19012,604.2326
655000,4.996169090270996,-35.31289291381836,0.0014520696131512523,0.0037876509595662355,20.61663055419922,35.10456085205078,34.95964813232422,97.344475,160.9719,610.4367
656000,2.5365381240844727,-37.86359786987305,-0.0036151690874248743,0.0043655275367200375,21.82811737060547,37.569557189941406,37.52278137207031,100.55889,165.65747,745.2464
657000,6.54524040222168,-40.88162612915039,-0.0005843085236847401,0.004663864616304636,21.12528419494629,40.56842803955078,40.6125373840332,103.57332,170.17966,818.80707
658000,2.677743434906006,-44.17720031738281,0.005247476976364851,0.004888447932898998,19.926555633544922,43.885108947753906,43.89892578125,106.59568,174.6342,888.6699
659000,9.410560607910156,-48.95793914794922,-0.0033424831926822662,0.0049209631979465485,21.67923355102539,48.605594635009766,48.58811950683594,109.50729,178.9882,893.8084
660000,8.795058250427246,-52.13823699951172,-0.0018134249839931726,0.005084316246211529,21.356670379638672,51.731834411621094,51.87797927856445,112.386955,183.13498,880.7602
661000,3.341907024383545,-56.57783508300781,-0.005660115275532007,0.004942523315548897,22.145187377929688,56.243019104003906,56.26360321044922,115.10706,187.30023,878.7518
662000,1.9989302158355713,-56.78081130981445,0.002954604336991906,0.004858618602156639,20.391883850097656,56.47246551513672,56.52655029296875,117.687195,191.20537,879.4797
663000,2.331118106842041,-57.544288635253906,0.0025063669309020042,0.004429090768098831,20.434112548828125,57.275047302246094,57.28239059448242,120.11326,195.08458,877.88715
664000,2.0366435050964355,-60.507469177246094,-0.0017260508611798286,0.004832857754081488,21.357149124145508,60.19350814819336,60.19520950317383,122.475105,198.96066,899.14044
665000,1.6834715604782104,-60.2985725402832,0.0018491587834432721,0.00430116755887866,20.570079803466797,59.99348449707031,59.98637771606445,124.82896,202.65062,834.3994
666000,2.232374906539917,-62.85518264770508,-0.0013608467997983098,0.004419283475726843,21.307933807373047,62.5556640625,62.63456726074219,126.939575,206.29742,892.02045
667000,32.556941986083984,-63.33675765991211,-0.0017842234810814261,0.004630627576261759,21.38530921936035,63.082359313964844,63.077964782714844,128.86633,209.89453,892.1295
668000,1.731353759765625,-64.19108581542969,-0.0006706305430270731,0.004596605431288481,21.145896911621094,63.881736755371094,63.87144470214844,130.97585,213.46696,822.71643
669000,26.525251388549805,-65.00807189941406,-0.00236618984490633,0.004239522852003574,21.55812644958496,64.77677917480469,64.7391128540039,132.98807,217.04361,894.3968
670000,2.4805619716644287,-65.69342041015625,0.0037307757884263992,0.004630552604794502,20.194313049316406,65.3034896850586,65.35334777832031,134.90518,220.56885,878.01996
671000,1.4237313270568848,-67.76036071777344,0.0003833133087027818,0.004572410136461258,20.916168212890625,67.5240478515625,67.53649139404297,136.83667,224.08641,859.06036
672000,25.374832153320312,-69.97816467285156,0.003462323220446706,0.004633801057934761,20.252811431884766,69.83567810058594,69.90379333496094,138.50912,227.49213,882.8307
673000,1.9881260395050049,-70.11074829101562,-0.001382587244734168,0.004528650548309088,21.3052978515625,70.01937866210938,70.00299835205078,140.31963,230.9117,895.7614
674000,26.02336883544922,-72.99272918701172,0.004040870349854231,0.00429420405998826,20.05899429321289,72.8018798828125,72.70866394042969,141.98708,234.25182,890.5312
675000,2.2086899280548096,-72.84638977050781,0.0014454094925895333,0.004599650856107473,20.68575668334961,72.6439208984375,72.70303344726562,143.65778,237.5102,898.1587
676000,14.530128479003906,-74.368896484375,0.003214603988453746,0.004389909096062183,20.267728805541992,74.221923828125,74.25167083740234,145.30847,240.63803,886.50696
677000,1.197084665298462,-75.99406433105469,0.0023629539646208286,0.004003892652690411,20.409835815429688,75.85662078857422,75.81816101074219,147.01282,243.71303,900.1377
678000,27.195331573486328,-76.86788940429688,-0.0019883131608366966,0.004066791385412216,21.488914489746094,76.76033020019531,76.82270812988281,148.47643,246.78154,893.0119
679000,1.1358182430267334,-78.58456420898438,-0.005144976545125246,0.0034153014421463013,22.50644874572754,78.39810943603516,78.39512634277344,149.88557,249.82817,904.584
680000,17.54279327392578,-79.62567138671875,4.592254845192656e-05,0.0034444406628608704,20.98666763305664,79.56240844726562,79.55880737304688,151.36504,252.80228,870.27844
681000,29.158424377441406,-80.46864318847656,-0.005249750334769487,0.0035702830646187067,22.470401763916016,80.33488464355469,80.36296081542969,152.68172,255.78923,887.1421
682000,0.8302938342094421,-82.09927368164062,-0.0013928406406193972,0.0035496398340910673,21.39238929748535,81.9957046508789,81.99262237548828,153.98422,258.6629,893.0251
683000,0.6495543718338013,-84.0286865234375,-0.0007408515084534883,0.002962773200124502,21.25005340576172,83.87239837646484,83.90547180175781,155.2818,261.51413,876.90375
