Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Loss_representation,Analysis/Val_diff,Analysis/SA_diff,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Norm/rep_model,Eval/Return
641000,0.0017012057360261679,-10.652739524841309,0.9313158988952637,6.886577466502786e-05,2.4427776224911213e-05,0.0001207179157063365,0.03425968,0.010384639725089073,0.6924099922180176,0.09230268001556396,-4.089803695678711,10.280680656433105,10.278793334960938,22.874765,45.18523,32.003166,31.97488,31.983492,28.37646,3.6719468
642000,0.0008170672226697206,-18.9010066986084,0.8603917956352234,5.80312917008996e-05,0.00023971358314156532,0.000462030409835279,0.014952272,0.0006439909338951111,0.6847085356712341,0.08519968390464783,-4.098532676696777,18.551063537597656,18.55109214782715,22.868132,45.514744,32.02076,32.021973,31.987106,28.367012,3.5935173
643000,0.09013033658266068,-23.764381408691406,0.7941560745239258,0.0005330184940248728,0.0007300787838175893,0.0009396149544045329,0.012616251,0.0016654282808303833,0.6732715368270874,0.07864301651716232,-4.098240375518799,23.44270133972168,23.442707061767578,22.863062,45.688755,32.03084,32.063633,32.00478,28.336893,3.9484432
644000,0.00047075701877474785,-26.18532371520996,0.7346574664115906,6.829077756265178e-05,0.001127689960412681,0.0005796551704406738,0.011981347,0.008208166807889938,0.6687382459640503,0.07259110361337662,-4.120489597320557,25.885787963867188,25.885766983032227,22.859402,45.773476,32.0346,32.082504,32.023342,28.312565,3.9994705
645000,0.10306966304779053,-27.010929107666016,0.6756736040115356,0.0004431639099493623,0.0017837417544797063,0.0008042185800150037,0.010141495,0.005643416196107864,0.6330564618110657,0.06700470298528671,-4.083972930908203,26.737394332885742,26.73735237121582,22.856104,45.81778,32.040474,32.103382,32.051647,28.291935,2.6231792
646000,0.102323979139328,-26.823413848876953,0.6249101161956787,0.0004158235969953239,0.0022636675275862217,0.0012941532768309116,0.009169688,0.008370298892259598,0.6070980429649353,0.06184907257556915,-4.103791236877441,26.57095718383789,26.570831298828125,22.854305,45.838066,32.046127,32.12317,32.07451,28.273443,3.1497662
647000,0.0004153010086156428,-26.008323669433594,0.576299250125885,5.557074473472312e-05,0.003474673256278038,0.0005645646015182137,0.0069136685,0.01382412388920784,0.5786548852920532,0.05709017813205719,-4.094542503356934,25.776546478271484,25.776939392089844,22.852642,45.842304,32.051285,32.13942,32.0913,28.255045,3.7340896
648000,0.2829611003398895,-24.825729370117188,0.5316749811172485,0.0008867584983818233,0.0035265078768134117,0.00042782374657690525,0.007736508,0.039915781468153,0.5460298657417297,0.05269702151417732,-4.0892791748046875,24.61368751525879,24.613895416259766,22.850773,45.850494,32.056232,32.155315,32.108437,28.236225,3.812861
649000,0.08945540338754654,-23.459064483642578,0.49138957262039185,0.0002885050780605525,0.004152890294790268,0.0004571392200887203,0.006003473,0.02585766837000847,0.5143755078315735,0.04864208772778511,-4.102148056030273,23.26375961303711,23.264352798461914,22.849625,45.864845,32.060917,32.166077,32.122913,28.216349,3.5053074
650000,0.08374381810426712,-21.99974822998047,0.45297178626060486,0.0002495310618542135,0.0042746360413730145,0.0003507230430841446,0.0069727274,0.038705017417669296,0.48116183280944824,0.04489928483963013,-4.088619709014893,21.820344924926758,21.819503784179688,22.848133,45.883274,32.066963,32.174934,32.14006,28.196592,3.0254002
651000,0.15607142448425293,-20.540603637695312,0.41788017749786377,0.00042539575952105224,0.003349981503561139,0.00047543656546622515,0.0051606465,0.034162577241659164,0.45824283361434937,0.0414445735514164,-4.082868576049805,20.374177932739258,20.37438201904297,22.846807,45.917904,32.074265,32.183098,32.158886,28.179182,3.8342233
