Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/source_action_matching_loss,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/actor_e2_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Eval/Return,Eval/Return_e2
641000,0.6480830311775208,-11.152618408203125,-0.032041553407907486,0.10759201645851135,0.23088842630386353,0.246306911110878,0.33439481258392334,0.003197173587977886,31.02183723449707,10.165499687194824,10.154951095581055,39.652855,63.29466,58.1156,28.447424,59.528732,59.370277,2.35797e-05,1.9149411e-08
642000,1.0832281112670898,-19.445056915283203,-0.0022455165162682533,0.21024596691131592,0.08282782882452011,0.01376259233802557,0.31841978430747986,0.002254011807963252,21.996231079101562,19.056621551513672,19.04864501953125,71.454155,77.23729,70.72739,28.447424,71.41547,70.92423,0.09790481,1.5841607e-08
