Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Eval/Return
641000,0.2346338927745819,-15.560235977172852,0.025880116969347,0.003767323913052678,14.13037109375,15.14155101776123,15.151395797729492,37.659035,81.11549,5.1587494e-06
642000,0.4090639650821686,-21.322166442871094,-0.0007800079183652997,0.0009437875123694539,21.826465606689453,21.18625259399414,21.169036865234375,52.84049,99.47387,0.0008028936
643000,1.952449083328247,-19.922319412231445,0.002402194542810321,0.0016717773396521807,19.56308937072754,19.76436996459961,19.7314510345459,60.879864,112.089035,0.35786214
644000,1.2109694480895996,-18.724193572998047,-0.0026890975423157215,0.002011536154896021,22.336837768554688,18.456626892089844,18.469575881958008,67.4769,123.503136,0.028417185
645000,2.199145555496216,-18.005273818969727,-0.0033940556459128857,0.0018477633129805326,22.83684539794922,17.82318878173828,17.828903198242188,73.17456,134.51715,5.324379
646000,3.595120906829834,-15.208667755126953,0.00014322524657472968,0.0016723370645195246,20.914356231689453,15.007140159606934,14.964189529418945,78.074036,144.66806,1.4333137
647000,2.8130526542663574,-13.382596015930176,0.00017727261001709849,0.0017297309823334217,20.89751434326172,13.251774787902832,13.288076400756836,82.393555,154.35223,2.6433392
648000,2.383739471435547,-11.350635528564453,-0.00020328399841673672,0.0011479896493256092,21.177078247070312,11.262117385864258,11.219474792480469,86.81331,163.29735,9.163883
649000,2.4600377082824707,-10.56816291809082,0.0010473944712430239,0.0014833183959126472,20.29388427734375,10.41658878326416,10.411108016967773,90.63169,171.71298,25.044718
650000,1.0951287746429443,-8.806039810180664,0.0007129348814487457,0.0010913059813901782,20.34671401977539,8.722869873046875,8.79769229888916,94.21663,179.35791,2.4616144
651000,2.851954698562622,-10.250415802001953,-0.00033741703373380005,0.0019807827193289995,21.170345306396484,10.109848022460938,10.069208145141602,97.04451,186.62904,48.09546
652000,0.7075321078300476,-10.159411430358887,-8.543306466890499e-05,0.001369269099086523,21.062393188476562,10.030647277832031,10.041399955749512,100.55355,194.03445,88.0991
