Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Act_rep_loss,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Metric/self_state_distance,Metric/cross_state_distance,Metric/self_state_action_distance,Metric/cross_state_action_distance,Metric/avg_self_state_asymmetry,Metric/avg_cross_state_asymmetry,Metric/avg_self_sa_asymmetry,Metric/avg_cross_sa_asymmetry,Metric/self_state_action_to_state_distance,Metric/cross_state_action_to_state_distance,Metric/h_lambda_diff_self,Metric/h_lambda_diff_cross,Eval/Return
136192,2.1071509763714857e-06,-0.17011147737503052,0.001827690750360489,0.0034255983773618937,0.0028025738429278135,2.92068361886777e-05,0.16127189993858337,0.0015738254878669977,-0.6652204990386963,0.17009329795837402,0.16906338930130005,19.73288,24.013765,30.593182,30.718441,30.671995,0.004225611686706543,0.913154125213623,0.006310936529189348,0.8938493728637695,0.0,0.002474385779350996,0.0,0.0031777177937328815,0.002764652017503977,0.8951898217201233,0.0035834333393722773,0.003768216585740447,0.0
264192,8.744068935584437e-08,-0.05378319323062897,6.285829294938594e-05,0.002498092595487833,0.0019008946837857366,2.6925550628220662e-05,0.15800504386425018,7.712667866144329e-05,-0.3095499873161316,0.05378222092986107,0.053817618638277054,28.267086,24.460333,31.586006,32.049454,32.358383,0.0026587340980768204,0.9214679002761841,0.0034704208374023438,0.9012476205825806,0.0,0.0032710214145481586,0.0,0.0012539845192804933,0.0041810572147369385,0.900894045829773,0.0010581327369436622,0.00300953583791852,0.0
392192,3.234716814404237e-06,-0.01677853614091873,-5.422293725132477e-07,0.0020502181723713875,0.00142587476875633,1.4192904018273111e-05,0.1460563689470291,7.339762669289485e-05,0.5664294362068176,0.018163185566663742,0.016875704750418663,34.761852,25.379574,32.895008,33.870724,35.483112,0.0027117447461932898,0.9275426864624023,0.0040051862597465515,0.9151952266693115,0.0,0.006757485214620829,0.0,0.00453142961487174,0.0032958374358713627,0.9089443683624268,0.0011557139223441482,0.006762288510799408,0.0
520192,0.0008971396600827575,0.022787246853113174,-8.198620344046503e-05,0.009362313896417618,0.002802151720970869,0.0012652133591473103,0.11785795539617538,0.0003014573303516954,0.626050591468811,-0.014711675234138966,-0.016030509024858475,43.20618,31.867462,37.253025,37.91837,40.3196,0.004987858235836029,0.9616866111755371,0.02602291665971279,0.939943790435791,0.0,0.007406458258628845,0.0,0.009170527569949627,0.00869218073785305,0.9380439519882202,0.02296234481036663,0.014750372618436813,0.0
648192,0.0015552460681647062,-0.12153364717960358,0.00018281514348927885,0.018061792477965355,0.008850933983922005,0.0010675244266167283,0.07789933681488037,0.0012997837038710713,0.39312225580215454,0.1265045702457428,0.13084912300109863,50.131115,37.21197,40.50707,42.933823,45.802845,0.005916471127420664,1.0015870332717896,0.009761087596416473,0.9920675158500671,0.0,0.009767802432179451,0.0,0.015195392072200775,0.008021309971809387,0.9978459477424622,0.008336067199707031,0.020667970180511475,32.453125
776192,0.0024456395767629147,-0.25133469700813293,-9.184774535242468e-05,0.030173292383551598,0.014934481121599674,0.001846797182224691,0.07598729431629181,0.0016314005479216576,0.6283365488052368,0.2585144639015198,0.26463553309440613,56.44041,42.435825,44.894123,47.652935,52.762806,0.005928695201873779,1.010115623474121,0.007222053594887257,1.0180463790893555,0.0,0.008333939127624035,0.0,0.014092597179114819,0.02277483232319355,1.0075633525848389,0.017973240464925766,0.025774747133255005,0.0
904192,0.00393268745392561,-0.5758222341537476,0.0005363996606320143,0.03781723603606224,0.017093919217586517,0.0015556968282908201,0.07100194692611694,0.0033951944205909967,0.29811620712280273,0.5743034482002258,0.5959592461585999,63.37955,46.462128,48.76398,52.71046,58.01309,0.0065665654838085175,1.0370540618896484,0.015421304851770401,1.0474834442138672,0.0,0.007983026094734669,0.0,0.013192691840231419,0.005487065762281418,1.0391271114349365,0.013188029639422894,0.018556607887148857,33.234375
1032192,0.004665418062359095,-1.04762601852417,-0.0006149548571556807,0.07519841939210892,0.032968685030937195,0.0015321462415158749,0.06970597803592682,0.004437906667590141,0.6882554292678833,1.0497757196426392,1.0754142999649048,69.53417,49.481827,52.568295,57.39408,62.545105,0.007260659709572792,1.0606226921081543,0.019714243710041046,1.0716392993927002,0.0,0.007917411625385284,0.0,0.012451782822608948,0.0037148066330701113,1.076148509979248,0.01850457675755024,0.020593220368027687,50.453125
1160192,0.011995346285402775,-1.5397478342056274,0.000725956168025732,0.16924338042736053,0.06827708333730698,0.001960112014785409,0.0478302463889122,0.006014726124703884,0.45059651136398315,1.5455199480056763,1.5560412406921387,74.87127,52.5947,56.224922,62.738415,67.06277,0.010386934503912926,1.1180063486099243,0.013636110350489616,1.1691524982452393,0.0,0.010836198925971985,0.0,0.020081352442502975,0.01169169694185257,1.1602730751037598,0.01571737602353096,0.02613297663629055,90.5703125
1288192,0.008638141676783562,-1.9972015619277954,7.011958223301917e-05,0.21717172861099243,0.08051948994398117,0.002473436528816819,0.04189669340848923,0.008999969810247421,0.49757882952690125,2.0134096145629883,2.003056526184082,79.73728,56.448917,60.391182,69.610855,72.09464,0.016496973112225533,1.1267921924591064,0.016718871891498566,1.1801207065582275,0.0,0.013683345168828964,0.0,0.026799866929650307,0.009493514895439148,1.201742172241211,0.016005873680114746,0.036268219351768494,140.8671875
