Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Loss_representation,Analysis/Val_diff,Analysis/SA_diff,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Norm/rep_model,Eval/Return
11000,0.0017113822977989912,-2.180790901184082,0.7571159601211548,0.00012541920295916498,0.0018716538324952126,0.018668372184038162,0.020470016,0.018484383821487427,0.9975647926330566,0.07532825320959091,-4.050889492034912,1.897465467453003,1.8829282522201538,27.695103,39.76301,27.486015,27.50511,27.328344,32.502613,1.3359026
12000,0.001028737286105752,-3.28275203704834,0.5886063575744629,9.812023199629039e-05,0.0038019930943846703,0.018659239634871483,0.012504853,0.0471840500831604,0.9895450472831726,0.058312948793172836,-4.093921661376953,3.0471723079681396,3.040741205215454,27.656597,39.896957,27.442501,27.486727,27.269392,32.520115,2.6700265
13000,0.0012357693631201982,-4.059528350830078,0.46166548132896423,8.538621477782726e-05,0.005390670150518417,0.00967317819595337,0.013215975,0.0722077488899231,0.9732977747917175,0.0458245612680912,-4.074629783630371,3.885632276535034,3.859882354736328,27.6355,39.97814,27.394543,27.500278,27.23638,32.541473,2.8823001
14000,0.042979635298252106,-4.607786178588867,0.3658181428909302,0.001886484446004033,0.005537766497582197,0.007704680319875479,0.018251622,0.0605846643447876,0.9681057929992676,0.03631838783621788,-4.072532653808594,4.49813175201416,4.476722717285156,27.62313,40.05565,27.336765,27.465715,27.180166,32.582733,3.6234834
15000,0.0024658951442688704,-5.023998260498047,0.2904236614704132,3.2912459573708475e-05,0.0053940508514642715,0.009357597678899765,0.011877975,0.08887367695569992,0.9625183939933777,0.028921589255332947,-4.041760444641113,4.909775733947754,4.897549629211426,27.62338,40.152267,27.2757,27.460638,27.125557,32.67403,4.1147785
16000,0.05064357817173004,-5.231328964233398,0.22813597321510315,0.0017836587503552437,0.00474614929407835,0.0076885707676410675,0.011698751,0.06648102402687073,0.9526184797286987,0.023090343922376633,-3.8801465034484863,5.145163536071777,5.168089866638184,27.640123,40.19601,27.229359,27.481247,27.096819,32.80996,4.9189506
17000,0.0018917593406513333,-5.412714004516602,0.18349589407444,5.0099861255148426e-05,0.0071878936141729355,0.0126987025141716,0.011206319,0.10509166121482849,0.9526628851890564,0.018463410437107086,-3.9383535385131836,5.328185081481934,5.33342170715332,27.671503,40.192406,27.184134,27.568922,27.106928,33.003025,7.0248017
18000,0.003203672356903553,-5.457436561584473,0.14571653306484222,5.4668314987793565e-05,0.009862435050308704,0.011178115382790565,0.008466769,0.13005515933036804,0.9583532810211182,0.014771580696105957,-3.8646535873413086,5.406548500061035,5.40779447555542,27.720673,40.205814,27.164185,27.617813,27.123411,33.204456,9.569389
19000,0.0024286387488245964,-5.53466272354126,0.10294493287801743,0.00010266072058584541,0.0060771857388317585,0.016365453600883484,0.009111967,0.2052624523639679,0.9393918514251709,0.011901330202817917,-2.6498684883117676,5.4654388427734375,5.4598069190979,27.799416,40.22127,27.127846,27.732733,27.191338,33.440704,13.176938
20000,0.005909773055464029,-5.605339050292969,0.07015054672956467,0.00012791801418643445,0.014901440590620041,0.018245238810777664,0.007531328,0.1682354211807251,0.9584941864013672,0.0097679253667593,-1.181724190711975,5.536744117736816,5.518336296081543,27.885021,40.26574,27.110981,27.856926,27.302315,33.72063,15.590533
21000,0.0306559931486845,-5.671182155609131,0.07058295607566833,0.0019087406108155847,0.011588042601943016,0.006083998829126358,0.011182297,0.28597426414489746,0.9845829606056213,0.008154619485139847,-2.6555798053741455,5.619852066040039,5.617901802062988,28.001574,40.33897,27.10946,27.991146,27.381393,34.01605,16.715551
22000,0.06625889986753464,-6.047989845275879,0.033015064895153046,0.002361048012971878,0.01181566808372736,0.005748164840042591,0.011827081,0.2236078828573227,0.9853512048721313,0.006860822904855013,1.1878857612609863,5.913646697998047,5.923915863037109,28.043653,40.407787,27.139666,28.09135,27.44025,34.27195,14.677882
23000,0.003789312206208706,-6.097895622253418,0.030015526339411736,0.0004437522729858756,0.018341490998864174,0.05467010661959648,0.013695172,0.49915167689323425,1.1443334817886353,0.005596963223069906,0.637176513671875,6.039487838745117,6.014739036560059,28.10736,40.496426,27.206726,28.161865,27.489246,34.472816,16.341719
24000,0.007223444990813732,-6.103335857391357,0.010393314994871616,0.0006299609085544944,0.018635159358382225,0.03800388425588608,0.013591655,0.3384718894958496,1.0491833686828613,0.00466279499232769,3.7710118293762207,5.960204601287842,5.962897300720215,28.278463,40.58135,27.260649,28.183117,27.542774,34.71209,15.117923
25000,0.07733912765979767,-6.570069313049316,0.006766023114323616,0.002753115724772215,0.01327481772750616,0.007453328929841518,0.013744762,0.6504300832748413,1.1146219968795776,0.004177205730229616,4.380251407623291,6.405444145202637,6.4047040939331055,28.431612,40.691788,27.324013,28.158712,27.55394,35.018787,17.434233
26000,0.009379073977470398,-7.0931477546691895,0.0021801700349897146,0.00046999225742183626,0.011721454560756683,0.030579430982470512,0.015543038,0.37864530086517334,1.1068041324615479,0.0039250352419912815,5.444547653198242,6.9098920822143555,6.904930591583252,28.554686,40.866627,27.364578,28.227,27.586815,35.375988,15.4482975
27000,0.004779150243848562,-7.370344161987305,0.011781370267271996,0.0002972545335069299,0.017468977719545364,0.04316440597176552,0.019274823,0.2004157453775406,1.1835176944732666,0.0033344838302582502,2.466808319091797,7.251886367797852,7.261380195617676,28.926157,41.053944,27.444677,28.194466,27.6421,35.580303,14.864548
28000,0.00965148489922285,-7.692331314086914,-0.0016014528227970004,0.00029492785688489676,0.012523354962468147,0.030732642859220505,0.012931323,0.2610833942890167,1.193784475326538,0.0028448712546378374,6.562926292419434,7.503979682922363,7.503149509429932,29.089245,41.157005,27.480581,28.122683,27.65418,35.786396,11.062736
29000,0.0037572348956018686,-7.756685256958008,0.012565052136778831,0.0003472969401627779,0.013039059937000275,0.03235499560832977,0.01151035,0.3027348518371582,1.2155871391296387,0.0027610145043581724,1.449117660522461,7.672880172729492,7.684765815734863,29.212635,41.285995,27.525,28.129454,27.695015,36.02883,13.295939
30000,0.08470381796360016,-7.849382400512695,0.011891653761267662,0.003008962143212557,0.016948716714978218,0.007495266385376453,0.01741995,0.26925742626190186,1.2763607501983643,0.002488526050001383,1.2214069366455078,7.820636749267578,7.836760520935059,29.522312,41.3622,27.564547,28.117735,27.726389,36.281975,15.935306
31000,0.12192938476800919,-8.578275680541992,-0.016118360683321953,0.004117018077522516,0.020951485261321068,0.007319998927414417,0.015376234,0.5474998354911804,1.219487190246582,0.002803236246109009,11.749911308288574,8.067463874816895,8.06523323059082,29.620983,41.58703,27.606012,28.146345,27.779312,36.570744,24.621925
32000,0.026542112231254578,-9.288219451904297,0.004364323802292347,0.0002862320397980511,0.012511271052062511,0.03856343775987625,0.017990766,0.42378872632980347,1.2364797592163086,0.0036769388243556023,4.813055038452148,9.064537048339844,9.088741302490234,29.79974,41.79523,27.655733,28.073698,27.813566,36.863224,19.059208
33000,0.019800502806901932,-10.526134490966797,0.004737482406198978,0.0004545563133433461,0.014475774951279163,0.04722633957862854,0.017872836,0.6185264587402344,1.4138907194137573,0.004164191894233227,4.86232852935791,10.24062728881836,10.236296653747559,29.946665,41.99912,27.69452,28.029238,27.826914,37.0809,12.6068325
34000,0.004658532794564962,-10.481813430786133,0.019604060798883438,0.000260236207395792,0.013787904754281044,0.03525351360440254,0.015297675,0.9052044153213501,1.4118359088897705,0.00353461061604321,0.453685998916626,10.43166446685791,10.429681777954102,30.288937,42.12358,27.733028,28.04274,27.868382,37.209774,8.959668
35000,0.0050616017542779446,-10.549181938171387,0.001345992088317871,0.0005681302864104509,0.02672099694609642,0.050459131598472595,0.02803607,0.2769157290458679,1.341957449913025,0.002886011265218258,5.5336151123046875,10.38663101196289,10.388870239257812,30.187134,42.18728,27.763634,28.055586,27.89969,37.279903,20.102316
36000,0.020878611132502556,-11.199239730834961,0.0019476099405437708,0.0005797469057142735,0.01621365174651146,0.04231669381260872,0.020628791,0.4813418388366699,1.3285244703292847,0.003472142620012164,5.439075469970703,11.000909805297852,11.00383186340332,30.387712,42.182682,27.835392,28.04765,27.942097,37.543613,23.203474
37000,0.009181980974972248,-11.943132400512695,0.015352620743215084,0.0006228750571608543,0.02382707968354225,0.04294922947883606,0.016776197,0.4320758581161499,1.3803285360336304,0.0037982475478202105,1.957972764968872,11.801121711730957,11.797911643981934,30.533161,42.37129,27.864267,27.970993,27.956354,37.769108,19.580214
38000,0.00543348491191864,-11.876822471618652,0.00541252875700593,0.0004953896859660745,0.01788165047764778,0.037198275327682495,0.019593481,0.24247732758522034,1.4093796014785767,0.002895685378462076,4.130829811096191,11.730125427246094,11.736469268798828,30.766266,42.548275,27.92408,27.937143,27.993937,37.954758,12.299982
39000,0.14699777960777283,-12.461668014526367,-0.006482599303126335,0.004979804158210754,0.023480068892240524,0.007573168724775314,0.022055283,0.5203781127929688,1.4751956462860107,0.003049293765798211,8.125934600830078,12.144632339477539,12.15715217590332,31.054747,42.673336,27.948818,27.919922,28.029371,38.147232,12.748099
40000,0.011163363233208656,-12.620475769042969,-0.000593274540733546,0.0003638080961536616,0.021838447079062462,0.035097140818834305,0.024856718,0.5193133354187012,1.4772748947143555,0.0027269849088042974,6.217556953430176,12.414144515991211,12.415700912475586,31.410475,42.8044,27.994284,27.947735,28.057392,38.345016,22.822824
41000,0.021724112331867218,-13.633991241455078,-0.0018114778213202953,0.003151171375066042,0.028633728623390198,0.004111251328140497,0.022765849,0.7369568347930908,1.5841994285583496,0.003452838631346822,6.52463436126709,13.327051162719727,13.314977645874023,31.649431,42.90414,28.01035,27.950554,28.080956,38.633106,21.220846
