Train/Steps,Loss/Loss_critic,Loss/Loss_actor,Loss/Loss_alpha,Loss/Loss_state_action_metric,Loss/Loss_state_metric,Loss/Loss_state_action_to_state,Loss/Act_rep_loss,SAC/Alpha,SAC/LogPi_mean,SAC/Q1_mean,SAC/Q2_mean,Norm/actor_model,Norm/critic_model,Norm/state_action_metric_model,Norm/state_metric_model,Norm/state_action_state_metric_model,Metric/self_state_distance,Metric/cross_state_distance,Metric/self_state_action_distance,Metric/cross_state_action_distance,Metric/avg_self_state_asymmetry,Metric/avg_cross_state_asymmetry,Metric/avg_self_sa_asymmetry,Metric/avg_cross_sa_asymmetry,Eval/Return
641000,0.010848583653569221,-7.49808406829834,0.04549438878893852,0.00047283328603953123,0.0001899598864838481,0.0004294144455343485,0.0006932988180778921,0.0016976732295006514,-5.798084259033203,7.431476593017578,7.420155048370361,31.422373,62.45554,36.170662,33.597,35.655663,0.9935570359230042,1.0140084028244019,0.9890210628509521,1.0113177299499512,0.0,0.004026079084724188,0.0,0.03840416669845581,1.59989e-09
642000,0.03747261315584183,-7.978928565979004,0.0022044293582439423,0.0007343709585256875,0.0008911315235309303,0.001289438921958208,0.0011826689587906003,0.0006444000173360109,17.579097747802734,7.8607177734375,7.8506669998168945,41.00795,76.060265,42.53995,39.39177,41.79137,1.0181983709335327,1.068904161453247,1.0114047527313232,1.0682896375656128,0.0,0.006954504176974297,0.0,0.09229300916194916,0.0034653542
643000,0.06793643534183502,-6.869675159454346,-8.629598596598953e-06,0.02688600681722164,0.0008537272224202752,0.0019605103880167007,0.0015855113742873073,0.00029174587689340115,21.029579162597656,6.772824287414551,6.782435417175293,48.880367,85.90734,49.095486,45.59267,47.7374,1.0493559837341309,1.100102424621582,1.0292850732803345,1.0856051445007324,0.0,0.009332903660833836,0.0,0.09998882561922073,0.0936026
644000,0.09897328168153763,-6.283621788024902,-3.540920442901552e-05,0.008207455277442932,0.0017213084502145648,0.0017184357857331634,0.0042086015455424786,0.0005922484560869634,21.05978775024414,6.1984710693359375,6.184822082519531,55.19914,94.648895,54.175686,51.16964,52.714386,1.1450275182724,1.2096080780029297,1.1235730648040771,1.207671880722046,0.0,0.012382835149765015,0.0,0.18465223908424377,0.47172686
645000,0.0589069128036499,-6.826188087463379,-0.00032641779398545623,0.0020774747245013714,0.0015247591072693467,0.0022335366811603308,0.007834811694920063,0.0007023422513157129,21.46475601196289,6.7172040939331055,6.715620994567871,60.90335,103.74468,58.797115,56.015705,56.903526,1.1394736766815186,1.179494857788086,1.141629695892334,1.1932406425476074,0.0,0.010133640840649605,0.0,0.12834788858890533,1.403273
646000,0.07807685434818268,-6.57147216796875,0.0005614602123387158,0.003508887952193618,0.0010662286076694727,0.0014522004639729857,0.0035829818807542324,0.0005143414018675685,19.908390045166016,6.502297401428223,6.524493217468262,66.54346,112.36468,63.632282,60.708668,60.92618,1.223135232925415,1.2669360637664795,1.204237937927246,1.2582916021347046,0.0,0.01349595095962286,0.0,0.13638950884342194,6.730817
647000,0.05502242594957352,-5.927479267120361,8.895895007299259e-05,0.01747683808207512,0.003179908264428377,0.003011575900018215,0.004818466026335955,0.00036947635817341506,20.75922966003418,5.874031066894531,5.878868579864502,71.70768,120.274704,68.731575,66.041595,65.01736,1.400850772857666,1.4643394947052002,1.370968222618103,1.4537856578826904,0.0,0.023701665922999382,0.0,0.2307073324918747,18.598127
648000,0.28481295704841614,-5.4354143142700195,-4.4028525735484436e-05,0.10392186790704727,0.004972508177161217,0.005242730025202036,0.008753524161875248,0.0004826989315915853,21.09121322631836,5.386618137359619,5.419365882873535,76.463715,127.69067,74.36276,71.05767,68.879715,1.7077786922454834,1.8279619216918945,1.6695404052734375,1.8422925472259521,0.0,0.03838350996375084,0.0,0.4445066452026367,30.425238
649000,0.08567443490028381,-5.740630149841309,0.0006333575001917779,0.0366024374961853,0.006248258054256439,0.0064492011442780495,0.011415657587349415,0.000645449326839298,20.018733978271484,5.703194618225098,5.68614387512207,80.84733,134.97725,80.28791,75.995415,72.89803,2.163526773452759,2.4334425926208496,2.098975419998169,2.40876841545105,0.0,0.05120103433728218,0.0,0.7070081233978271,0.92655337
650000,0.16676588356494904,-6.138655662536621,0.00023897411301732063,0.10139521956443787,0.006632892414927483,0.006614115554839373,0.008614689111709595,0.0007320381700992584,20.67354965209961,6.0735321044921875,6.0686540603637695,84.799324,141.56146,86.33922,80.62845,76.82403,2.8055944442749023,3.2869670391082764,2.7416608333587646,3.288475751876831,0.0,0.05787600576877594,0.0,1.1232962608337402,67.19682
651000,0.1146414577960968,-6.692959785461426,-0.0008176395785994828,0.05094999447464943,0.010159282013773918,0.011265698820352554,0.004260537214577198,0.0006166316452436149,22.325977325439453,6.592966556549072,6.614647388458252,89.10846,147.69034,92.0937,85.13168,80.88101,3.5096640586853027,4.08480167388916,3.438386917114258,4.075472354888916,0.0,0.06907869875431061,0.0,1.256850004196167,52.558674
